Gene = SPCS1
index = 1306
Annotated 5SS: [205 626 802]
Annotated 3SS: [ 565  714 1608]
SMsplice 5SS: [626 802]
SMsplice 3SS: [ 714 1608]
top_k =  500
Partition function (log Z): -6.299142608936723

Sorted 5' Splice Sites (High to Low Probability):
Position 802: 0.8641864202781177
Position 626: 0.8538506002372686
Position 205: 0.33963161367536404
Position 390: 0.032073686624089395
Position 735: 0.02344960836708867
Position 284: 0.021402901768262633
Position 500: 0.016482783585751858
Position 840: 0.0072114117045201116
Position 968: 0.0038108612093856213
Position 1736: 0.0031212404144856207
Position 817: 0.002382985915319736
Position 849: 0.0020282038991493983
Position 1033: 0.001265100620805672
Position 310: 0.0008269484796823316
Position 97: 0.0008155940799308286
Position 495: 0.0007365996881851375
Position 1418: 0.0006640104529310066
Position 515: 0.0006515157254732069
Position 1768: 0.0006465129387325215
Position 294: 0.000581408731931321
Position 813: 0.0005737319000899232
Position 630: 0.0005154008363032739
Position 396: 0.00046842608429050327
Position 346: 0.0004212633550646464
Position 1058: 0.0003553173579801663
Position 105: 0.00022612355456780658
Position 858: 0.00017367596296440424
Position 470: 0.00011934568808246585
Position 267: 7.960177041822998e-05
Position 492: 7.455090323762926e-05
Position 1394: 7.403671684430956e-05
Position 1957: 5.550207795627749e-05
Position 797: 5.464975263868671e-05
Position 853: 5.438276899314455e-05
Position 942: 5.0589262039177486e-05
Position 111: 4.509231527276017e-05
Position 960: 4.335295829363215e-05
Position 1273: 4.160507079425999e-05
Position 316: 2.4449737633365473e-05
Position 476: 1.899690898163175e-05
Position 1975: 1.7379712737439364e-05
Position 875: 1.7302553013532782e-05
Position 772: 1.5737901161898828e-05
Position 756: 1.5299048315615466e-05
Position 750: 1.5166255414541822e-05
Position 243: 9.117257947227113e-06
Position 636: 8.008436986853761e-06
Position 529: 4.193685001364013e-06
Position 484: 1.948291431701118e-06
Position 598: 1.9429554240631247e-06
Position 398: 1.8979226222757253e-06
Position 3: 1.4021271810109753e-06
Position 404: 9.21161981929061e-07
Position 75: 6.32110145805066e-07
Position 379: 1.754667510148184e-07
Position 685: 4.277635861781763e-08
Position 1219: 2.6673022994224387e-08
Position 519: 3.1193552476348025e-10
Position 835: 1.463448657064867e-10
Position 237: 8.66990143782554e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.9221784464098306
Position 714: 0.8662789287818848
Position 565: 0.27217258838856184
Position 915: 0.015149447873000828
Position 679: 0.013552342923379194
Position 1574: 0.010311135463445463
Position 718: 0.009600727407447756
Position 404: 0.009471452632238852
Position 490: 0.009300120679032806
Position 1136: 0.008645537816838803
Position 442: 0.007834694384437737
Position 1393: 0.007760328761406567
Position 1111: 0.006033284338252477
Position 1516: 0.003860549242808939
Position 1875: 0.003006299154243286
Position 1799: 0.0027558349411003417
Position 2085: 0.002026624986364276
Position 1653: 0.001444265250413839
Position 626: 0.0009282170691563352
Position 1273: 0.0006563493804547595
Position 1936: 0.0006251189387518436
Position 450: 0.0005934739555130955
Position 1339: 0.0003891244183126022
Position 1974: 0.00038558238535634355
Position 750: 0.00036510870460199123
Position 1772: 0.00035894903980511337
Position 1836: 0.00034954051711027275
Position 1750: 0.00032053164754943756
Position 1904: 0.0003196136153368079
Position 1195: 0.00026639597941873416
Position 394: 0.000245173316444052
Position 1443: 0.00020244388947194685
Position 499: 0.0001847926634476555
Position 1302: 0.00018380786120390582
Position 604: 0.00013249232493305987
Position 945: 0.00012837506974170486
Position 862: 0.00011620788590641571
Position 1901: 0.00011123866707668146
Position 1521: 8.489895975023098e-05
Position 1032: 8.224909185955184e-05
Position 504: 8.037050271260385e-05
Position 418: 7.980424721845529e-05
Position 1414: 7.844211153422624e-05
Position 1880: 6.177425119698717e-05
Position 1355: 5.938970038472759e-05
Position 1210: 4.9449989241365697e-05
Position 1947: 4.627114010227744e-05
Position 253: 4.6106354708996166e-05
Position 1254: 4.4399837013221184e-05
Position 772: 4.335874072678323e-05
Position 1669: 4.096123728265135e-05
Position 509: 3.552229645894497e-05
Position 872: 3.4921620212609325e-05
Position 875: 3.4847479675737085e-05
Position 201: 3.398966717518748e-05
Position 1117: 3.0614314632484124e-05
Position 423: 2.888264664367245e-05
Position 1467: 2.708404196577347e-05
Position 942: 2.6262295185374733e-05
Position 985: 2.4601917226378024e-05
Position 992: 1.8773966466334217e-05
Position 574: 1.5002576848168554e-05
Position 1676: 1.0859975050158875e-05
Position 1278: 9.933391283554853e-06
Position 370: 9.351852810704222e-06
Position 453: 7.9379967718187e-06
Position 492: 5.963786284165628e-06
Position 461: 9.69168089803954e-07
Position 455: 7.839548900496615e-07
Position 580: 6.728985285069535e-07
Position 162: 6.09188448007461e-07
Position 583: 2.627424868511949e-07
Position 630: 2.539634513572143e-07
Position 166: 1.5490582965275664e-07
Position 273: 1.0795214534818299e-07
Position 595: 7.26539174117104e-08
Position 823: 6.65958127237986e-08
Position 879: 3.720156986871791e-08
Position 685: 3.478345731439693e-08
Position 128: 2.6091696006946033e-08
Position 261: 2.116224285478238e-08
Position 587: 2.1121166984013704e-08
Position 844: 1.3104069433729057e-08
Position 806: 7.312878016575363e-09
Position 209: 4.077833497594436e-09
Position 105: 2.6208959808212466e-09
Position 146: 1.991536056526535e-09
Position 75: 1.2110775691241283e-09
Position 177: 7.082679510591399e-10
Position 185: 8.549816378317326e-12
Position 81: 2.020917032411793e-12
