Gene = RFESD
index = 1133
Annotated 5SS: [1221 5478 7383 7514]
Annotated 3SS: [5282 7206 7478 9191]
SMsplice 5SS: [ 212 7383]
SMsplice 3SS: [7272 9191]
top_k =  500
Partition function (log Z): -9.78175133205897

Sorted 5' Splice Sites (High to Low Probability):
Position 7383: 0.8399491623079846
Position 212: 0.6739598645104332
Position 5478: 0.4708742462500787
Position 6361: 0.45747626297772964
Position 1907: 0.452473616682263
Position 1221: 0.3412687080052542
Position 7514: 0.2914559871788012
Position 493: 0.07282532237050507
Position 9262: 0.054658402953149485
Position 460: 0.051224891854157635
Position 1225: 0.029218366803048988
Position 477: 0.022705428661082713
Position 1665: 0.020117038758928802
Position 101: 0.016681225954437846
Position 8737: 0.01646240765977615
Position 8683: 0.01314802175953667
Position 8295: 0.012079046723309877
Position 1613: 0.008481110208578203
Position 112: 0.008102127267065844
Position 4413: 0.007632093412574778
Position 420: 0.00656431213825962
Position 4704: 0.0036401601422408553
Position 932: 0.0036263748133612394
Position 5101: 0.0034220465961374005
Position 2686: 0.001979043849520125
Position 5134: 0.001712905963296563
Position 648: 0.0015263691385450548
Position 879: 0.0012024313198913874
Position 1496: 0.001168817354570477
Position 688: 0.000646905697789612
Position 1018: 0.0005893715989064242
Position 268: 0.0005721425958755044
Position 1689: 0.0004801067117546217
Position 220: 0.0003909500293446062
Position 366: 0.00033448753339546876
Position 7457: 0.0002119689086778305
Position 1527: 0.00010167433998143018
Position 330: 4.9570438476414006e-05
Position 748: 4.850907541778026e-05
Position 601: 4.303715274364287e-05
Position 389: 4.1123392699394615e-05
Position 817: 4.0000412545317884e-05
Position 740: 3.950060176747265e-05
Position 94: 3.64224436948453e-05
Position 88: 2.8580847332163267e-05
Position 336: 2.7618402066706405e-05
Position 403: 2.3772942946042743e-05
Position 576: 2.3672002154323886e-05
Position 105: 1.489165321273633e-05
Position 711: 1.6638648305046114e-06
Position 661: 2.3160625043290048e-07
Position 164: 2.1881400190409964e-07
Position 52: 1.769444622556408e-07
Position 520: 4.210119861755408e-08
Position 536: 2.468157285657489e-08
Position 334: 1.871264836587606e-08
Position 249: 5.860695530386253e-09
Position 32: 4.955266485326085e-09
Position 223: 3.530958247246513e-10
Position 522: 1.1436136392055577e-10
Position 371: 6.657454574708054e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7272: 0.627698505746192
Position 5282: 0.443049655830622
Position 7478: 0.3200342402132695
Position 9191: 0.27393276469057903
Position 6262: 0.24670579219164993
Position 1824: 0.2299642657673673
Position 1854: 0.21090994441375063
Position 7206: 0.18985045161369518
