Gene = INSL5
index = 703
Annotated 5SS: [210]
Annotated 3SS: [3010]
SMsplice 5SS: [210]
SMsplice 3SS: [3010]
top_k =  500
Partition function (log Z): -7.178199651202477

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9542585565756916
Position 488: 0.30878531820131616
Position 779: 0.16962950916909159
Position 1333: 0.0751895475308334
Position 1059: 0.06467792366196036
Position 3047: 0.06170900957869395
Position 968: 0.03996755416995713
Position 815: 0.025035207506634082
Position 1321: 0.024065637443072403
Position 2726: 0.012735752846868805
Position 1158: 0.008090670349190345
Position 984: 0.007786288119855741
Position 169: 0.007627430447407633
Position 514: 0.007080334353650795
Position 1151: 0.007074328850342067
Position 216: 0.006902434403504395
Position 1317: 0.006497259062991291
Position 3088: 0.0052190787220872635
Position 774: 0.003005382150487525
Position 2896: 0.00238080580870756
Position 2212: 0.0019994387843036057
Position 971: 0.0018242677280012236
Position 2810: 0.0011330526603882363
Position 2518: 0.0007648358355007276
Position 763: 0.0006766611108329258
Position 110: 0.0005193067408824982
Position 537: 0.0004157151783228847
Position 579: 0.00029779843815270314
Position 565: 0.00028314325246125754
Position 771: 0.00014769801481854522
Position 844: 9.899134006268415e-05
Position 225: 7.670815053901784e-05
Position 921: 6.458289759011351e-05
Position 92: 5.5655047207506345e-05
Position 227: 5.327876988204263e-05
Position 1879: 4.788685362069989e-05
Position 531: 4.399969447334293e-05
Position 310: 3.828619600568324e-05
Position 791: 3.471219590974139e-05
Position 1134: 3.4263798849264076e-05
Position 1377: 3.2309240131090846e-05
Position 999: 3.068871748422386e-05
Position 1523: 2.7405027190342652e-05
Position 315: 1.5218518664991314e-05
Position 106: 9.673294782846166e-06
Position 837: 8.865000252804265e-06
Position 996: 6.948583315414812e-06
Position 664: 4.41641911724989e-06
Position 647: 4.083294804297563e-06
Position 382: 3.951801586295415e-06
Position 120: 3.823368240004022e-06
Position 904: 2.906295200689763e-06
Position 594: 2.6701021532550917e-06
Position 156: 2.6509551100525314e-06
Position 251: 8.630244442466405e-07
Position 529: 6.00009030289844e-07
Position 597: 5.720580792133342e-07
Position 298: 1.7279324876183075e-07
Position 273: 9.550912419186994e-08
Position 300: 9.073342922341282e-08
Position 23: 6.429481089571399e-08
Position 332: 3.9108287879036576e-08
Position 143: 3.200841073609289e-08
Position 71: 9.601475619438057e-09
Position 275: 4.9840427306713175e-09
Position 58: 5.959922763905827e-10
Position 427: 1.559581798285367e-10
Position 657: 1.1992031536355823e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3010: 0.4552468670775844
Position 427: 0.19644224502695798
Position 903: 0.17475993820823096
Position 681: 0.16362848706586217
Position 2685: 0.15145765963830202
Position 342: 0.1341394456459931
Position 2917: 0.12560728603820312
Position 1224: 0.1128653097050052
Position 2969: 0.07108775098728223
Position 3377: 0.04041441529078787
Position 2591: 0.028941780103173685
Position 3126: 0.02775501604674947
Position 3430: 0.01312351195494229
Position 1570: 0.012736943061850073
Position 1053: 0.012614579760917543
Position 2140: 0.010890361853754714
Position 1244: 0.010704231712702354
Position 693: 0.009081474644884268
Position 1186: 0.0076185303353241175
Position 1017: 0.005743145550002833
Position 3297: 0.0047758822454454595
Position 2938: 0.0033628247268338266
Position 2385: 0.0026471685955716637
Position 3033: 0.0022302484448186955
