Gene = ALG1L2
index = 72
Annotated 5SS: [  206  9541 10392 11330 12683 14333 15420]
Annotated 3SS: [ 9429 10269 11269 12571 14217 15343 16391]
SMsplice 5SS: [  206  9541 10392 12683 15420 16278]
SMsplice 3SS: [ 9429 10269 12571 15343 16092 16401]
top_k =  500
Partition function (log Z): 0.9584815260868456

Sorted 5' Splice Sites (High to Low Probability):
Position 9541: 0.9843164615794011
Position 206: 0.9268270259348744
Position 15420: 0.882359451527983
Position 10392: 0.7873236368213659
Position 12683: 0.7444356240109972
Position 16278: 0.6812742865681787
Position 11330: 0.5569790398013384
Position 12134: 0.2819160808085768
Position 14297: 0.2331827058979273
Position 4067: 0.1343238462109756
Position 10370: 0.12897517624085786
Position 7223: 0.12397223411498501
Position 14333: 0.11473167316015084
Position 6427: 0.1048643002018389
Position 15718: 0.08766049607020351
Position 10631: 0.08631929879296962
Position 5352: 0.08459846738189492
Position 5568: 0.07407595752912334
Position 3950: 0.06769132592983161
Position 15606: 0.06522879773403532
Position 9964: 0.06389169370513453
Position 8985: 0.03879835085312286
Position 5471: 0.034093853420815896
Position 10030: 0.03379367112365007
Position 14436: 0.032954327449543304
Position 6108: 0.032044155999687726
Position 10614: 0.030376553717868623
Position 15592: 0.028083106702992893
Position 10419: 0.026171150378877805
Position 9056: 0.02558317834180163
Position 58: 0.02205247773193314
Position 11058: 0.021659776120284347
Position 12354: 0.021460097311444246
Position 15262: 0.021432887487984484
Position 9022: 0.019576808344658535
Position 335: 0.019359964510801055
Position 5694: 0.01914184788744314
Position 20: 0.015032965928936609
Position 10748: 0.014948273876033395
Position 15861: 0.014708107203588613
Position 6052: 0.01451526465351878
Position 14280: 0.014408339495450558
Position 9952: 0.012354894310644562
Position 301: 0.012300032327837239
Position 7214: 0.0120670632970017
Position 2732: 0.011262338843408864
Position 3819: 0.010705768504375737
Position 4158: 0.010052459032265404
Position 15781: 0.009485683376469182
Position 2293: 0.009474486069077128
Position 9797: 0.009202088650471861
Position 7014: 0.008843977795451078
Position 16256: 0.008381996952603813
Position 4061: 0.008230483324319917
Position 3271: 0.008196349815014818
Position 15107: 0.00816297985209566
Position 4239: 0.0077563639407455115
Position 10337: 0.00714502251873663
Position 3409: 0.0071015751758363695
Position 5106: 0.006797400375912607
Position 15510: 0.00637724515538763
Position 16169: 0.006134840007897153
Position 10714: 0.0057428168586808395
Position 6867: 0.005708343634356897
Position 10666: 0.0055655111093478645
Position 8975: 0.0055534119280103555
Position 12637: 0.005549689673570227
Position 1276: 0.004972664475618146
Position 10618: 0.003934895847101901
Position 4556: 0.003910915688169845
Position 5001: 0.0038982525654524237
Position 7060: 0.0036732377487705085
Position 852: 0.0035073698664398667
Position 4851: 0.0028531107777298582
Position 5264: 0.0026980430594658513
Position 8078: 0.002629330563850442
Position 112: 0.0024668056991152196
Position 12990: 0.0021631350173282695
Position 9936: 0.0021545740136563215
Position 1265: 0.0020245620224752132
Position 13889: 0.0019028663095607158
Position 5145: 0.0018419613785513158
Position 5344: 0.0017630612903897132
Position 15680: 0.0017094816194324737
Position 7499: 0.0016844725207942398
Position 14756: 0.0015645257322106816
Position 15721: 0.001443133132628733
Position 12012: 0.0014248149381321548
Position 6517: 0.0012136973200330642
Position 14404: 0.0011317385992598672
Position 15908: 0.0010996782018692006
Position 15805: 0.0010119484437737412
Position 12862: 0.000881546271663039
