Gene = GARS
index = 574
Annotated 5SS: [  463  4217  5369  6520  8442  8892 15050 17565 21378 22598 26820 27782
 31639 33989 36861 37757]
Annotated 3SS: [ 4114  5265  6377  8352  8814 14903 17414 21214 22432 26711 27635 31552
 33878 36766 37565 39053]
SMsplice 5SS: [  463  4217  5369  6520  8442  8892 15050 17565 21378 22598 26820 31639
 33989]
SMsplice 3SS: [ 4114  5265  6377  8352  8814 14903 17414 21214 22495 26711 31552 33878
 39053]
top_k =  500
Partition function (log Z): 15.574161031488066

Sorted 5' Splice Sites (High to Low Probability):
Position 31639: 0.9979956241574834
Position 8892: 0.9939615214173141
Position 5369: 0.9930092804579599
Position 22598: 0.9718469294830706
Position 463: 0.9694754717137225
Position 15050: 0.9455063943431546
Position 6520: 0.924599401723547
Position 4217: 0.9070242311022528
Position 33989: 0.896178655691782
Position 17565: 0.8266473770953765
Position 21378: 0.5616355981830358
Position 10392: 0.5388891744155762
Position 8442: 0.5004679591688337
Position 37757: 0.48580085734021833
Position 8465: 0.4818589918408517
Position 38248: 0.37145770295178426
Position 21392: 0.36599039276832657
Position 1253: 0.3638375320445125
Position 34374: 0.22073221726678488
Position 6731: 0.17935213098043085
Position 24447: 0.16551718557372447
Position 27782: 0.16372755636382558
Position 26678: 0.13571086288212544
Position 35111: 0.1271778386066059
Position 2582: 0.12572312800675353
Position 4558: 0.12553298049746336
Position 13803: 0.09923837681308893
Position 18917: 0.09371917258688638
Position 18664: 0.08077804049927687
Position 21327: 0.07237400904863793
Position 18880: 0.06696550983010385
Position 6997: 0.06592683352749512
Position 5829: 0.06531564339138633
Position 6544: 0.06108779299325521
Position 11717: 0.06067341100050572
Position 33782: 0.05467598506420538
Position 27152: 0.04490520022062513
Position 39125: 0.04192018477871996
Position 2885: 0.040176469327545185
Position 3387: 0.03938013077612948
Position 15114: 0.037071432083678094
Position 14595: 0.03442139264532962
Position 10226: 0.03410122281283909
Position 24454: 0.032435685654175636
Position 14388: 0.03203647912174647
Position 15654: 0.031688743616981666
Position 20451: 0.028650797016461452
Position 39154: 0.02830584834229051
Position 8293: 0.026952792043918154
Position 27299: 0.02628127871869187
Position 8165: 0.02192122000687943
Position 17859: 0.02157155096053434
Position 29682: 0.02007193084483266
Position 10569: 0.019081498104095974
Position 18182: 0.01857614124708469
Position 27682: 0.018142047562736952
Position 2553: 0.017940033876532698
Position 5181: 0.0178202411666027
Position 19345: 0.0178014647870225
Position 26155: 0.017164352897001356
Position 13913: 0.01714187941710156
Position 27880: 0.016887977492522792
Position 17317: 0.014523302583679619
Position 3433: 0.014216372066952419
Position 6234: 0.014203625198493603
Position 12801: 0.014170714765174687
Position 15769: 0.012755854607137239
Position 3582: 0.011779798752566817
Position 5000: 0.011686211309659085
Position 23581: 0.011527624395291826
Position 5611: 0.011148817695487588
Position 4641: 0.010564726667942462
Position 3947: 0.010092386834250696
Position 9318: 0.010068838525871511
Position 26935: 0.008681855629463046
Position 7951: 0.007844041628713223
Position 12068: 0.0067796744326951205
Position 12094: 0.006064697096342473
Position 4249: 0.00565329600207517
Position 34432: 0.005632020882281737
Position 4253: 0.005599196480926229
Position 17576: 0.005301576253084828
Position 11528: 0.005255774579689247
Position 19426: 0.005116734548421443
Position 6779: 0.005023312351679697
Position 427: 0.0048976629089630885
Position 11603: 0.0046618624096267346
Position 1157: 0.004586177469671868
Position 7911: 0.003941799314715198
Position 35663: 0.0036318741222202003
Position 35647: 0.0033476465546290086
Position 7921: 0.00323314017128932
Position 272: 0.003217252946692873
Position 22343: 0.003154413174102451
Position 121: 0.0030888464020269297
Position 16588: 0.0030431122586236595
Position 23998: 0.003043084942712931
Position 6297: 0.0029691799655876708
Position 16606: 0.0028590631188106213
Position 2937: 0.0028537151231519523
Position 6955: 0.002819572154786217
Position 8703: 0.0027982820634308123
Position 5334: 0.0027552712503065703
Position 38528: 0.0024156788549038197
Position 3461: 0.0023900221370721985
Position 632: 0.002222390387060075
Position 8447: 0.002173894579686234
Position 6059: 0.0021292401930428544
Position 23812: 0.0018725460480792052
Position 22653: 0.0016550947807605647
Position 4865: 0.001519821330773633
Position 4715: 0.001446630422143748
Position 10138: 0.0014245973661454
Position 127: 0.001408892474991729
Position 26832: 0.0012857039817392869
Position 1070: 0.001230428323170933
Position 6239: 0.001222123339922943
Position 6194: 0.0011398495867334445
Position 8487: 0.001087542186329448
Position 6345: 0.0009945797415450116
Position 5588: 0.0008667865636252675
Position 9207: 0.0007798942853394904
Position 1881: 0.0007093022553102562
Position 9657: 0.0006977904752735396
Position 4781: 0.0006273690139047875
Position 9624: 0.000622300011145412
Position 930: 0.000615400010336607
Position 9010: 0.0005840798915051395
Position 9982: 0.0005114080984348668
Position 2321: 0.00041999999485300217
Position 8918: 0.00039239696785334943
Position 11462: 0.00037028285870127593
Position 1263: 0.0003684425635552974
Position 10180: 0.0003594208837316903
Position 2349: 0.00034482922442356806
Position 5403: 0.00031447905072255544
Position 4958: 0.0002663957911854288
Position 9191: 0.00024408473755605092
Position 9102: 0.00021698024292565523
Position 4622: 0.00019287756661650425
Position 3110: 0.00019110541438365405
Position 118: 0.00018033577793529377
Position 8896: 0.00016120518289897427
Position 2713: 0.00016037096220536612
Position 1910: 0.0001559870708481977
Position 2081: 0.00014744042013677518
Position 8927: 0.00012272990040842192
Position 23100: 0.00011566366203596245
Position 10981: 0.0001069262412561244
Position 9570: 0.00010372455234563714
Position 37372: 0.00010337849444098605
Position 761: 0.00010086680256993329
Position 1219: 9.992699673150096e-05
Position 469: 9.319604046993997e-05
Position 5861: 8.847806632596984e-05
Position 10480: 8.71945727137699e-05
Position 451: 7.910039776914328e-05
Position 6538: 7.423592211213426e-05
Position 5524: 6.506346542157611e-05
Position 5981: 5.901095426227838e-05
Position 5960: 5.3483692987380996e-05
Position 981: 5.300487834875791e-05
Position 5453: 5.080102815763278e-05
Position 5673: 4.552937450335978e-05
Position 1062: 3.6802296739191485e-05
Position 777: 3.621660938463331e-05
Position 3214: 2.957077125669681e-05
Position 9196: 2.5599357028200685e-05
Position 1056: 2.5398224108362063e-05
Position 522: 2.528612274497975e-05
Position 63: 2.4923909315935122e-05
Position 1017: 2.3025569874550795e-05
Position 10437: 2.00459820205898e-05
Position 1010: 1.8369734953801024e-05
Position 904: 1.62729036004148e-05
Position 342: 1.5793576397371574e-05
Position 254: 1.2565606107148069e-05
Position 10361: 1.084512497501502e-05
Position 73: 6.9996264585184645e-06
Position 563: 6.208542725046351e-06
Position 26109: 5.05163458281505e-06
Position 792: 4.767171349596099e-06
