Gene = LCE1D
index = 766
Annotated 5SS: [21]
Annotated 3SS: [1021]
SMsplice 5SS: [21]
SMsplice 3SS: [1021]
top_k =  500
Partition function (log Z): -8.533181556575823

Sorted 5' Splice Sites (High to Low Probability):
Position 21: 0.8157942203803433
Position 512: 0.3413639777304193
Position 248: 0.12602635134751908
Position 607: 0.014365421943760852
Position 952: 0.012885305943173945
Position 509: 0.005796303467133977
Position 516: 0.0026888695302261442
Position 551: 0.002684397151597544
Position 104: 0.001844095565490075
Position 399: 0.0015069286961907496
Position 889: 0.0014861198524303795
Position 662: 0.0010645028291662794
Position 424: 0.001022843555774289
Position 563: 0.0007914128859602518
Position 557: 0.0005192087454548523
Position 1088: 0.0003156226423024122
Position 147: 0.00024371507193710228
Position 456: 0.00016834772672042302
Position 1100: 0.00015794335861970396
Position 111: 2.8859813914356952e-05
Position 1112: 2.5285579293918085e-05
Position 206: 2.4264550184423343e-05
Position 97: 1.2053322495984446e-05
Position 12: 4.620129005328319e-06
Position 262: 3.6702749702198663e-06
Position 252: 1.918969437109206e-06
Position 199: 1.126984461926138e-06
Position 3: 9.002324642196276e-07
Position 94: 3.887163221311047e-07
Position 341: 1.361482083477325e-07
Position 371: 6.574094774557515e-08
Position 254: 1.0954678136724815e-08
Position 524: 5.753005130495625e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1021: 0.6299574680623513
Position 302: 0.2382627341533936
Position 309: 0.1207246845267403
Position 222: 0.08590291363484082
Position 1165: 0.05370196963076663
Position 607: 0.03725833863695978
Position 355: 0.025868296504494723
Position 451: 0.025377011355170755
Position 839: 0.02253634607528688
Position 1237: 0.01240033185404424
Position 808: 0.010651855041858886
Position 1282: 0.007567146826914123
Position 1321: 0.0068560586725477865
Position 1297: 0.006299631491179275
Position 869: 0.005946189800713056
Position 1139: 0.005021645406858074
Position 1273: 0.0037782676969750893
Position 224: 0.0033872162865461347
Position 168: 0.0027478231458125646
Position 260: 0.002369450379739432
Position 852: 0.002369334681422972
Position 499: 0.002171543445270482
Position 1195: 0.0019710879737018304
Position 460: 0.0017223939010577814
Position 627: 0.0015916785371110792
Position 1342: 0.001377578091803622
Position 1058: 0.0013391858642611296
Position 1055: 0.00121556698397612
Position 749: 0.0011094934745125768
Position 1149: 0.0009363064930556971
Position 816: 0.0007814532407169259
Position 624: 0.000697167902496838
Position 611: 0.0006761836229208214
Position 1304: 0.0006445515466203805
Position 883: 0.0005909238483544021
Position 281: 0.0005651486040913685
Position 1171: 0.0005390609855406331
Position 330: 0.0005211575390919168
Position 360: 0.00047095709656311556
Position 845: 0.00035555168388985155
Position 662: 0.00033491942612498955
Position 1363: 0.0002550652303251193
Position 1360: 0.00023303129009846454
Position 1043: 0.00023117882022125313
Position 101: 0.00022856541796852583
Position 276: 0.00017067267810094675
Position 1088: 0.00015575502895561643
Position 1325: 0.00015408581407893763
Position 312: 0.00013017042902010358
Position 951: 0.00012030132114281575
Position 949: 0.00010207990765885087
Position 689: 8.073099214198586e-05
Position 471: 6.647078319413202e-05
Position 388: 5.307334026319688e-05
Position 508: 4.6615080334558436e-05
Position 430: 4.6156570881862104e-05
Position 144: 3.4828489697025916e-05
Position 247: 3.08736832388205e-05
Position 165: 2.4223716197599756e-05
Position 87: 1.897602889215319e-05
Position 109: 1.4653064781371543e-05
Position 172: 1.19244718290309e-05
Position 317: 8.044862193365495e-06
Position 262: 6.555778834719724e-06
Position 103: 5.863827772029638e-06
Position 178: 3.9470487863029624e-07
Position 116: 3.881000590691195e-07
Position 128: 3.5790375022156904e-07
Position 186: 3.517615118482243e-07
Position 111: 2.763795947810825e-07
Position 477: 2.0939210595254534e-07
Position 283: 2.0226297084770214e-07
Position 180: 8.397261559572911e-08
Position 368: 4.183271052570443e-08
Position 121: 3.467323654558749e-08
Position 505: 2.585421044547845e-08
Position 188: 8.002208152875967e-09
Position 72: 1.5406632219727514e-13
Position 66: 1.6081740072178058e-15
