Gene = ZMYM6NB
index = 1605
Annotated 5SS: [ 156 1587]
Annotated 3SS: [1405 3233]
SMsplice 5SS: [ 156 1587]
SMsplice 3SS: [1405 3233]
top_k =  500
Partition function (log Z): -8.873449299429833

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.8898393794833355
Position 1587: 0.6797780511190519
Position 526: 0.11236127763336355
Position 933: 0.07996552979933713
Position 892: 0.048866248687341136
Position 308: 0.0336679026394465
Position 2065: 0.026433501552967312
Position 3100: 0.02032776490599314
Position 1448: 0.014784911739272336
Position 3353: 0.010010710297575345
Position 2646: 0.006600981604667248
Position 921: 0.005886218233976224
Position 1557: 0.004623723110229047
Position 461: 0.003175530365580576
Position 1745: 0.002276527695082344
Position 3457: 0.0019803126510509438
Position 3279: 0.001803428566890698
Position 31: 0.0010079420182365862
Position 421: 0.0007784755931699576
Position 3384: 0.00048516394672799444
Position 141: 0.000447179224761042
Position 66: 0.0003624004957789426
Position 107: 0.0003377531404646673
Position 3356: 0.0003111774382235556
Position 1313: 0.00015715767087099854
Position 75: 7.522489969816286e-05
Position 535: 1.7262183469981532e-05
Position 590: 1.4586498732966776e-05
Position 200: 9.30582307171736e-06
Position 390: 5.064398523182392e-06
Position 705: 2.606579511927118e-06
Position 102: 2.0258811501077023e-06
Position 202: 1.594953044060357e-06
Position 944: 8.285395524105765e-07
Position 1290: 7.771160251213137e-07
Position 1170: 4.6016883952662897e-07
Position 8: 2.2766914941735728e-07
Position 331: 7.372839197325622e-08
Position 73: 3.402742762187862e-08
Position 322: 8.033348474277256e-09
Position 546: 8.734037738066061e-13
Position 543: 6.383182830529597e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1405: 0.5596593400904417
Position 3233: 0.5193869363325224
Position 2212: 0.0959266067996695
Position 1447: 0.0946252522583887
Position 3557: 0.07822250408349746
Position 777: 0.06372283925952883
Position 1423: 0.06105257099437721
Position 3203: 0.05151646171188747
Position 827: 0.03970913310840637
Position 1777: 0.037791685336068824
Position 3065: 0.0297951314571957
Position 382: 0.02852237528305442
Position 239: 0.02716710791464073
Position 1718: 0.02529697654039804
Position 2997: 0.02107933874735114
Position 3254: 0.020693649075799295
Position 3736: 0.017210936664809332
Position 3437: 0.01615480720846039
Position 350: 0.01582282225137693
Position 2489: 0.015212290836007782
Position 1487: 0.015093058531821376
Position 2351: 0.01110161814081284
Position 1940: 0.009378686626355987
Position 728: 0.007060804862876186
Position 1943: 0.006237420331529191
Position 1466: 0.005449539952327929
Position 515: 0.00518625981347883
Position 1462: 0.004864571926992363
