Gene = CARTPT
index = 280
Annotated 5SS: [290 801]
Annotated 3SS: [ 716 1344]
SMsplice 5SS: [ 290  801 1141]
SMsplice 3SS: [ 716 1012 1344]
top_k =  500
Partition function (log Z): -4.550399325302381

Sorted 5' Splice Sites (High to Low Probability):
Position 801: 0.7281683201234129
Position 290: 0.5173069143602419
Position 1141: 0.467858208900204
Position 537: 0.4308855000316339
Position 294: 0.40357000881713617
Position 806: 0.22617356881095893
Position 146: 0.0751618299465875
Position 612: 0.07495963231938532
Position 989: 0.060443199855563456
Position 1355: 0.04927333426008477
Position 948: 0.030014836522831517
Position 1112: 0.023167653835216264
Position 89: 0.019454257785538272
Position 618: 0.009569037305188184
Position 1279: 0.007372589209203863
Position 904: 0.006344288738777524
Position 1210: 0.006316570321583168
Position 782: 0.006116048201432636
Position 201: 0.0035085202701220985
Position 622: 0.003328504055377174
Position 754: 0.00268844405308608
Position 1020: 0.0017100632618942872
Position 472: 0.0015004857197420476
Position 979: 0.0014254582884455792
Position 1231: 0.001314043819306148
Position 1305: 0.0006107522261536109
Position 468: 0.00044613564039899616
Position 555: 0.00042341731804168054
Position 564: 0.0003926936029460491
Position 1174: 0.00030603230371977885
Position 590: 0.00030298748416202086
Position 5: 0.00029815637488284183
Position 588: 0.0002458381826715476
Position 652: 0.0002165515230258161
Position 541: 0.00020778351891910385
Position 1369: 0.00020096857936070139
Position 706: 7.313515982566506e-05
Position 102: 3.3343848003460233e-05
Position 196: 2.958272020992571e-05
Position 443: 2.0816777656220382e-05
Position 120: 1.8151879687016495e-05
Position 99: 9.779416840016172e-06
Position 792: 3.014549687421547e-06
Position 1068: 4.201484138497751e-07
Position 260: 2.1952691367605724e-07
Position 325: 4.605495258281203e-08
Position 333: 4.152286306440808e-08
Position 845: 3.7670115438439824e-08
Position 616: 3.5859686057347675e-08
Position 880: 3.555169926571466e-08
Position 207: 2.1098218876967808e-08
Position 387: 1.4474085788001216e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.6262907429215098
Position 1344: 0.5949643800747971
Position 385: 0.5025034362971595
Position 1012: 0.30177251778432207
Position 1201: 0.25109867930820934
Position 1042: 0.2039335606584742
Position 643: 0.1555256062530931
Position 676: 0.15429519605199427
Position 883: 0.1023648398811769
Position 1501: 0.07459583371455832
Position 214: 0.05466728372133717
Position 1567: 0.033889971632350774
Position 1217: 0.02236444087606616
Position 217: 0.009781830497406933
Position 1044: 0.00822973459199747
Position 387: 0.006705986730617555
Position 1762: 0.005701370524783669
Position 1443: 0.005674379286862186
Position 1111: 0.005673044967024139
Position 903: 0.004736738440266523
Position 918: 0.004150652614087477
Position 1019: 0.004131181483940491
Position 510: 0.003717192525188137
Position 1258: 0.0024771763053614356
Position 1362: 0.0021848653516286665
Position 610: 0.0021546817112152302
Position 694: 0.0018592543956848407
Position 439: 0.0017124739588610359
Position 1715: 0.0016344018412663341
Position 1503: 0.0016254469795789208
Position 871: 0.001466589271838546
Position 1414: 0.001253078032012369
Position 391: 0.0011616415292153518
Position 1260: 0.0009974719362610227
Position 1264: 0.0009296583702933617
Position 1050: 0.0008879348617645332
Position 599: 0.0008690272447915549
Position 839: 0.0007280640872856291
Position 468: 0.0006163902479227629
Position 952: 0.0004741969116377361
Position 681: 0.0003464795089141478
Position 419: 0.0003408439497150086
Position 703: 0.0003144883867154529
Position 441: 0.00010636795167689711
Position 987: 8.579195897508887e-05
Position 652: 7.446680929402978e-05
Position 967: 6.740289200092396e-05
Position 779: 6.039364699792293e-05
Position 232: 5.837800035647181e-05
Position 519: 4.282917606193508e-05
Position 541: 2.7176297366823516e-05
Position 283: 2.6924373794755218e-05
Position 239: 1.840812188904538e-05
Position 723: 1.4512793651113737e-05
Position 110: 1.348585149944414e-05
Position 126: 1.2820057993394532e-05
Position 841: 1.1661956753204205e-05
Position 553: 9.014087651774365e-06
Position 226: 7.2156449852981344e-06
Position 504: 6.721915853567698e-06
Position 527: 5.8529119603860375e-06
Position 407: 3.371617212468248e-06
Position 735: 3.1127811390200666e-06
Position 88: 2.6118079584085193e-06
Position 782: 1.9693707778316465e-06
Position 402: 1.8392953678862994e-06
Position 612: 1.4775731283685989e-06
Position 322: 1.2787174562689547e-06
Position 564: 1.1345636563620274e-06
Position 450: 9.331196158619107e-07
Position 776: 6.136754270946467e-07
Position 280: 4.351974716863543e-07
Position 286: 3.180430034044469e-07
Position 477: 1.807276769790834e-08
Position 150: 1.5850794320527294e-08
Position 138: 5.963227178407049e-09
Position 120: 3.353313417843609e-09
Position 95: 2.2626585290847457e-09
Position 136: 3.2083928006778424e-10
Position 529: 7.233059127809315e-11
