Gene = PSPH
index = 1093
Annotated 5SS: [  467 17644 19676 30532 32005 34371 36582]
Annotated 3SS: [17497 19549 30372 31869 34224 36432 39734]
SMsplice 5SS: [  349 17644 19676 30532 32005 34371]
SMsplice 3SS: [17425 19549 30372 31869 34224 39734]
top_k =  500
Partition function (log Z): -26.600398760998385

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.44026259370679655
Position 467: 0.2907622583250732
Position 291: 0.26673992596426527
Position 8457: 0.18229640196335017
Position 7888: 0.12090851650638028
Position 117: 0.06474827011074404
Position 4414: 0.04436069130565274
Position 6059: 0.023577601441364726
Position 199: 0.010735184797924166
Position 330: 0.01059276350914302
Position 112: 0.008642584916454761
Position 7189: 0.008535526336232998
Position 8599: 0.006358221198965368
Position 257: 0.00546520032695111
Position 5175: 0.005352382583069354
Position 146: 0.003914967797614545
Position 1018: 0.0031936533774237067
Position 2538: 0.003126859478618323
Position 7310: 0.0030779885763932363
Position 7185: 0.00180240996002546
Position 7946: 0.0012603255698380926
Position 190: 0.0007775727238863971
Position 252: 0.0005675267791133163
Position 995: 0.00046710310907730813
Position 3862: 0.0003981607338657716
Position 543: 0.00024794128830859553
Position 4088: 0.00024029050680978524
Position 92: 0.00017952559179094572
Position 688: 0.00015085507140097555
Position 1424: 7.695352964412873e-05
Position 500: 7.334037622129518e-05
Position 363: 6.464206123791934e-05
Position 934: 5.5101830360563945e-05
Position 2448: 4.854269601596324e-05
Position 2980: 4.539511416526539e-05
Position 298: 4.275889253156955e-05
Position 3738: 3.3260450723905474e-05
Position 24: 3.034386589632171e-05
Position 2480: 2.900301737769454e-05
Position 2571: 2.250354577709493e-05
Position 367: 7.4336692574768044e-06
Position 341: 6.561397422450468e-06
Position 834: 5.382755363258323e-06
Position 178: 5.367286742196945e-06
Position 204: 2.1986590634724124e-06
Position 540: 1.8576808439253743e-06
Position 32: 1.1127551723232193e-06
Position 220: 6.503904293333389e-07
Position 533: 4.0192963946975596e-07
Position 180: 3.1758238867748813e-07
Position 708: 2.427703144351166e-07
Position 428: 1.2523055097563672e-07
Position 150: 1.0512024559423816e-08
Position 14: 8.209477489776588e-09
Position 493: 1.755119479176047e-09
Position 570: 1.4484401961897169e-09
Position 433: 7.084001105379612e-10
Position 155: 2.766080140102856e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8744: 0.40208185866678875
Position 7783: 0.1885263771549752
Position 8342: 0.13151656322648347
Position 8319: 0.09318238172092434
Position 4222: 0.08339125016215673
Position 12286: 0.07225851610300414
Position 198: 0.06311032303734561
Position 12462: 0.05117894783840811
Position 8960: 0.0430798018141634
Position 370: 0.03923960815201852
Position 13148: 0.031129327549814415
Position 7092: 0.02750637131528603
Position 3009: 0.02460951129363813
Position 9392: 0.022589361516604574
Position 10902: 0.01486041291862557
Position 8338: 0.013636802793011585
Position 800: 0.013200868757750632
Position 6538: 0.011627132501604956
Position 8813: 0.011529609893415813
Position 6559: 0.01112057663116064
Position 10590: 0.009210408987568839
Position 5882: 0.008788281034836604
Position 3633: 0.008441378715268373
Position 5885: 0.008103595034364778
Position 11836: 0.007096521843313971
Position 9120: 0.006978371587202309
Position 7803: 0.006862269692452192
Position 4218: 0.006640348947208542
Position 9687: 0.0059724599432010046
Position 579: 0.005924454401352732
Position 431: 0.00549192127628607
Position 2414: 0.005286671105469946
Position 4808: 0.005096317611243225
Position 7779: 0.0048364104042717265
Position 6168: 0.0047068031991809095
Position 5962: 0.00442953376102838
Position 8554: 0.004200794017970596
Position 5037: 0.004137785592750588
Position 932: 0.0033823916829481626
Position 466: 0.0032869849719159277
Position 4847: 0.003161232250742388
Position 6142: 0.0031256804164759514
Position 8716: 0.0025889764410065423
Position 950: 0.0025797235747871787
Position 8116: 0.0022395898649448217
Position 5744: 0.002144308809550237
Position 3131: 0.0018990962781681474
Position 6534: 0.0018349695261265886
Position 4646: 0.0017886063002877438
Position 3274: 0.001419065633592412
Position 3327: 0.0013122121866137079
Position 4387: 0.0012826082956048461
Position 4986: 0.0012784021615979291
Position 5078: 0.0012345454346672632
Position 5064: 0.0011364504484111329
Position 3989: 0.0011173494409417108
Position 5720: 0.0010945171680973623
Position 2273: 0.0010137358226555205
Position 3351: 0.0008929915170058291
Position 3672: 0.0008117057692894464
Position 3387: 0.0007469227245144666
Position 599: 0.0007056450846945176
Position 3331: 0.0006091497286755371
Position 4242: 0.0005936414732898205
Position 4116: 0.0005620928457711305
Position 409: 0.0005592965333880546
Position 3543: 0.0005424366231140395
Position 1602: 0.000523494480248262
Position 3166: 0.0005074780499017131
Position 5683: 0.0003003422407555544
Position 1292: 0.00027503164214071415
Position 1900: 0.00020290714897786596
Position 3041: 0.00018335484959449422
Position 1072: 0.00013120001758988763
Position 314: 0.00010942178151966041
Position 3182: 0.00010262923125850804
Position 3571: 0.00010085423472064683
Position 3208: 9.986716605008849e-05
Position 1325: 5.016379184279461e-05
Position 1423: 4.829775924008153e-05
Position 1207: 3.0441424812314207e-05
Position 5780: 2.8599468916192044e-05
Position 2372: 1.8539069341664697e-05
Position 2841: 1.8514444735303786e-05
Position 2878: 1.53889145200428e-05
Position 2791: 8.045409008473965e-06
Position 2924: 3.446345901444788e-06
Position 450: 3.0249666605042646e-06
Position 2305: 2.7644137710745735e-06
Position 229: 2.7367032466818303e-06
Position 261: 8.821922074470208e-07
Position 324: 7.658628905330549e-07
Position 396: 7.539592344968953e-07
Position 267: 7.21253596290633e-07
Position 389: 6.838224973388851e-07
Position 166: 6.466722195318909e-07
Position 318: 5.522171972440027e-07
Position 346: 2.1956332112851652e-07
Position 500: 2.023850750774461e-07
Position 220: 1.7515467694690035e-07
Position 433: 1.4208320162222562e-07
Position 625: 5.783937144164891e-08
Position 671: 4.70992099053096e-08
Position 108: 4.656725437673373e-08
Position 353: 4.48559544866525e-08
Position 685: 2.5065651134618515e-08
Position 272: 2.12246732682919e-08
Position 480: 1.770856521805262e-08
Position 341: 5.5182556675007105e-09
Position 278: 4.919399491994116e-09
Position 282: 3.147568652334935e-09
Position 290: 1.3359875183026533e-09
Position 115: 3.264987781571647e-10
Position 294: 1.100634047487507e-10
Position 298: 2.7059982394307144e-11
Position 82: 3.721181404973602e-20
