Gene = AL160286.1
index = 52
Annotated 5SS: [68]
Annotated 3SS: [14028]
SMsplice 5SS: [111]
SMsplice 3SS: [10835]
top_k =  500
Partition function (log Z): -12.57437487259915

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9330799932114668
Position 6259: 0.1770585172877081
Position 3476: 0.14489840751648636
Position 10959: 0.1162235843657085
Position 4520: 0.09373024681163734
Position 10272: 0.06602907830728091
Position 8071: 0.047495965512813425
Position 2677: 0.04242697351261657
Position 376: 0.041449613334153514
Position 3025: 0.036456065468823844
Position 2159: 0.03180052335133482
Position 5952: 0.02972796756108964
Position 10682: 0.024312684805548587
Position 2076: 0.021620503436349373
Position 6242: 0.018199609324355187
Position 451: 0.014738054289919728
Position 1695: 0.012209457475655605
Position 8462: 0.009728226736603375
Position 6051: 0.008711049369850205
Position 10234: 0.006971636303013321
Position 7459: 0.006898297050880458
Position 156: 0.006847111040288256
Position 6249: 0.006472393330402854
Position 6455: 0.0035345363132565704
Position 558: 0.0029404772936055504
Position 1401: 0.0016364672485946607
Position 1860: 0.001419027125247072
Position 3184: 0.0012424633649629187
Position 2924: 0.0008896336791994496
Position 1813: 0.0007460481442568492
Position 1305: 0.00043201244840690927
Position 3087: 0.00042718872434955837
Position 334: 0.00024727017404275114
Position 206: 0.00015780656800851487
Position 868: 0.00014572707275813723
Position 800: 0.00011852506510626915
Position 976: 9.282511776054973e-05
Position 2363: 8.88523661718788e-05
Position 2234: 8.664561143464183e-05
Position 1411: 8.076782228519017e-05
Position 374: 8.039783719851739e-05
Position 1347: 3.455334358301483e-05
Position 380: 1.2311263917457234e-05
Position 1793: 1.2244882749651807e-05
Position 1590: 9.718794074097927e-06
Position 1599: 6.319132940430317e-06
Position 1625: 3.381207324011389e-06
Position 999: 2.8435111418402847e-06
Position 116: 2.105874595789316e-06
Position 2164: 1.2502627699497372e-06
Position 603: 9.200052940380957e-07
Position 129: 1.7776923948026212e-07
Position 181: 4.809589197046188e-08
Position 2229: 3.400137672476104e-08
Position 291: 1.36520193528461e-08
Position 419: 3.961488378516125e-09
Position 784: 5.312248469279298e-10
Position 274: 4.674021536120249e-10
Position 384: 3.8505178196856847e-10
Position 337: 1.0959196171996389e-10
Position 455: 3.476889015161969e-11
Position 727: 1.3434755679727737e-11
Position 514: 1.0266244593824744e-11
Position 683: 9.073163221252588e-12
Position 545: 8.830995250479254e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10835: 0.5920459006985578
Position 6107: 0.2045155461646112
Position 3322: 0.14063838414744928
Position 13621: 0.11266187238222003
Position 4373: 0.08874195710199677
Position 8896: 0.08035005223897612
Position 10143: 0.07737474808768352
Position 2557: 0.051387649566108175
Position 5839: 0.04432024677375156
Position 10473: 0.0407233639085545
Position 7987: 0.037929182084030025
Position 13922: 0.036322005867059054
Position 2026: 0.026605107977200376
Position 11043: 0.026323204223205
Position 2307: 0.02594432752038006
Position 5371: 0.022769447906985773
Position 2075: 0.022640259119727012
Position 9575: 0.02071322494484474
Position 2895: 0.02068666692292101
Position 2980: 0.016663762957745534
Position 9597: 0.015300398767649383
Position 13290: 0.013770648343045092
Position 1839: 0.01292287847452976
Position 5395: 0.0113115187064751
Position 7374: 0.01107534718508666
Position 7870: 0.010966592470723796
Position 8384: 0.010672044127103052
Position 1544: 0.010607564298740204
Position 9201: 0.009956694369902961
Position 11544: 0.009301251344918406
Position 3279: 0.008559922429506072
Position 2527: 0.00759174155666379
Position 2578: 0.007327044933581735
Position 6134: 0.005969565363410891
Position 6328: 0.005381989259551316
Position 1939: 0.005349567780457559
Position 4397: 0.004581507057341141
Position 3327: 0.004531145892137857
Position 4456: 0.003600618874567035
Position 2553: 0.003561128218470402
Position 4443: 0.003072959464848736
Position 1525: 0.002878690583608015
Position 4504: 0.002730970848419262
Position 10440: 0.0024372196441798024
Position 525: 0.0021314744085228483
Position 2177: 0.0019752647207811522
Position 5750: 0.0019189413329441583
Position 551: 0.0019186461258394725
Position 6623: 0.0017615692525270238
Position 2417: 0.0017298932645063328
Position 5174: 0.0017030157132122401
Position 4440: 0.001646806890092299
Position 4322: 0.0014073282062051916
Position 1694: 0.0013850704957509361
Position 4634: 0.0013243464509834762
Position 1987: 0.001167209377884427
Position 4609: 0.0011198618432090135
Position 1912: 0.0009225439222661573
Position 4722: 0.0009214928860881465
Position 701: 0.0009206320803121529
Position 353: 0.0009090059555648378
Position 1776: 0.0008667627397478907
