Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  500
Partition function (log Z): -4.635170245203286

Sorted 5' Splice Sites (High to Low Probability):
Position 3774: 0.9565445210638455
Position 727: 0.9543935968246651
Position 3057: 0.7209953774665564
Position 7333: 0.6574475071918323
Position 8505: 0.4088790626456035
Position 159: 0.2162426780980908
Position 2368: 0.1499935473504394
Position 371: 0.14180639325763642
Position 1653: 0.11807716128851346
Position 10606: 0.1043620459471141
Position 2179: 0.0999165579780997
Position 5794: 0.09384415912745711
Position 5304: 0.09065040908054132
Position 7463: 0.07988287449209665
Position 9189: 0.07582095517154987
Position 4322: 0.05292183135058421
Position 2669: 0.05113790160543612
Position 7426: 0.05013659762485225
Position 8351: 0.04919919694054857
Position 1581: 0.038819551955999426
Position 7401: 0.03860727032675105
Position 7437: 0.03821864013172275
Position 4167: 0.034825535550991236
Position 2233: 0.029882211898697972
Position 8160: 0.029702959339357057
Position 5482: 0.029633039946738007
Position 153: 0.028992885529793126
Position 428: 0.024373916155913822
Position 1782: 0.023744103045104048
Position 3073: 0.021103191029971533
Position 2077: 0.018750238069348297
Position 1142: 0.01704505794098157
Position 5586: 0.015978961015609573
Position 1753: 0.015596587639372808
Position 4033: 0.015516522547872828
Position 432: 0.012805048956912769
Position 3107: 0.00994060406549317
Position 8321: 0.008345008469306902
Position 10079: 0.007872108928934144
Position 242: 0.007620811799100881
Position 1981: 0.007281697412079417
Position 2051: 0.005623555486614328
Position 9135: 0.0051595372665768895
Position 9128: 0.005147420068659836
Position 5221: 0.004719802463874841
Position 4507: 0.0043817248679641424
Position 4659: 0.003976769312736404
Position 6940: 0.003975593955558899
Position 5404: 0.0027371010079503353
Position 8829: 0.0015708193867147312
Position 5045: 0.0013676416227091108
Position 177: 0.0012140329510115133
Position 438: 0.0011366165159955614
Position 3047: 0.0011313815645891728
Position 703: 0.0009491476000576663
Position 10: 0.0009128363952727634
Position 375: 0.0008950818848812853
Position 638: 0.0007852914545316186
Position 1263: 0.0007157230411377658
Position 2146: 0.0007067431711072109
Position 59: 0.0006932843576941119
Position 436: 0.000595397402357532
Position 5055: 0.0005689181815329818
Position 653: 0.0004993331063602737
Position 1683: 0.00028105160897941577
Position 1702: 0.0002611017161354463
Position 1676: 0.0002170547869031113
Position 1573: 0.00018739907724309965
Position 1706: 0.0001586965131911833
Position 525: 0.000128101868946998
Position 314: 0.00011893308195235581
Position 327: 9.284852751645046e-05
Position 7327: 8.006032636341937e-05
Position 238: 7.948476992396463e-05
Position 316: 7.784118240561575e-05
Position 205: 7.630445856622859e-05
Position 1532: 6.928068740522908e-05
Position 1710: 6.92467270020029e-05
Position 7396: 5.142134425927383e-05
Position 7421: 2.6294473000575938e-05
Position 1901: 2.438678029741308e-05
Position 27: 2.3991238831245377e-05
Position 1568: 2.1680837787775595e-05
Position 466: 1.935966024282834e-05
Position 1332: 1.4850043546808319e-05
Position 253: 1.2427196267330504e-05
Position 1807: 1.0634106484933494e-05
Position 644: 4.540974486808975e-06
Position 923: 4.026975442923393e-06
Position 1611: 1.7175309323967926e-06
Position 721: 4.6221996716746583e-07
Position 712: 2.7961038149344456e-07
Position 694: 2.650850131428299e-07
Position 5271: 4.818760844122471e-08
Position 318: 2.277636214502566e-08
Position 53: 1.8032275659953363e-08
Position 166: 1.6321579340795514e-08
Position 440: 1.3087997586597851e-08
Position 442: 7.203740110301363e-09
Position 385: 1.6833787358720505e-09
Position 454: 1.6698310519491106e-09
Position 407: 4.145916245058326e-12
Position 220: 6.225588898583509e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7256: 0.8583326388743189
Position 11491: 0.5986180123887496
Position 3695: 0.4582950010156355
Position 8260: 0.39900187670971615
Position 3643: 0.3922348389871567
Position 2936: 0.3740471160695774
Position 2999: 0.2770684152219565
Position 2050: 0.18336671686137787
Position 9027: 0.18067399154910826
Position 517: 0.1448605778939589
Position 10435: 0.13168670395614934
Position 5146: 0.11532998161464311
Position 3655: 0.10631641168050379
Position 2263: 0.10401585074238603
Position 7775: 0.10357920396349317
Position 503: 0.09160593250579577
Position 1482: 0.08132464538581072
Position 5678: 0.0774283442648635
Position 619: 0.07722413613102846
Position 2897: 0.0677713615999587
Position 8273: 0.06623412221004764
Position 1557: 0.06532351417138467
Position 9072: 0.03812116920561827
Position 7201: 0.03807555665977981
Position 2469: 0.031500861862018566
Position 486: 0.03117671849371115
Position 3913: 0.030516769562599903
Position 4124: 0.03032914354092737
Position 9892: 0.030310012009847804
Position 1600: 0.02594473618388383
Position 5509: 0.02047111547856935
Position 2949: 0.018514213992578857
Position 451: 0.017898725058990428
Position 3909: 0.016788213095424102
Position 10827: 0.016615828311817692
Position 1737: 0.015531761516064327
Position 9418: 0.015117698060810869
Position 1883: 0.014830638808958817
Position 8313: 0.013886840460086657
Position 2558: 0.01235287374531677
Position 637: 0.011856220598675849
Position 5443: 0.01184297008931255
Position 1053: 0.011533200001404271
