Gene = PRCC
index = 1067
Annotated 5SS: [  740 14830 19675 24293 27309 29842]
Annotated 3SS: [14781 19107 24196 27164 29775 32873]
SMsplice 5SS: [  740  9377 14830 19675 23663 23869 24293 27309 29842]
SMsplice 3SS: [ 9229 14781 19492 23566 23752 24196 27164 29775 32873]
top_k =  500
Partition function (log Z): 7.538490049638986

Sorted 5' Splice Sites (High to Low Probability):
Position 24293: 0.998212595276779
Position 27309: 0.9791592624314621
Position 23663: 0.9543842899169546
Position 23869: 0.8260361042151608
Position 14830: 0.8198912265283016
Position 29842: 0.7962417406095558
Position 9377: 0.7063742497625389
Position 1466: 0.6632230113064527
Position 740: 0.6293646757337581
Position 30296: 0.36273061280875335
Position 84: 0.31129233132081624
Position 28429: 0.3070821028596958
Position 9428: 0.2936257502374642
Position 27068: 0.23565785542330372
Position 25805: 0.21746503589825766
Position 29783: 0.19133451973429716
Position 1776: 0.18083403326836717
Position 30587: 0.17587859594454272
Position 6484: 0.15346283624894597
Position 32380: 0.1338297951712379
Position 23876: 0.1332696973622435
Position 28089: 0.12409823138543005
Position 30054: 0.095824322693191
Position 30060: 0.08942226541928629
Position 30110: 0.07659187786360455
Position 3971: 0.05751901996112936
Position 226: 0.05333037100588601
Position 2860: 0.05228276334090625
Position 27553: 0.047814940734213766
Position 24679: 0.044826660133908756
Position 25715: 0.03708291634236424
Position 30973: 0.036581345705836536
Position 1312: 0.0363968131400104
Position 30987: 0.03460093114014874
Position 23634: 0.031066914549620756
Position 23913: 0.030285451249480375
Position 185: 0.028159222491116118
Position 145: 0.02713645144164314
Position 26644: 0.020325655408115834
Position 4: 0.01707269870388934
Position 1371: 0.016793917803435057
Position 27229: 0.014633591287813684
Position 3211: 0.014491371447040146
Position 6384: 0.011352976762152845
Position 744: 0.009324283392951506
Position 25800: 0.009305708886042686
Position 1402: 0.00885950546962142
Position 26407: 0.008317892390616404
Position 26601: 0.008155523651359967
Position 4338: 0.007790787668125307
Position 31081: 0.0075277179322911095
Position 6374: 0.007365880123787119
