Gene = TAC1
index = 1369
Annotated 5SS: [ 288  828 1912 2385 2942 4445]
Annotated 3SS: [ 695 1814 2339 2917 4390 7965]
SMsplice 5SS: [ 288  828 1912 2942 8067]
SMsplice 3SS: [ 752 1814 2917 7965 8217]
top_k =  500
Partition function (log Z): 0.4620880547501258

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9829370021466313
Position 1912: 0.9239395586624682
Position 288: 0.9014587684538543
Position 2942: 0.7813060219462816
Position 8067: 0.7031346642195047
Position 6452: 0.2848804496420659
Position 555: 0.17816213419411778
Position 4445: 0.16255013109340932
Position 1115: 0.05466713022778555
Position 2243: 0.05367745996558486
Position 2385: 0.04446748276208957
Position 6990: 0.031012765480950995
Position 7330: 0.03066070440126764
Position 120: 0.025596645996007455
Position 457: 0.019638959543878353
Position 3405: 0.015917976128569416
Position 2298: 0.015308595008229724
Position 1467: 0.014261097101283848
Position 6472: 0.012150135295397695
Position 6289: 0.010059114021355762
Position 549: 0.009335847173860167
Position 467: 0.008817777486608353
Position 7274: 0.007629130475862651
Position 806: 0.007331475727797158
Position 3183: 0.007063550034464234
Position 5833: 0.005469743496205814
Position 3537: 0.005003582556759507
Position 2689: 0.004531992540737507
Position 4707: 0.004169518886771642
Position 463: 0.0036016250410186627
Position 3448: 0.0035405612757396796
Position 1535: 0.003280086827756466
Position 1510: 0.0025458283989995547
Position 7217: 0.0022763032387781686
Position 99: 0.0019699425078892503
Position 1935: 0.0019244054886486
Position 235: 0.0014890263474190953
Position 278: 0.00131770368669378
Position 350: 0.0008096792966898695
Position 1383: 0.0007901490714593101
Position 303: 0.0007570100593156257
Position 449: 0.0007404743690418809
Position 1635: 0.0007140850307751802
Position 471: 0.0006144410169466268
Position 2631: 0.0006045437151329957
Position 2430: 0.0005504263424660874
Position 124: 0.0005049191610492988
Position 104: 0.0004980660968782859
Position 8388: 0.00033932751244874717
Position 459: 0.00022538723537353928
Position 2186: 0.0001615900359795644
Position 219: 0.00013656002372264994
Position 1274: 0.00012611758910516967
Position 1063: 8.48115724799589e-05
Position 952: 7.094079020461527e-05
Position 386: 6.526366324811604e-05
Position 33: 5.9222408551171385e-05
Position 797: 5.851867523780983e-05
Position 1505: 4.757733073333544e-05
Position 1208: 4.491474042029988e-05
Position 1731: 4.062942041022173e-05
Position 947: 3.964031491535205e-05
Position 441: 3.878009496447361e-05
Position 2027: 3.577129387656034e-05
Position 1987: 2.9320947943983916e-05
Position 587: 2.9273875481254406e-05
Position 343: 2.5830526135874968e-05
Position 324: 2.011631598958122e-05
Position 1293: 1.6689481193431705e-05
Position 292: 1.6626563180730884e-05
Position 1157: 1.5301881714785634e-05
Position 3104: 1.4515134966534065e-05
Position 510: 1.2750775622604136e-05
Position 1396: 7.989752442072914e-06
Position 1040: 7.772908108550603e-06
Position 1344: 7.486142327516875e-06
Position 986: 7.337535924244698e-06
Position 10: 6.5408672268668305e-06
Position 566: 5.929272055420084e-06
Position 27: 5.806761948177755e-06
Position 598: 2.283467326848271e-06
Position 669: 1.5423619580567481e-06
Position 115: 6.084934882829556e-07
Position 2981: 3.661955671391385e-07
Position 488: 3.3390073312316654e-07
Position 282: 1.1199969756877921e-09
Position 425: 8.450110879707555e-13

Sorted 3' Splice Sites (High to Low Probability):
