Gene = XYLB
index = 1581
Annotated 5SS: [  147  1854 13630 16239 18507 18958 20095 21479 23396 25958 27724 28481
 29454 30213 32564 48785 50381 54207]
Annotated 3SS: [ 1770 13559 16157 18419 18828 20028 21405 23276 25875 27682 28364 29337
 30138 32466 48725 50292 54111 66156]
SMsplice 5SS: [  147  1854 10115 13630 16239 18507 18958 23172 23396 25958 26563 28481
 30213 32564 34844 39575 48785 50381]
SMsplice 3SS: [ 1770  9979 13559 16157 18419 18828 23128 23276 25875 26335 28364 30138
 32466 34769 39465 48725 50292 66156]
top_k =  500
Partition function (log Z): 18.084083051265615

Sorted 5' Splice Sites (High to Low Probability):
Position 25958: 0.9956843906853557
Position 50381: 0.9892542365392529
Position 147: 0.9850123898266684
Position 16239: 0.9758955375565079
Position 48785: 0.9604550753916415
Position 32564: 0.9573736489454908
Position 18958: 0.9435885925028283
Position 18507: 0.8676690721507744
Position 13630: 0.8052375725233497
Position 23396: 0.7607489286354602
Position 39575: 0.7167433973168805
Position 28481: 0.7132055084807924
Position 2899: 0.7127069612720087
Position 27724: 0.712396119633197
Position 26563: 0.6816037125377187
Position 5634: 0.6568727987894151
Position 1854: 0.6520689614925701
Position 38365: 0.6350232899583583
Position 10115: 0.6220624322808059
Position 30588: 0.6090627149753359
Position 23172: 0.5851919421669382
Position 34844: 0.5688884236924729
Position 3460: 0.5327436184527085
Position 30213: 0.5283640578382484
Position 38037: 0.5210011029128241
Position 2721: 0.5167235955405083
Position 30254: 0.4651827194274936
Position 5287: 0.41175185738520453
Position 37726: 0.38953562707562533
Position 21479: 0.3711629313344705
Position 3094: 0.32151393897744246
Position 5658: 0.2907205405193557
Position 20095: 0.28845335338373657
Position 10349: 0.2849139660014139
Position 39583: 0.28304473188380996
Position 26501: 0.28245866423978844
Position 25476: 0.2664639377461314
Position 35859: 0.26258389970630813
Position 16893: 0.2624720572404164
Position 6447: 0.23964865855852682
Position 29454: 0.23741375250000227
Position 37783: 0.22274964732141345
Position 37941: 0.1763380264794772
Position 1629: 0.1746251306795552
Position 22972: 0.15549662834999992
Position 19269: 0.1495797093772129
Position 20322: 0.14288449293397376
Position 30006: 0.1422503030760637
Position 25298: 0.13840248808929403
Position 28515: 0.13417788995969257
Position 20316: 0.1275202758215507
Position 3530: 0.1183497940328753
Position 18526: 0.10337577834330308
Position 17644: 0.09502046364361079
Position 13845: 0.09303462306323644
Position 28200: 0.09106488153640044
Position 26886: 0.09015885507187162
Position 33571: 0.07301809720176781
Position 32913: 0.0698242444209437
Position 23606: 0.068541407234407
Position 18097: 0.06030645452238131
Position 2913: 0.05686519077975512
Position 20334: 0.05389577152338274
Position 38039: 0.04974490494560275
Position 16887: 0.04722027730596647
Position 48949: 0.04697108014899489
Position 35820: 0.044939171720826704
Position 1771: 0.03885819807598152
Position 21491: 0.038079159288101905
Position 16452: 0.03726142751552351
Position 25765: 0.035140413183001255
Position 23560: 0.03464530913726378
Position 18907: 0.034413126505043974
Position 28280: 0.03364930295720298
Position 26211: 0.03171660192819541
Position 2058: 0.03144335645222655
Position 28799: 0.0312009450664013
Position 29910: 0.024947213373561483
Position 21732: 0.024861607756418356
Position 19190: 0.023171167355719943
Position 54207: 0.02163825488566511
Position 1542: 0.020527399162394384
Position 38023: 0.02046017862921227
Position 25807: 0.020179124151618724
Position 516: 0.019544094112274108
Position 21498: 0.018077503260310657
Position 38111: 0.01802146465570515
Position 19300: 0.016678891301168484
Position 38041: 0.01663987272462073
Position 27013: 0.016550995549703136
Position 3064: 0.01625647966288016
Position 38043: 0.015507271105431096
Position 19972: 0.014157422382911043
Position 6670: 0.013946877497633715
Position 27713: 0.013878297505013725
Position 29488: 0.01288382852209855
Position 28533: 0.012715965665344392
Position 4751: 0.011934483352473869
Position 35471: 0.011764687070297545
Position 23412: 0.01131338757383458
Position 28523: 0.011018975011533531
Position 16268: 0.010477080420982318
Position 23594: 0.010248587275811816
Position 25144: 0.009953207572353056
Position 38155: 0.009821457073446366
Position 18313: 0.007974333835130448
Position 23680: 0.007712156905481857
Position 28210: 0.007709690876265303
Position 1873: 0.007545314792601893
Position 3023: 0.0073677000372004324
Position 10391: 0.007155531664104122
Position 21001: 0.006690683318768897
Position 3671: 0.0064745542052724635
Position 1111: 0.005911497110454867
Position 2090: 0.005785019826310951
Position 1084: 0.005571160888896168
Position 18532: 0.005205711459774027
Position 1457: 0.005095047224239565
Position 200: 0.005081499459110063
Position 1336: 0.0045332924828690915
Position 32568: 0.004330745316358311
Position 19290: 0.003995964079172445
Position 23232: 0.00356133699288761
Position 2160: 0.0032791635114923813
Position 29384: 0.0030809714112538127
Position 194: 0.003016631316360441
Position 1701: 0.002920536539273462
Position 3220: 0.0028115930580712664
Position 25987: 0.0027375240595963065
Position 18562: 0.002074251976076137
Position 10128: 0.0020720106578030555
Position 33231: 0.0017321683727882773
Position 2331: 0.0012314510929888217
Position 1679: 0.001131529145206303
Position 541: 0.0011003510024912499
Position 29832: 0.0010141858114960176
Position 1696: 0.0008838220313528665
Position 3319: 0.0008187835050687712
Position 1654: 0.0007292406274952127
Position 30260: 0.0006405402957072323
Position 2793: 0.0006301154770329389
Position 2702: 0.0005968795607797598
Position 432: 0.000586658245786912
Position 50531: 0.0005317592606261189
Position 3053: 0.0005047585447278418
Position 18914: 0.0004905759485456798
Position 641: 0.0004352164505260206
Position 2524: 0.00041325687748651544
Position 1875: 0.0004117959359262744
Position 18754: 0.00036598602066533815
Position 839: 0.000352751955457745
Position 2372: 0.00034928057874059656
Position 18856: 0.0003414339736562995
