Gene = CREBRF
index = 410
Annotated 5SS: [  128 24433 30275 35050 52467 54360 56028 66851]
Annotated 3SS: [24232 30148 33962 52271 54169 55953 66727 77277]
SMsplice 5SS: [  128  2009 24433 30275 42723 52467 54360 56028 66851]
SMsplice 3SS: [ 1916 24232 30148 42549 52271 54169 55953 66727 82469]
top_k =  500
Partition function (log Z): -41.76897715299802

Sorted 5' Splice Sites (High to Low Probability):
Position 128: 0.9906053655724432
Position 2009: 0.776439685697116
Position 10087: 0.13671124320089936
Position 4157: 0.13191253197993486
Position 3738: 0.06865300629626495
Position 925: 0.06052860295723096
Position 6331: 0.032146886891587866
Position 1332: 0.027320226885017215
Position 10606: 0.022107888882705658
Position 1828: 0.018224383707060646
Position 529: 0.017494243016945007
Position 14713: 0.01713036873420142
Position 4538: 0.009465833648608465
Position 7863: 0.006494407831228347
Position 8184: 0.006489988453534483
Position 908: 0.00587749705889244
Position 884: 0.004056898179750347
Position 1656: 0.0031086182928732847
Position 1999: 0.0021043061528676823
Position 382: 0.0007523937759745385
Position 1439: 0.0005972539757278339
Position 6673: 0.000544331889422279
Position 3575: 0.0005409250597307506
Position 972: 0.00046916264102811407
Position 2724: 0.0004443035650778032
Position 1722: 0.0003949218075169898
Position 314: 0.00031894401143252787
Position 1131: 0.0002710846381235632
Position 512: 0.00017633027392124676
Position 3148: 0.0001566197215698347
Position 1968: 0.00015021855730160095
Position 2113: 9.628791848675224e-05
Position 3233: 7.050191290564575e-05
Position 3192: 6.784017500153207e-05
Position 1622: 6.155849017598388e-05
Position 1956: 6.140579597648188e-05
Position 2051: 5.589344082526738e-05
Position 1994: 4.630479244339746e-05
Position 872: 4.4212422656422254e-05
Position 2413: 4.225985597380853e-05
Position 1350: 3.695002912934029e-05
Position 406: 2.6160820089571996e-05
Position 691: 2.2418731594191276e-05
Position 593: 1.8994657359044356e-05
Position 947: 1.8246826207238446e-05
Position 669: 1.5266666493457998e-05
Position 1763: 1.3447837446513426e-05
Position 1068: 1.321966668087305e-05
Position 618: 1.1379225400304967e-05
Position 916: 1.0212559072382108e-05
Position 1720: 9.55921731598154e-06
Position 4300: 7.89826401936359e-06
Position 1250: 6.655248640905732e-06
Position 1281: 6.5280556130400105e-06
Position 438: 6.178446644973789e-06
Position 358: 6.786660227543107e-07
Position 277: 1.976284868033812e-07
Position 24: 1.5594044348833016e-07
Position 2814: 1.031477195028729e-07
Position 504: 8.854712691706338e-08
Position 682: 8.417650184449098e-08
Position 1161: 6.10624266750556e-08
Position 101: 1.1879113610945601e-08
Position 1917: 2.2734074928292246e-09
Position 2058: 1.9342774027269387e-09
Position 74: 3.1371775593071006e-12
Position 442: 1.100488707760901e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 1916: 0.7853800474357007
Position 14265: 0.52835809036457
Position 9950: 0.14824888095221941
Position 3899: 0.12808358684290058
Position 13012: 0.08130422126270187
Position 15422: 0.04893007019344714
Position 10488: 0.0488452928698723
Position 7040: 0.04837190239968195
Position 18295: 0.0463826616573822
Position 3574: 0.04464274158477579
Position 775: 0.04372748951846225
Position 6248: 0.02934031046013627
Position 1231: 0.026800214077157703
Position 6208: 0.026444900050735007
Position 4393: 0.021767976164905112
Position 778: 0.02109017790874964
Position 14555: 0.013311186041956611
Position 2932: 0.011631253318287923
Position 3669: 0.011462396714075562
Position 14139: 0.01115024506303496
Position 8779: 0.010245783134506402
