Gene = EDF1
index = 480
Annotated 5SS: [ 106 2467 2999 3381]
Annotated 3SS: [2414 2837 3286 3940]
SMsplice 5SS: [ 106 2524 2999]
SMsplice 3SS: [2414 2837 3109]
top_k =  500
Partition function (log Z): -1.8749545706432431

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.8629607452867999
Position 2999: 0.853695443286879
Position 3381: 0.6231613893871852
Position 2697: 0.33607585679353663
Position 2270: 0.30622696771257113
Position 2471: 0.26926392142581895
Position 2524: 0.24394292555299246
Position 2467: 0.2023373688409328
Position 3178: 0.171842597297121
Position 1047: 0.15874453638931124
Position 1054: 0.12815209077709863
Position 2958: 0.07449376821451857
Position 3130: 0.04814112859256426
Position 2936: 0.03796093493448298
Position 287: 0.026541876180194754
Position 3448: 0.024020515871379336
Position 3761: 0.02221900330095146
Position 2945: 0.020317884469233456
Position 320: 0.017392429110463407
Position 1856: 0.014483671817620513
Position 2533: 0.013209812341481626
Position 699: 0.012411121633599151
Position 784: 0.01214335604212459
Position 52: 0.011879704768635781
Position 3407: 0.010611782596633982
Position 58: 0.010602691686707907
Position 3353: 0.009977805926696408
Position 1431: 0.00718091674977675
Position 3525: 0.0049985607525746805
Position 445: 0.00493915020409184
Position 2259: 0.0047769621731467374
Position 3308: 0.004719789644148535
Position 2584: 0.004541117581038796
Position 2528: 0.0034945583081144793
Position 2252: 0.0033812232694331395
Position 3665: 0.0028937874330477085
Position 1630: 0.0027830141826569324
Position 3174: 0.0026781216469230714
Position 817: 0.0025911593820197067
Position 1065: 0.0024497656265172005
Position 1305: 0.002194838972325624
Position 3827: 0.0021261247345175866
Position 3444: 0.0020092506911038315
Position 1116: 0.0017443677697075999
Position 3722: 0.0016642999575104595
Position 1419: 0.001592659115905299
Position 260: 0.0014395522226635792
Position 1463: 0.0013103013570611654
Position 2632: 0.0011472958356089436
Position 1587: 0.0011028401821398187
Position 2512: 0.0010041951260124325
Position 511: 0.0009881446993379218
Position 490: 0.0009684325123789105
Position 574: 0.0009652059885781613
Position 2642: 0.0009096380306168423
Position 2518: 0.0008837008091776325
Position 641: 0.0008320476442775399
Position 1051: 0.0007469041840598041
Position 2537: 0.0007199419325068107
Position 170: 0.0007147988818809394
Position 312: 0.0006540348486083658
Position 2924: 0.0005375088553011104
Position 1172: 0.0004913124818705294
Position 978: 0.0004444680115963474
Position 1353: 0.00039986330733458213
Position 631: 0.0003907081413407594
Position 2225: 0.00030917804752092053
Position 960: 0.00018789849886185017
Position 548: 0.00016357999227938465
Position 241: 0.00014372485330069353
Position 881: 0.00012757436834788944
Position 3033: 0.00012617022973863563
Position 2215: 9.035434182928048e-05
Position 744: 8.599793811797826e-05
Position 1581: 8.150671991470871e-05
Position 3037: 7.816910642127654e-05
Position 1003: 3.81756132581057e-05
Position 1080: 2.8696080898684786e-05
Position 1189: 2.4964614672529974e-05
Position 1656: 2.293958068885157e-05
Position 770: 2.1536313486046114e-05
Position 2356: 8.556659219566952e-06
Position 476: 6.815132908398122e-06
Position 480: 5.927215853346385e-06
Position 661: 2.4282371284658587e-06
Position 910: 2.2248573081743145e-06
Position 1028: 4.606443957456754e-07
Position 712: 2.485513427474281e-08
Position 492: 1.8837986607279145e-11
Position 15: 2.5816297305587342e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2414: 0.9135914003285079
Position 3109: 0.8460945343391973
Position 2837: 0.6332937873340606
Position 2790: 0.32266408926608936
Position 3612: 0.2758149271730031
Position 2146: 0.2693860502862632
Position 3241: 0.1518201597124799
Position 2563: 0.1413977392145314
Position 3286: 0.12977777972387275
Position 3789: 0.11579681469222616
Position 977: 0.1103382358794448
Position 3524: 0.10898715999090816
Position 3559: 0.10095695877731194
Position 3940: 0.09984681529607546
Position 920: 0.09036044499977504
Position 2172: 0.03977946463480162
Position 959: 0.03266899694069875
Position 885: 0.020838744256767256
Position 3760: 0.020491093998594636
Position 2875: 0.018658787346489028
Position 1250: 0.01578006744605374
Position 4067: 0.014971580300259024
Position 3244: 0.014578771854873093
Position 2626: 0.014203003289472452
Position 3190: 0.012857367351430076
Position 1774: 0.012857236865309936
Position 2851: 0.010567084416090831
Position 3680: 0.00866333706184943
Position 3622: 0.006584098027942474
Position 3866: 0.006368284866789477
Position 2152: 0.005330047595549076
Position 2148: 0.0035492684388253766
Position 1003: 0.00303646539110057
Position 3661: 0.002681121954955016
Position 3199: 0.0026541452373161395
Position 2621: 0.0025472977274329923
Position 3352: 0.0024083470773023433
Position 3802: 0.001755763176742355
Position 2609: 0.0013816436440617435
Position 3528: 0.0013262496816858118
Position 3270: 0.0011300339758335853
Position 943: 0.0011277954905790592
Position 4128: 0.0010445757848370609
Position 2037: 0.0010305911590432137
Position 1838: 0.0009825220747941576
Position 2744: 0.0009124700815420974
Position 3307: 0.0008010524612740444
Position 489: 0.0007801063161218848
Position 2647: 0.0007604014090909684
Position 1115: 0.0007546643447792244
Position 3167: 0.0007176150886596718
Position 253: 0.0006819509561849299
Position 896: 0.0005984070857925146
Position 3419: 0.0005209493628511727
Position 3215: 0.0005186897713509731
Position 2082: 0.0004968166741754526
Position 4032: 0.0004615903428447909
Position 2378: 0.0004232508458029503
Position 1684: 0.0003276409961886621
Position 956: 0.00030643808808063054
Position 3566: 0.0003046094023791906
Position 2424: 0.000268375503570619
Position 629: 0.00026591084345728905
Position 557: 0.00025296555169236374
Position 1397: 0.00021506360230827315
Position 1693: 0.00020015125429121602
Position 2313: 0.00013669241230925165
Position 213: 0.00012724869572779176
Position 1740: 0.00012053136378751575
Position 336: 0.00010826732834053149
Position 356: 9.826666846945787e-05
Position 744: 9.407180424661085e-05
Position 1841: 7.397065050919502e-05
Position 3202: 5.4574894366400996e-05
Position 927: 5.130187812528836e-05
Position 813: 4.8094150330801285e-05
Position 3065: 4.242129899610368e-05
Position 3069: 3.29218508284266e-05
Position 721: 2.731049896431912e-05
Position 680: 2.6614744640991314e-05
Position 741: 2.3720979752984248e-05
Position 284: 1.8947916089765007e-05
Position 234: 1.6776426138931664e-05
Position 1731: 1.6386894675979127e-05
Position 178: 1.2462250422424568e-05
Position 2342: 1.1855131575470853e-05
Position 1781: 1.0796369050117043e-05
Position 1178: 1.0559495473794986e-05
Position 533: 7.333169405343e-06
Position 359: 6.93483156646773e-06
Position 835: 6.524496429413336e-06
Position 220: 5.796313783005857e-06
Position 197: 4.169439190400652e-06
Position 596: 4.044415066062581e-06
Position 677: 2.809587243281017e-06
Position 614: 2.6253038410346656e-06
Position 683: 2.244456504911804e-06
Position 564: 2.2213187627509514e-06
Position 363: 2.201531543349202e-06
Position 267: 1.9462988381481115e-06
Position 304: 1.6806186808832502e-06
Position 698: 1.679562014435106e-06
Position 339: 1.4863116002370835e-06
Position 501: 1.4162372730125692e-06
Position 984: 1.3597540670690658e-06
Position 1015: 1.1697561948375177e-06
Position 783: 8.998472165488e-07
Position 658: 8.484330657789314e-07
Position 781: 8.001220100716218e-07
Position 624: 6.660840331002306e-07
Position 653: 5.871210715469861e-07
Position 503: 4.225800928864797e-07
Position 1071: 3.64838423008273e-07
Position 604: 3.1281213246408e-07
Position 319: 3.101585331413686e-07
Position 552: 2.8190598468226027e-07
Position 192: 2.8016781277191325e-07
Position 833: 2.1910602954302038e-07
Position 900: 2.1871074202803912e-07
Position 309: 2.158661218837257e-07
Position 572: 1.9771864891876914e-07
Position 507: 1.6371660456407206e-07
Position 290: 1.6150265421841004e-07
Position 1312: 1.5440515314874503e-07
Position 1299: 1.5406532058349484e-07
Position 646: 1.2004347169393891e-07
