Gene = VGLL4
index = 1548
Annotated 5SS: [  488 42092 79128 84593]
Annotated 3SS: [41901 78904 84468 85096]
SMsplice 5SS: [  195 10113 10808 20879 23785 24162 24522 33669 36996 42092 46665 51862
 67797 68009 73854 75320 79128 84593]
SMsplice 3SS: [10006 10684 20713 23700 23912 24268 33628 36883 41901 46550 51768 67666
 67933 73591 75178 78904 84468 85096]
top_k =  500
Partition function (log Z): -37.93849089479107

Sorted 5' Splice Sites (High to Low Probability):
Position 10808: 0.8810172818830225
Position 10113: 0.8378673264328461
Position 20879: 0.7864023368946002
Position 488: 0.6448021590829776
Position 195: 0.6358326710923397
Position 11737: 0.508354699402493
Position 17274: 0.4171442162379039
Position 23785: 0.4050422391021263
Position 5632: 0.20709496214197184
Position 217: 0.18774913371683552
Position 10117: 0.1470115320057481
Position 17568: 0.12410743655824061
Position 5279: 0.09535696622562082
Position 10380: 0.08728538344784105
Position 6510: 0.06801816801558587
Position 11134: 0.06013036038465767
Position 24162: 0.05525698019724786
Position 7731: 0.04768709501022163
Position 21189: 0.04701449364002442
Position 5179: 0.038245456141188856
Position 4521: 0.036507010100498255
Position 24522: 0.02700435745933763
Position 2590: 0.02637050932422056
Position 6214: 0.021385568074332485
Position 5442: 0.018799527478247233
Position 5733: 0.018243491693649035
Position 11529: 0.017596124782024134
Position 4679: 0.01715881554318773
Position 21743: 0.015795403347861142
Position 21243: 0.015425261376912995
Position 1819: 0.015127507416829753
Position 4783: 0.013877954656617657
Position 11191: 0.013074064725039202
Position 20954: 0.011969941169470373
Position 23991: 0.0098419005209632
Position 131: 0.009180604729695747
Position 47: 0.008792795699960469
Position 770: 0.00615910610706145
Position 4525: 0.001260067632528402
Position 210: 0.0008124513678607748
Position 5060: 0.0007537798627934912
Position 176: 0.00043047645121509334
Position 4955: 0.0004262162935203316
Position 1208: 0.00025320111029995015
Position 958: 0.00021411429612161101
Position 20: 0.00011849828228120529
Position 860: 0.00010176160242422138
Position 3895: 5.6819295438718255e-05
Position 628: 3.7399061393742905e-05
Position 1508: 2.9006814700679833e-05
Position 3309: 2.4494260093919956e-05
Position 623: 1.572316481505809e-05
Position 215: 8.939754582664066e-06
Position 11862: 7.3285212163202954e-06
Position 234: 5.17753285465653e-06
Position 187: 3.7628139019678445e-06
Position 309: 3.523185114412567e-06
Position 70: 2.2075971038357535e-06
Position 304: 1.0497850504566497e-06
Position 91: 9.393994992341658e-07
Position 441: 5.355001847319208e-07
Position 494: 3.971660796086157e-07
Position 640: 3.5452175456605156e-07
Position 828: 3.0049956990693384e-07
Position 477: 2.51077084419668e-07
Position 280: 1.4684676597529913e-07
Position 553: 1.0007385543326867e-07
Position 716: 7.259935253439295e-08
Position 502: 5.53188472296674e-08
Position 151: 3.0850752208284624e-08
Position 700: 2.3901874522019458e-08
Position 271: 2.3346787053790618e-08
Position 644: 4.691556809274451e-09
Position 592: 3.854937733110776e-09
Position 384: 6.495958467132424e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10006: 0.984944151395221
Position 23912: 0.8971248121922536
Position 20713: 0.803002735267121
Position 10684: 0.5120720343169083
Position 11618: 0.49788540419547545
Position 23547: 0.40963866138052835
Position 17148: 0.391979088429248
Position 10704: 0.3565966135257811
Position 397: 0.29224711806649545
Position 24268: 0.12083255878068491
Position 17487: 0.1081634996293005
Position 5557: 0.09136562238173514
Position 5232: 0.07685933012393355
Position 5500: 0.07420723030308156
Position 10258: 0.07344597945966101
Position 21099: 0.07341906548136554
Position 10990: 0.0698317367362626
Position 280: 0.06609438772312339
Position 5091: 0.06038096134529896
Position 420: 0.052970009825136936
Position 6432: 0.05244304738011673
Position 5537: 0.0503895463132239
Position 7614: 0.036715100735679296
Position 25086: 0.02700435745933763
Position 16974: 0.0261761060035827
Position 441: 0.024460487520207377
Position 4615: 0.02351564980171728
Position 309: 0.022449419964961966
Position 373: 0.022094641131383142
Position 2467: 0.021836181230872994
Position 21600: 0.01647336696772459
Position 17410: 0.016173015915165036
Position 6305: 0.015575120635469222
Position 4434: 0.013951449590517011
Position 10281: 0.0138865077019019
Position 6150: 0.013862152144861584
Position 21350: 0.013149302905797881
Position 4860: 0.012985556521719151
Position 11392: 0.012418046076986274
Position 10735: 0.012382478933774357
Position 1713: 0.01154331966315682
Position 4473: 0.011230212667508472
Position 7646: 0.010981159868930649
Position 4359: 0.009928142002015378
Position 5690: 0.009177349031402873
Position 11638: 0.008664615844409175
Position 4408: 0.006555196586363823
Position 121: 0.006373101308917414
Position 11294: 0.005313342933476713
Position 6049: 0.005158315456989637
Position 595: 0.004850645121903118
Position 4968: 0.0035420250512393234
Position 1601: 0.0035348022319084743
Position 10960: 0.0034718145362606515
Position 15538: 0.0028156950181521057
Position 11614: 0.0026298193029622684
Position 4702: 0.002451669474815752
Position 2373: 0.002442409396203161
Position 6147: 0.0023651004724812865
Position 15111: 0.0020438373830414082
Position 2541: 0.0019291470747095174
Position 315: 0.0015090016736076645
Position 4559: 0.001171527809894392
Position 11975: 0.0008944227430945982
Position 11064: 0.0008609101879874479
