Gene = ADPRHL2
index = 35
Annotated 5SS: [ 241 2466 2951 3220 3648]
Annotated 3SS: [2368 2742 3034 3546 4221]
SMsplice 5SS: [ 241 2466 2951 3648]
SMsplice 3SS: [2368 2742 3546 4221]
top_k =  500
Partition function (log Z): 2.959516433224697

Sorted 5' Splice Sites (High to Low Probability):
Position 2466: 0.9731918521180799
Position 241: 0.8679606852544585
Position 2951: 0.8665826623510382
Position 3648: 0.8482126129087696
Position 503: 0.5724906759736698
Position 3220: 0.36395115993077726
Position 3238: 0.1746811527641014
Position 3251: 0.17393103532370835
Position 1115: 0.16784166202015297
Position 2892: 0.08621636794349391
Position 229: 0.041138112724666914
Position 1306: 0.02975304694238533
Position 4640: 0.029346053939906514
Position 1066: 0.02438441093248461
Position 61: 0.022705798111749886
Position 4045: 0.022140129531327442
Position 2500: 0.017435078760315442
Position 176: 0.015644624296959782
Position 1074: 0.012738588443424865
Position 4422: 0.01058572157564677
Position 3189: 0.008209724301261287
Position 601: 0.005564877331491626
Position 3224: 0.004599022675295138
Position 1017: 0.004146365641134658
Position 3199: 0.004086885644990285
Position 3652: 0.0037238520540882553
Position 1263: 0.00353208615030626
Position 3617: 0.00339252180794535
Position 4354: 0.0031205899196238614
Position 1024: 0.0028348556503069496
Position 1045: 0.002636572145482355
Position 486: 0.0020841119419323356
Position 3255: 0.0019598162568528026
Position 1093: 0.0019013681737752436
Position 4099: 0.0018920010369263595
Position 2903: 0.0018719916036379445
Position 530: 0.0018017272531292523
Position 2449: 0.001775265117440268
Position 1523: 0.0015800643507530555
Position 4542: 0.0015595109699190841
Position 2624: 0.001314055377719082
Position 3019: 0.001163636164120396
Position 324: 0.0008359890338064492
Position 1351: 0.000791683133285597
Position 1243: 0.0007324303003775951
Position 876: 0.0007161506383054135
Position 3547: 0.0006175135420481079
Position 3695: 0.0005491330734740586
Position 918: 0.0004950498279738171
Position 708: 0.0003514738547471879
Position 1258: 0.0003431460043551693
Position 798: 0.00033265013748970385
Position 4248: 0.00031362893797128006
Position 261: 0.00031226757652136767
Position 3247: 0.00027876815658056507
Position 3656: 0.00027055199024769835
Position 2942: 0.00021229482189202487
Position 2784: 0.00021138372797361048
Position 317: 0.00018557608225851224
Position 271: 0.00013219288498912321
Position 840: 9.030578119456543e-05
Position 818: 8.224072597514923e-05
Position 2006: 8.205995992070875e-05
Position 4172: 8.092159382522304e-05
Position 1240: 7.875958131706532e-05
Position 2829: 5.865556775819382e-05
Position 2478: 5.0151019163285814e-05
Position 2508: 3.412003480546872e-05
Position 2330: 2.069180827243139e-05
Position 636: 1.934449025677998e-05
Position 3245: 1.7800116984809012e-05
Position 199: 1.7691579381551698e-05
Position 135: 1.3127485619672641e-05
Position 180: 1.0857112948769537e-05
Position 2413: 1.0393665457327172e-05
Position 192: 9.404531700101805e-06
Position 712: 6.415834717489706e-06
Position 3635: 3.507995452576993e-06
Position 165: 3.1857343883982894e-06
Position 403: 1.8995271347728002e-06
Position 426: 1.4681164559342664e-06
Position 8: 3.1278212513578203e-07
Position 661: 2.1009429493068336e-07
Position 698: 1.842700868660913e-07
Position 651: 1.1413533494213908e-07
Position 2933: 9.8382198136248e-08
Position 479: 4.6313815728972546e-08
Position 18: 3.941872351520878e-08
Position 581: 3.9386618306048606e-08
Position 2931: 1.7695279350874783e-08
Position 2707: 1.7156781068698295e-08
Position 507: 1.3861913224056329e-08
Position 488: 4.474198124707473e-09
Position 397: 2.492443893450216e-09
Position 523: 5.3421440461701715e-11
Position 187: 5.059437195146454e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2368: 0.9729236293259038
Position 2742: 0.9573256226702039
Position 4221: 0.8250017221319297
Position 3546: 0.7528713429857233
Position 3127: 0.45792862534901674
Position 423: 0.25094071435141674
Position 378: 0.24030347963549706
Position 3055: 0.1106248685657589
Position 1004: 0.1081909193606243
Position 4886: 0.07603702476091086
Position 3100: 0.07233845136052446
Position 3034: 0.06654247235178473
Position 3363: 0.045010526952116894
Position 4502: 0.03941065211070153
Position 818: 0.03808967756016668
Position 1205: 0.03417179174427057
Position 706: 0.02637553879354387
Position 3479: 0.026082390582274597
Position 3313: 0.025418748889048152
Position 3900: 0.02536884635371069
Position 876: 0.021869995600899077
Position 3512: 0.02169485093996537
Position 2998: 0.018137193275836627
Position 3693: 0.017995998993848017
Position 2371: 0.015738619128318226
Position 152: 0.013024634129501996
Position 382: 0.011945907075074346
Position 3807: 0.010222766964118652
Position 361: 0.008815102062380615
Position 942: 0.008544838043478512
Position 4318: 0.005719506722988824
Position 4660: 0.005379826626043691
Position 4421: 0.005144264699811592
Position 4728: 0.005043139107944804
Position 2571: 0.0045205146701590045
Position 3001: 0.004486872175355623
Position 3963: 0.003946530887783466
Position 3405: 0.0039449669047617805
Position 484: 0.003928705994694408
Position 1065: 0.0038891497051638667
Position 2386: 0.0035117202853369458
Position 892: 0.003390501500467686
Position 4005: 0.0031701295372532357
Position 743: 0.00311533632658372
Position 3018: 0.0029936280511974472
Position 4244: 0.0029277596226667656
Position 3446: 0.002780653711556455
Position 4541: 0.0024738105588116475
Position 569: 0.0024598066912063206
Position 3923: 0.002410373927014509
Position 2697: 0.001796451452084689
Position 4365: 0.0012727641504200887
Position 1253: 0.001177338404191545
Position 5015: 0.0011404223183664089
Position 823: 0.001032114789968402
Position 4175: 0.0009943348293213038
Position 4505: 0.0008496202117075529
Position 3935: 0.0008461350362748012
Position 363: 0.0007401468568436956
Position 3157: 0.0007069471080995527
Position 462: 0.0006413235413109884
Position 4562: 0.0004802753344968391
Position 3371: 0.000477909711084315
Position 2812: 0.000414350219455398
Position 393: 0.0004056279163403497
Position 3813: 0.00039275851917748453
Position 541: 0.00036192061514251993
Position 1016: 0.00034699205640816033
Position 1211: 0.0003469721987284555
Position 3778: 0.00032770743514628337
Position 1333: 0.00031701218924448877
Position 2860: 0.0002898607308157564
Position 3844: 0.00027413507258253775
Position 197: 0.0002622432733386758
Position 180: 0.0002507862250433041
Position 3015: 0.00023714641081282067
Position 2302: 0.0002368562008648353
Position 4890: 0.000231447730077706
Position 708: 0.0002206035683848476
Position 1226: 0.0002047302811957513
Position 3835: 0.000203252256244051
Position 338: 0.00019617625557962197
Position 403: 0.00015468164684050988
Position 4044: 0.0001466505398526618
Position 3711: 0.00013864355156805168
Position 3768: 0.0001376063025645258
Position 2809: 0.00013759292646066436
Position 1182: 0.00011623357268140491
Position 2928: 0.00011183230485713309
Position 546: 0.0001112542992625234
Position 947: 0.00010964887599153462
Position 4483: 0.00010597484104568302
Position 2752: 0.00010548955376021941
Position 388: 9.76726082390782e-05
Position 2574: 9.54402840121067e-05
Position 507: 8.882409831500488e-05
Position 2669: 8.481017392097335e-05
Position 1857: 8.205995992070875e-05
Position 2418: 7.305739225489151e-05
Position 2873: 6.693424971568045e-05
Position 347: 4.806594338063347e-05
Position 2795: 3.504764352806035e-05
Position 2174: 2.9885552212884505e-05
Position 2775: 2.3871005478999177e-05
Position 3216: 2.2478833313789257e-05
Position 2931: 1.7675219972187427e-05
Position 2891: 1.5263003565692615e-05
Position 2845: 1.3337781715067533e-05
Position 199: 9.86871382860522e-06
Position 523: 7.478610305237788e-06
Position 3320: 2.0270828347653585e-06
Position 2699: 1.9146781764854177e-06
Position 530: 1.6397215273055246e-06
Position 397: 1.3745587554164951e-06
Position 2755: 9.586507130250822e-07
Position 2629: 9.446464634031562e-07
Position 3141: 6.913146282864017e-07
Position 586: 2.490152502463047e-07
Position 589: 1.3670353468346073e-07
Position 229: 1.0735887507948663e-07
Position 240: 1.0287336478665289e-07
Position 233: 7.971915672503167e-08
Position 607: 6.301101477380623e-08
Position 261: 4.952350427834189e-08
Position 206: 2.9404345621144415e-08
Position 102: 2.572903126227053e-08
Position 283: 1.3673612808452224e-08
Position 290: 6.7382499797017694e-09
Position 300: 6.049991030303991e-09
Position 265: 4.48548933115996e-09
Position 2277: 1.4256348688983823e-09
Position 2064: 1.3709305299084491e-09
Position 267: 3.3149458069580185e-11
Position 279: 1.3667921178468072e-11
