Gene = DIEXF
index = 445
Annotated 5SS: [  164  2141  3037  5352  7157  9205 11122 13049 14441 14689 15690]
Annotated 3SS: [ 2100  2795  5177  7067  8793 10901 12845 14257 14575 15443 23196]
SMsplice 5SS: [  164  3037  5944  7157  9205 14689 16230 21736 25963]
SMsplice 3SS: [ 2795  5820  7067  9032 14575 16068 21649 25892 29251]
top_k =  500
Partition function (log Z): -2.175905606333318

Sorted 5' Splice Sites (High to Low Probability):
Position 3037: 0.972564616321617
Position 7157: 0.9233650799894622
Position 9205: 0.8707662645449125
Position 5944: 0.8019280578713115
Position 14689: 0.8010781083404588
Position 25963: 0.7056983608839542
Position 23353: 0.6911707756748183
Position 164: 0.6784641571002229
Position 19428: 0.606607903128806
Position 16230: 0.44754249294246273
Position 15690: 0.43104136443913854
Position 16159: 0.3242350469844889
Position 204: 0.28743427172287217
Position 5352: 0.2788753153312602
Position 14441: 0.26820983572396095
Position 17297: 0.24443945550211046
Position 2141: 0.21695609700147742
Position 21900: 0.20999674144004166
Position 16222: 0.20900611421631093
Position 18625: 0.1898218722244909
Position 10995: 0.18829396330248416
Position 13049: 0.12956467455078172
Position 3540: 0.12876538470396237
Position 5387: 0.12150052902436116
Position 3451: 0.07076528563603693
Position 8654: 0.06583373909717674
Position 26613: 0.06330666783981091
Position 5931: 0.06196831636284475
Position 19982: 0.06088010589705074
Position 1620: 0.050144809759270166
Position 6601: 0.0495338771915878
Position 26228: 0.03947156503030911
Position 6805: 0.03374494386165334
Position 11122: 0.031096533258477457
Position 5499: 0.027837376270108505
Position 12347: 0.026393296661240895
Position 15339: 0.023522406012230546
Position 15535: 0.021328102911906302
Position 18630: 0.02098700086998522
Position 1690: 0.019914863775067865
Position 4575: 0.018847267177479227
Position 5284: 0.01851052334833599
Position 3579: 0.018040119206520797
Position 15314: 0.017602566791652507
Position 6088: 0.01710134690786198
Position 1677: 0.016155272525924316
Position 5365: 0.013538681488596459
Position 12792: 0.012579660862031227
Position 5958: 0.012554164400212973
Position 3602: 0.012039600449448918
Position 2988: 0.011550385326222455
Position 1177: 0.011316896184003701
Position 13484: 0.011201325201354813
Position 5363: 0.011021729149405541
Position 2168: 0.011016262133631596
Position 33: 0.011003942698979146
Position 4025: 0.010801238338499384
Position 10776: 0.010424354391554326
Position 2980: 0.010292805238268131
Position 3347: 0.01023768506768237
Position 10641: 0.00929021736621764
Position 3643: 0.007671849913019938
Position 18701: 0.006198478006732234
Position 1888: 0.005988967957616984
Position 21774: 0.0051216044952744795
Position 17763: 0.004489756531977065
Position 353: 0.004124729320683299
Position 14236: 0.003719437430913415
Position 2428: 0.0033948677682408977
Position 1271: 0.0033433351611908343
Position 5939: 0.0032889151561560134
Position 21731: 0.003160382326522258
Position 10767: 0.003126234392320411
Position 3493: 0.0030875988127980537
Position 6626: 0.0030098924045505304
Position 5564: 0.002940118933245903
Position 23366: 0.0029255261306563958
Position 3456: 0.0028806856029733987
Position 5319: 0.002590710109815847
Position 10129: 0.0024745515838870665
Position 1849: 0.0022949752793151304
Position 9115: 0.0022464726474739523
Position 8062: 0.002146201220577491
Position 10725: 0.0013441603722792845
Position 2977: 0.0012043954004834377
Position 633: 0.0011531498759756716
Position 7380: 0.0010270080138719228
Position 2266: 0.0009948839328392048
Position 677: 0.0009395858114044678
Position 5138: 0.0009111020021811748
Position 10608: 0.0008276238706926627
Position 2179: 0.0008225774803852521
Position 1396: 0.0006535233459350494
Position 5639: 0.0006427897403785705
Position 2399: 0.0005524373026373334
Position 2309: 0.000543306845401834
Position 219: 0.0004635456621635568
Position 718: 0.0003878271316372868
Position 227: 0.00037416453564580307
Position 2534: 0.00033682525627925933
Position 3810: 0.0002730445371750697
Position 2172: 0.0002499331161940847
Position 1604: 0.0002147601250290973
Position 3119: 0.0002125066895972162
Position 4281: 0.00019661460711188207
Position 491: 0.0001707035768412338
Position 2621: 0.00015488404595056458
Position 8611: 0.00014512797263925863
Position 2333: 0.00013955681312750548
Position 8522: 0.0001221787967134818
Position 214: 0.00011867916440714735
Position 2687: 9.327627942281834e-05
Position 1522: 9.309688352875402e-05
