Gene = TSGA13
index = 1497
Annotated 5SS: [  602   987  2243  3837  6485  8276 14695 15768]
Annotated 3SS: [  886  2069  3757  6412  8062 14551 15639 18244]
SMsplice 5SS: [  987  1169  2243  3377  3837 15768]
SMsplice 3SS: [ 1056  2069  3183  3757 15639 18244]
top_k =  500
Partition function (log Z): -3.7957756691286675

Sorted 5' Splice Sites (High to Low Probability):
Position 2243: 0.9549229348780964
Position 987: 0.9157233021328953
Position 15768: 0.9001492013516957
Position 3377: 0.870336983392788
Position 3837: 0.8649695086208332
Position 1169: 0.8169928077435843
Position 8276: 0.6683897952207923
Position 14695: 0.3704595102710728
Position 602: 0.2715196505781033
Position 307: 0.19715133837735335
Position 670: 0.1375841969394092
Position 3850: 0.1245729967385612
Position 6346: 0.07085781807595247
Position 664: 0.061279945682837324
Position 6341: 0.060830965648578685
Position 2547: 0.05938572735777222
Position 2757: 0.055845533094624596
Position 10152: 0.054953347476011195
Position 4814: 0.04940739029056384
Position 4818: 0.0487661070305645
Position 355: 0.03193661107032572
Position 4079: 0.024955311050731156
Position 6307: 0.02195489836242974
Position 5907: 0.01753671770522444
Position 8850: 0.0160783048555346
Position 13911: 0.014832977795355966
Position 323: 0.012836620183691501
Position 693: 0.012248915283250972
Position 685: 0.012152679622341313
Position 520: 0.010511415217625757
Position 162: 0.010141100505382104
Position 6201: 0.009234463295807642
Position 1001: 0.008802639229504299
Position 2519: 0.008093996803150667
Position 16297: 0.006406238435203785
Position 3393: 0.006260688783902452
Position 2178: 0.005723814285520381
Position 701: 0.004938476654494884
Position 703: 0.004602148371697825
Position 699: 0.004527935581727041
Position 972: 0.004281538222540822
Position 697: 0.004267859755285116
Position 705: 0.004114224728161534
Position 3535: 0.004110996936967839
Position 709: 0.004017433126106408
Position 1559: 0.003930348648976842
Position 707: 0.003908623730787833
Position 1353: 0.003888861340245296
Position 715: 0.003789786958201159
Position 713: 0.0037379824890667107
Position 711: 0.0036885926695456902
Position 695: 0.0035484974543150394
Position 3278: 0.003533591291585026
Position 1491: 0.0033732282150919185
Position 717: 0.0033363808917619407
Position 6485: 0.0031861095413925366
Position 6596: 0.0030804718082786745
Position 3122: 0.002904761519394699
Position 178: 0.0028314711278349006
Position 1180: 0.002750785856707829
Position 1267: 0.0024698785644037993
Position 3248: 0.002185919141364583
Position 719: 0.002130197521325512
Position 171: 0.0018293716384542233
Position 1758: 0.0017090311368007879
Position 630: 0.0014493447367052098
Position 721: 0.001389413311946869
Position 2195: 0.0013231009683429445
Position 229: 0.0012652219610642544
Position 723: 0.0011208036929052803
Position 3273: 0.0010776429153403543
Position 727: 0.0009262067549806406
Position 725: 0.0009114530069334025
Position 232: 0.0008490254174072661
Position 114: 0.0008122054180482152
Position 3805: 0.0007876609365395726
Position 729: 0.0007653284139773242
Position 530: 0.00074196999563815
Position 3410: 0.0006550587925247359
Position 731: 0.0006547036644773775
Position 992: 0.0006307749527067949
Position 400: 0.0006205780827299545
Position 472: 0.0005888283213039704
Position 3846: 0.0005523206324086325
Position 4859: 0.0005364021082147019
Position 267: 0.00043760012359900637
Position 1789: 0.0003924554325457943
Position 280: 0.00036817587333194706
Position 2903: 0.0003544819368248663
Position 5911: 0.0002936046344464497
Position 1224: 0.0002479405164898673
Position 3415: 0.0001856911244829671
Position 3381: 0.00015771145056720352
Position 311: 0.00011450239424072792
Position 365: 0.00010859655460305878
Position 1024: 0.00010467872521456797
Position 3397: 9.764902248816863e-05
Position 2570: 9.239672273548889e-05
Position 4397: 9.12229918497452e-05
Position 1967: 8.446068997465776e-05
Position 977: 6.633038300027789e-05
Position 518: 6.387506652838292e-05
Position 5152: 5.945815659969028e-05
Position 3270: 5.806609106978226e-05
Position 4146: 5.803716604881769e-05
Position 735: 4.319981039167323e-05
Position 413: 4.121639516380975e-05
Position 1915: 3.9523572294260634e-05
Position 4939: 2.7635439820756365e-05
Position 4809: 2.2815837928819457e-05
Position 646: 2.1325347430680904e-05
Position 478: 1.5178259986021092e-05
Position 797: 1.3487015533458564e-05
Position 512: 8.656260549703723e-06
Position 1035: 2.353863207298758e-06
Position 818: 1.1511932716745071e-08
Position 491: 1.0832718224496436e-08
Position 42: 3.8965933653071215e-09
Position 416: 2.6626264916999035e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3757: 0.9822988289450308
Position 2069: 0.93272355427311
Position 1056: 0.6840776472519653
Position 3183: 0.6534944543355831
Position 15639: 0.6236105683537876
Position 886: 0.54970432106559
Position 8062: 0.4999423077170124
Position 14551: 0.422958802525159
Position 18244: 0.3384752896942482
Position 15607: 0.29826682198253995
Position 3305: 0.23065660960065532
Position 830: 0.2112182952153014
