Gene = TOPORS
index = 1471
Annotated 5SS: [ 120 1780]
Annotated 3SS: [1584 8226]
SMsplice 5SS: [120]
SMsplice 3SS: [8226]
top_k =  500
Partition function (log Z): -9.191152183628791

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9319820320534926
Position 1780: 0.5168445070749728
Position 1308: 0.3977794221463656
Position 1189: 0.3031919849321304
Position 6532: 0.24875432447674753
Position 4929: 0.07242520600487627
Position 1681: 0.051156351626171936
Position 5821: 0.04222710013203208
Position 3542: 0.0361649825224061
Position 5641: 0.025465107439486233
Position 292: 0.02134862775565025
Position 33: 0.018586562678325837
Position 1266: 0.01844982642431807
Position 2426: 0.01540060407774767
Position 451: 0.010837161207579172
Position 4471: 0.007846863183821605
Position 2748: 0.007694910066363199
Position 2719: 0.006130560841697766
Position 6540: 0.0050304423911933785
Position 5123: 0.004559616472614051
Position 172: 0.004466410104988441
Position 1661: 0.0036046175561508897
Position 814: 0.0034237666070950994
Position 5205: 0.0029999168399759838
Position 3858: 0.002979274785679834
Position 1431: 0.00274207122437111
Position 46: 0.002216041602759406
Position 3793: 0.0021432107671026483
Position 5447: 0.0019500983918650935
Position 1479: 0.0017271210349276167
Position 3170: 0.0016997142917543648
Position 3203: 0.0015196154585358126
Position 673: 0.0013393902511595328
Position 863: 0.0008819328431447411
Position 299: 0.0006566899897472758
Position 705: 0.0006463089114187776
Position 4503: 0.0006424574014800892
Position 473: 0.0004763527748417676
Position 96: 0.00047391639716669586
Position 1330: 0.00024756201642432853
Position 846: 0.0001617555715116537
Position 1271: 0.00012277865714440024
Position 710: 0.00010851192681187035
Position 698: 0.00010265985541034918
Position 600: 9.495062864955433e-05
Position 1203: 8.440884509933735e-05
Position 281: 6.524792811159984e-05
Position 756: 5.788098527542153e-05
Position 1784: 3.4668273779036735e-05
Position 2489: 2.2025503189980748e-05
Position 621: 1.9825755523657868e-05
Position 137: 8.46491359925508e-06
Position 187: 5.042399259724167e-06
Position 608: 3.010671880233347e-06
Position 1027: 2.7819167857997433e-06
Position 1812: 1.4423325548523518e-06
Position 349: 5.348423494272699e-08
Position 459: 1.786038326202615e-08
Position 37: 1.5448434689188926e-08
Position 258: 4.0712443759832905e-09
Position 410: 3.951962709892856e-09
Position 398: 2.7304485717227946e-09
Position 89: 9.778057717799261e-10
Position 456: 5.835387968277098e-10
Position 248: 5.177471102836756e-10
Position 461: 3.226447884349381e-10
