Gene = PM20D1
index = 1044
Annotated 5SS: [  214  2233  4793  5307  6031  6451  7442  7964  8307  9866 17520 19838]
Annotated 3SS: [ 2145  4559  5219  5899  6330  7365  7901  8227  9793 17350 19737 21373]
SMsplice 5SS: [  214  2233  5307  6451  7442  8307  9401  9866 17520 17721 19838]
SMsplice 3SS: [ 2145  5219  6330  7365  8227  9332  9793 17433 17605 19737 20027]
top_k =  500
Partition function (log Z): 10.738949491487505

Sorted 5' Splice Sites (High to Low Probability):
Position 9866: 0.9981233515615549
Position 6451: 0.9715433742856725
Position 17520: 0.9512413110576237
Position 19838: 0.949288140842016
Position 7442: 0.9242426652804884
Position 8307: 0.8848102727717081
Position 9401: 0.8301781748825969
Position 2233: 0.8296913947975465
Position 5307: 0.8224842793295946
Position 17721: 0.7597164134687004
Position 214: 0.6483127944140781
Position 4715: 0.4562937885521046
Position 13229: 0.38313760334520064
Position 56: 0.33970201616001494
Position 19371: 0.2985699837273769
Position 20285: 0.2594229086497104
Position 6031: 0.21491964246017542
Position 19307: 0.1678144616242444
Position 18189: 0.1568599864218455
Position 7964: 0.138026743085499
Position 21282: 0.1170961313370542
Position 9405: 0.09223441858950282
Position 20101: 0.08174081087817846
Position 21291: 0.06559709212505478
Position 21278: 0.05665564237055911
Position 12708: 0.05212224783128589
Position 9009: 0.05056510701090488
Position 7512: 0.0493986916362147
Position 2258: 0.04685673263327916
Position 10574: 0.03874450020900272
Position 8563: 0.03562828699875992
Position 5351: 0.034742533957567164
Position 19435: 0.03379929345066589
Position 19864: 0.025425330212582396
Position 9581: 0.024910023476130406
Position 5165: 0.021799819657421206
Position 19045: 0.020189351620970873
Position 1557: 0.019545148982406137
Position 4793: 0.019266938826576725
Position 19498: 0.018998375568547263
Position 1548: 0.018790059031212843
Position 426: 0.014559250799943536
Position 19851: 0.012220029391546748
Position 7243: 0.011978845411388083
Position 5039: 0.009529500240228715
Position 19108: 0.009456329817733257
Position 15: 0.009278382504430766
Position 5711: 0.008988055182307204
Position 4883: 0.008444772186071928
Position 7232: 0.007281295491261721
Position 3055: 0.007192256907531261
Position 4870: 0.007188413237164712
Position 8158: 0.006706251733821991
Position 7500: 0.0064154229286017
Position 251: 0.005747997459287223
Position 8154: 0.005608041374011976
Position 21494: 0.005569385187857574
Position 5065: 0.0050974971152901545
Position 4400: 0.004415469933606916
