Gene = TRH
index = 1482
Annotated 5SS: [ 519 1723]
Annotated 3SS: [1503 2393]
SMsplice 5SS: [ 519 1723]
SMsplice 3SS: [1503 2393]
top_k =  500
Partition function (log Z): -3.045926581209132

Sorted 5' Splice Sites (High to Low Probability):
Position 519: 0.9918835128675666
Position 1723: 0.9019720802577373
Position 2557: 0.5879674807377635
Position 1324: 0.11246006388720105
Position 1711: 0.07065082926647426
Position 2099: 0.04482394762038677
Position 1317: 0.044355685846783496
Position 1412: 0.03481136197543175
Position 2263: 0.013869472206033857
Position 2567: 0.010930721056933356
Position 2235: 0.00856713760967684
Position 747: 0.008446236829298808
Position 1656: 0.0072142280249649715
Position 2888: 0.005260137200014707
Position 2245: 0.004090867119150296
Position 1419: 0.003735635050028627
Position 3283: 0.0032650265305306774
Position 3252: 0.0027072355529093625
Position 770: 0.0023256876928226568
Position 2165: 0.0020667989915151026
Position 2871: 0.001983288314932259
Position 2239: 0.001645289888260621
Position 111: 0.0014625024457776234
Position 184: 0.0014396451583423401
Position 896: 0.0013278269634504239
Position 819: 0.0012875312661908209
Position 22: 0.001153419459751042
Position 250: 0.001009527486836991
Position 1893: 0.0008956473404369362
Position 1949: 0.0008370438039579249
Position 93: 0.0005984328387249035
Position 1471: 0.0005673389469284677
Position 3289: 0.0005409215462342116
Position 66: 0.00036253292440971733
Position 3091: 0.00034663091872584893
Position 3417: 0.0003431920476330385
Position 3222: 0.0002780330022243478
Position 2229: 0.0002474704889007084
Position 2301: 0.00022835314870217374
Position 756: 0.00018851012959583116
Position 552: 0.00016869456558528363
Position 3515: 0.0001649052709142526
Position 799: 0.0001502888395177936
Position 20: 0.00011780901436376596
Position 3294: 0.0001093221545922793
Position 48: 0.00010301931649522434
Position 634: 9.363585414702648e-05
Position 72: 8.638535812783442e-05
Position 554: 8.195497966776483e-05
Position 2934: 7.436430653809681e-05
Position 1404: 7.252252935953331e-05
Position 1384: 6.72898105551916e-05
Position 1114: 6.488668591911255e-05
Position 297: 6.342234439033586e-05
Position 187: 6.21043247424693e-05
Position 3466: 5.3043896461250285e-05
Position 1062: 5.209060903724789e-05
Position 602: 3.9695634025559896e-05
Position 890: 3.79246164412436e-05
Position 910: 3.450299215626944e-05
Position 850: 2.6690816412878572e-05
Position 317: 2.103930323468006e-05
Position 228: 1.7822539697729493e-05
Position 1295: 1.2481049310337673e-05
Position 2094: 1.1733354665074789e-05
Position 2430: 9.857633199181306e-06
Position 830: 8.573520966054171e-06
Position 9: 7.371580253077549e-06
Position 2227: 7.272233131372794e-06
Position 56: 7.1922858727863246e-06
Position 26: 6.403300265219794e-06
Position 24: 6.189587731448646e-06
Position 1611: 3.6383420714193387e-06
Position 54: 3.1273180791659843e-06
Position 430: 1.7931118438944684e-06
Position 101: 1.7920009077071562e-06
Position 259: 8.317059782703986e-07
Position 2929: 7.231179965636872e-07
Position 2832: 7.136229672415795e-07
Position 475: 6.103867254790271e-07
Position 103: 5.297482846671304e-07
Position 2772: 5.115968346958848e-07
Position 2504: 4.835378517982175e-07
Position 35: 3.702153338781161e-07
Position 37: 1.5522182838368472e-07
Position 11: 1.3972467223469035e-07
Position 133: 6.421983432140276e-08
Position 667: 4.983713418132759e-08
Position 160: 4.371616240552568e-08
Position 158: 1.7846139377187938e-08
Position 499: 8.582296941682045e-09
Position 166: 7.445155406292572e-09
Position 45: 4.0260092215461964e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1503: 0.8999932608372017
Position 2393: 0.8747803039750496
Position 3086: 0.21999122976934224
Position 1194: 0.1352934520691855
Position 3349: 0.12662709318421733
Position 3378: 0.11164518154230897
Position 3190: 0.07868004123865537
Position 2782: 0.05648911427706931
Position 1997: 0.039443623975519704
Position 1267: 0.03744731905714369
Position 1655: 0.03213905228915032
Position 2401: 0.02542304214616701
Position 3137: 0.023872072802678976
Position 1480: 0.021206531365125837
Position 1586: 0.01955717022602382
Position 2094: 0.015666027166719557
Position 2998: 0.015061873837295209
Position 2017: 0.014956676384412209
Position 3595: 0.010829104307263452
Position 2434: 0.009720830358810734
Position 2632: 0.009610863966821944
Position 683: 0.009530437001983475
Position 1212: 0.00940267242554284
Position 3323: 0.007121257908558036
