Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  500
Partition function (log Z): -8.200837280970987

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8703180851592562
Position 860: 0.20508086003922404
Position 193: 0.05136085979616613
Position 418: 0.03413312199066448
Position 23: 0.026445357199134174
Position 490: 0.006870700337046003
Position 494: 0.005309826221783652
Position 281: 0.003147094112408227
Position 175: 0.0021766798453552233
Position 240: 0.0013524432107033038
Position 20: 0.0013111419708946208
Position 867: 0.0008777449648972417
Position 46: 0.000679209723266
Position 225: 0.0005816656135553158
Position 68: 0.0003330764099278627
Position 82: 0.0002038039475481716
Position 1133: 0.00012652523945710784
Position 502: 9.912172453086844e-05
Position 358: 6.56341205303763e-05
Position 251: 6.516403078006776e-05
Position 929: 6.29910663855744e-05
Position 658: 4.1479710047545954e-05
Position 466: 4.045822072082783e-05
Position 55: 3.7207835141523175e-05
Position 441: 2.389332022398983e-05
Position 303: 1.9491393643712783e-05
Position 903: 1.5147149871169297e-05
Position 266: 4.095234284591349e-06
Position 618: 3.0749119049645744e-06
Position 339: 2.893252802396993e-06
Position 91: 1.5019641342601222e-06
Position 463: 1.2326291011898223e-06
Position 572: 1.2237521105851614e-06
Position 530: 9.910245286953318e-07
Position 570: 9.72589458043096e-07
Position 27: 8.679799601449781e-07
Position 461: 8.069870320991375e-07
Position 430: 7.670850229316807e-07
Position 148: 5.537778337740236e-07
Position 35: 5.10648319546956e-07
Position 228: 4.131433243979406e-07
Position 10: 3.9090864843655774e-09
Position 733: 1.466915772314737e-09
Position 150: 8.401811671948347e-13
Position 139: 6.367721926885828e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.6880159172958593
Position 1012: 0.2663722407048091
Position 859: 0.1019030202910085
Position 1075: 0.03892684012254668
Position 896: 0.017060834036063545
Position 1078: 0.012456361204457051
Position 1331: 0.011599654783940847
Position 1312: 0.008409500454842548
Position 760: 0.008367633609261021
Position 1475: 0.006596442794257746
Position 1126: 0.006037177290808264
Position 843: 0.005153798003193314
Position 175: 0.0044540652798926075
Position 1048: 0.004180300892141304
Position 1435: 0.004102891451027494
Position 915: 0.003515575069882157
Position 556: 0.0027633259385375334
Position 408: 0.0025854031113487124
Position 938: 0.002403415779762155
Position 1032: 0.0023318319313376397
Position 289: 0.0014319010296196856
Position 792: 0.001171413474856659
Position 1161: 0.0010690774555272109
Position 466: 0.0010304613565378787
Position 618: 0.0008294744194214901
Position 159: 0.0006847618862255797
Position 778: 0.0006090025707329206
Position 1432: 0.000594689842728986
Position 801: 0.0005714872616988437
Position 1199: 0.0005708967950338728
Position 926: 0.0004593695671383324
Position 118: 0.00040807947775598543
Position 1091: 0.00035598231947291543
Position 825: 0.000298655144939586
Position 518: 0.0002635908999011287
Position 473: 0.0002536522203236921
Position 1057: 0.00023944662653101564
Position 622: 0.00019761149952489797
Position 1290: 0.00019360255397265374
Position 132: 0.00016802676224139697
Position 497: 0.00016233219873586075
Position 192: 0.00015859845862943852
Position 819: 0.0001451153236135852
Position 1210: 0.0001315262904028369
Position 1489: 0.00012354800721189034
Position 280: 0.00010487367452309716
Position 247: 9.977714790836451e-05
Position 238: 9.763494453741975e-05
Position 353: 9.614738038740511e-05
Position 361: 9.185998925331302e-05
Position 125: 8.440542814608859e-05
Position 483: 8.107572225197991e-05
Position 797: 7.975302984508366e-05
Position 355: 7.370554786854732e-05
Position 570: 6.765916526372547e-05
Position 1130: 6.586922460395424e-05
Position 1382: 4.9278681723220625e-05
Position 414: 4.197429813713672e-05
Position 1384: 4.0817665046173146e-05
Position 261: 3.8970057600923666e-05
Position 379: 3.696901332615443e-05
Position 596: 3.6423920027801346e-05
Position 1156: 3.243895250254362e-05
Position 525: 3.057487931401292e-05
Position 417: 2.555196727370435e-05
Position 672: 2.1907132295908253e-05
Position 1504: 2.112968959857299e-05
Position 212: 2.0667641605095984e-05
Position 898: 1.8235314835245413e-05
Position 221: 1.8002448121517268e-05
Position 871: 1.6871436646052636e-05
Position 203: 1.4056968221519934e-05
Position 607: 1.2761387395433088e-05
Position 258: 6.02007756136263e-06
Position 273: 3.2933732397664455e-06
Position 129: 3.095931873160316e-06
Position 179: 1.569354170792724e-06
Position 136: 1.2941712344383693e-06
Position 251: 1.1088885382691608e-06
Position 103: 1.0261391688934853e-06
Position 145: 8.597018336186141e-07
Position 803: 8.245507126785085e-07
Position 224: 7.747217462002383e-07
Position 263: 6.154782243636282e-07
Position 370: 2.8611403430591594e-07
Position 477: 9.05612671503246e-12
Position 111: 3.0516868516480848e-12
