Gene = TUSC2
index = 1511
Annotated 5SS: [ 290 1887]
Annotated 3SS: [1765 2056]
SMsplice 5SS: [ 290 1887]
SMsplice 3SS: [1765 2056]
top_k =  500
Partition function (log Z): -3.547674401536224

Sorted 5' Splice Sites (High to Low Probability):
Position 1887: 0.9911294521596251
Position 290: 0.8988752797477789
Position 533: 0.2722200831487316
Position 2186: 0.19927331721515185
Position 2504: 0.05996502901450975
Position 2268: 0.05403685228468226
Position 2117: 0.03694958439026353
Position 240: 0.026707794137064082
Position 1206: 0.02468954393541671
Position 75: 0.01776864389526149
Position 81: 0.010068947437492924
Position 1216: 0.009554009964190662
Position 2260: 0.007515109632971665
Position 2132: 0.007184394365105654
Position 2978: 0.00519699721963419
Position 1122: 0.004183529865090917
Position 969: 0.003438299903048804
Position 98: 0.003215137674254904
Position 2740: 0.0030918274648907822
Position 96: 0.0030260161238444302
Position 976: 0.0029536572048835604
Position 751: 0.002340340313968542
Position 2323: 0.001837419115514776
Position 2297: 0.0016948986535831765
Position 1594: 0.0014703561432355178
Position 1962: 0.0009984217261820659
Position 1237: 0.0006089701664688361
Position 1467: 0.000573074216980082
Position 3199: 0.0004330984125153507
Position 3146: 0.0004115332036360226
Position 516: 0.00039276292317934005
Position 1133: 0.0002861992587170443
Position 1115: 0.00027920910933417647
Position 1072: 0.0002759134876240887
Position 158: 0.0002718442757126597
Position 1934: 0.0002309366522717285
Position 494: 0.00020990317525923554
Position 478: 0.00020239949371705105
Position 2319: 0.00015983863271337321
Position 2316: 0.00012975251720201127
Position 1191: 0.00010769916501945478
Position 1218: 0.00010006041766202552
Position 273: 9.592969153942361e-05
Position 2272: 8.1179742744708e-05
Position 450: 7.062566831315399e-05
Position 878: 6.753698258410395e-05
Position 430: 4.276106101328249e-05
Position 370: 3.9425711896548326e-05
Position 84: 2.110704548373753e-05
Position 6: 2.0906254203664624e-05
Position 261: 2.0270756106576496e-05
Position 1394: 1.9941631569692883e-05
Position 615: 1.67305664442826e-05
Position 1863: 9.80566254726036e-06
Position 2729: 3.739080349607551e-06
Position 1905: 1.2101544002709763e-06
Position 2547: 8.859223240443559e-07
Position 302: 7.449621808965284e-07
Position 2280: 5.30576749144766e-07
Position 905: 4.549778148570349e-07
Position 711: 3.4799780721520723e-07
Position 2330: 2.8873438372150323e-07
Position 176: 1.6659852417607847e-07
Position 688: 5.306840260029449e-08
Position 12: 6.00044203002667e-09
Position 922: 2.749681859783996e-09
Position 856: 2.6300371369516862e-09
Position 639: 1.5770348642463225e-10
Position 971: 1.3393850209175587e-10
Position 340: 4.513427892567739e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1765: 0.9919193972405321
