Gene = VCP
index = 1545
Annotated 5SS: [  913  4999  5359  6575  7999  9096 10272 11033 11247 11673 12235 12449
 12937 13757 14186 15874]
Annotated 3SS: [ 4886  5185  6431  7867  8963 10168 10898 11110 11559 12069 12325 12723
 13447 14029 15718 16026]
SMsplice 5SS: [   86  4999  5359  6575  7999  9096 10272 11033 11247 11673 12235 12449
 12937 13515 14186 15874 16528 16951]
SMsplice 3SS: [ 4886  5185  6431  7867  8963 10168 10898 11110 11559 12069 12325 12723
 13447 14029 15718 16404 16857 17050]
top_k =  500
Partition function (log Z): 32.43909191260109

Sorted 5' Splice Sites (High to Low Probability):
Position 4999: 0.9990439709177009
Position 15874: 0.989049958223058
Position 7999: 0.9875297371842261
Position 14186: 0.975556286947643
Position 11673: 0.9701083907513893
Position 12937: 0.9450804492212771
Position 9096: 0.9266067760553438
Position 12235: 0.8999787172259835
Position 6575: 0.8605209340404796
Position 10272: 0.8583987193825978
Position 5359: 0.8210620316191092
Position 11247: 0.8169658554101067
Position 13515: 0.7539622461653354
Position 16951: 0.6473226596195075
Position 12449: 0.6226707776554248
Position 11033: 0.5213020292005681
Position 86: 0.4382101989038039
Position 10538: 0.43140911410987726
Position 16528: 0.4301391586342152
Position 973: 0.34486895034830295
Position 8863: 0.32974625088857906
Position 4546: 0.32573205608243144
Position 12469: 0.32070511619754133
Position 7721: 0.29436771243048643
Position 13807: 0.2517623656704138
Position 7742: 0.24696355782905605
Position 10926: 0.24625231900981218
Position 7643: 0.21270162981224652
Position 16153: 0.18528593760333384
Position 16532: 0.1520569525220458
Position 7342: 0.12553934457180538
Position 741: 0.09528011817200129
Position 5336: 0.09527047224497584
Position 4708: 0.0918182284618706
Position 4342: 0.09010102445035169
Position 13761: 0.08993364672669125
Position 12259: 0.08798048554718782
Position 9765: 0.08679682693128102
Position 1359: 0.08659603695474612
Position 1780: 0.0750737871230613
Position 913: 0.07246813697528985
Position 15276: 0.05987618773085888
Position 15610: 0.053819264777777126
Position 4725: 0.05211197679936554
Position 13377: 0.050867547403908545
Position 10699: 0.050464719629316125
Position 6526: 0.04866268886015389
Position 16784: 0.04808669225603891
Position 16536: 0.0453635522978996
Position 194: 0.04197126821146485
Position 12426: 0.0395778383838208
Position 5217: 0.038342445721057695
Position 2021: 0.037563891946117055
Position 14880: 0.030782219177500056
Position 10531: 0.029208441694154073
Position 5774: 0.027970072044906417
Position 10765: 0.027655956431541357
Position 10772: 0.02671830475907807
Position 10756: 0.022765475931091753
Position 9458: 0.021609242528957854
Position 1730: 0.021281087320365398
Position 1493: 0.020633161718805478
Position 773: 0.019407547038648748
Position 15329: 0.017064236594176645
Position 4818: 0.016757834066904464
Position 11938: 0.016036069077520095
Position 10405: 0.015496980489103413
Position 13048: 0.015181082945707856
Position 4156: 0.013875457048880525
Position 9714: 0.013248650545327407
Position 213: 0.011464624204928532
Position 6253: 0.01065126253228257
Position 4720: 0.009995908116625579
Position 1223: 0.009955318742139098
Position 12386: 0.00989197657480755
Position 16123: 0.009645586830878142
Position 15064: 0.009589456520792261
Position 581: 0.009132634424227033
Position 11286: 0.008724164039059405
Position 13297: 0.008625407269404696
Position 7490: 0.0076131557299079595
Position 15255: 0.007372252888708561
Position 6512: 0.006998831949236282
Position 5858: 0.00655176806267694
Position 6467: 0.006531614670543668
Position 4452: 0.006505041041629561
Position 13871: 0.006321821850176569
Position 11485: 0.00626982182632951
Position 11748: 0.006146516580116435
Position 7541: 0.006015356470058026
Position 314: 0.005873387174086979
Position 5714: 0.005792522831268535
Position 70: 0.005630545691984507
Position 14139: 0.005548232611019262
Position 7638: 0.005466994298676441
Position 16219: 0.005390546902321814
Position 15820: 0.005299443601949638
Position 2380: 0.004633835447908348
Position 4713: 0.004624847390745529
Position 13533: 0.004460795375596474
Position 9223: 0.004379627925016684
Position 13854: 0.004290551632334252
Position 10782: 0.003887929455548738
Position 5671: 0.0037970431545831657
Position 5675: 0.0036814216468264117
Position 1477: 0.003347107081015189
Position 8610: 0.0032408013213198568
Position 10018: 0.0029858967580489617
Position 8059: 0.0029130825726435476
Position 10685: 0.0029129856505177233
Position 11756: 0.002886497572065232
Position 16571: 0.002789528562744203
Position 6044: 0.0027328735776554597
Position 13530: 0.002673805022291467
Position 8627: 0.002420959160771297
Position 2335: 0.0022867409066312534
Position 12629: 0.0022482385252336626
Position 16187: 0.0021450769905902393
Position 8826: 0.002063878957866671
Position 6912: 0.002003721920098705
Position 3343: 0.0019618621916603967
Position 1012: 0.0018144195702083977
Position 13379: 0.0016566654918471915
Position 168: 0.0015783494115534727
Position 15110: 0.0015427486584368723
Position 15646: 0.0015036514489922407
Position 6610: 0.0014875686643393046
Position 7612: 0.001480392972413164
Position 16821: 0.0014569018924794862
Position 16086: 0.001410596461032568
Position 7663: 0.0013626038473245178
Position 14865: 0.0013456006566271788
Position 118: 0.0013392607348726427
Position 8021: 0.0012588486065279211
Position 13848: 0.0012371581209495851
Position 8882: 0.0011245895315979233
Position 11678: 0.001118331318348357
Position 6900: 0.0009612862167368106
Position 8151: 0.0009040302585912288
Position 4132: 0.0008379288059371268
Position 1738: 0.0008072161850636305
Position 2457: 0.0007887670102770129
