Gene = KNCN
index = 751
Annotated 5SS: [ 151 2023]
Annotated 3SS: [1947 3405]
SMsplice 5SS: [ 151  981 1282 2023]
SMsplice 3SS: [ 829 1212 1974 3405]
top_k =  500
Partition function (log Z): -0.8621917855687071

Sorted 5' Splice Sites (High to Low Probability):
Position 2023: 0.9486609291184
Position 1282: 0.7471311233136927
Position 151: 0.7240456378115594
Position 981: 0.6118946854972563
Position 96: 0.24383397908748894
Position 1486: 0.2181603810876224
Position 736: 0.06066468484924793
Position 491: 0.057274590613701826
Position 830: 0.04468325742719789
Position 2456: 0.034098395217992176
Position 3429: 0.03210289125141696
Position 3224: 0.03104372865219554
Position 2801: 0.02603104439949419
Position 1806: 0.010628038316741206
Position 2788: 0.009434502347501577
Position 2478: 0.006686139948929387
Position 2618: 0.0030318792096849724
Position 1385: 0.0029544821518956476
Position 967: 0.002480467597315492
Position 2668: 0.001995909443555918
Position 836: 0.0018660779372298515
Position 279: 0.001768769002520125
Position 194: 0.0011700048735187034
Position 1513: 0.0011095112145894223
Position 216: 0.001102095551505916
Position 124: 0.0009281043512659597
Position 752: 0.0005907960927326608
Position 923: 0.000520042953612723
Position 1348: 0.00034933667202102325
Position 3559: 0.00029760539508765855
Position 3704: 0.0002680972665800879
Position 281: 0.00023912989248533876
Position 442: 0.00018133769298162982
Position 3680: 0.00016170649559449064
Position 999: 0.00012024330929537732
Position 66: 0.00010142748101832211
Position 918: 9.419641810231738e-05
Position 995: 8.44705208977738e-05
Position 144: 6.924098143025943e-05
Position 921: 6.092616707491439e-05
Position 634: 6.038010163473013e-05
Position 3543: 5.764287463396182e-05
Position 1352: 5.359807913563134e-05
Position 242: 5.297300449591701e-05
Position 1250: 5.07904696902829e-05
Position 1340: 3.600883253412287e-05
Position 589: 3.437550494225172e-05
Position 552: 3.1303838289863125e-05
Position 1362: 3.075179257779662e-05
Position 605: 2.9468957901937556e-05
Position 1084: 1.5110260350402931e-05
Position 603: 9.77693577721264e-06
Position 895: 9.616417931164234e-06
Position 868: 7.823328419048936e-06
Position 1342: 5.183594278739111e-06
Position 477: 3.1914298627045236e-06
Position 126: 2.3018216414054948e-06
Position 2443: 1.5696028658070959e-06
Position 1383: 6.705467911451149e-07
Position 591: 1.4410028693773928e-07
Position 211: 5.531423163050469e-08
Position 570: 1.718852905634344e-08
Position 51: 2.239501161133465e-10
Position 439: 2.3103711105982125e-11
Position 376: 1.166230857261694e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3405: 0.8346036170060349
Position 1212: 0.6851822877126472
Position 829: 0.5804871935287438
Position 1974: 0.38791168259884184
Position 1947: 0.3364950505472371
Position 1440: 0.19604477013237057
Position 1764: 0.12407973699189424
Position 2617: 0.09202399255644805
Position 1795: 0.0512957189625444
Position 634: 0.05123438912011033
Position 3287: 0.04507362580491581
Position 694: 0.03748188056691924
Position 1190: 0.03519889614680198
Position 583: 0.03112871273353741
Position 2666: 0.03104061370670114
Position 3547: 0.03000785357243962
Position 2292: 0.026205814966948973
Position 1890: 0.023406959124787612
Position 343: 0.021973908377988554
Position 1138: 0.017312643795616593
Position 1980: 0.0163771416934872
Position 1157: 0.01310728542466812
