Gene = ABHD6
index = 5
Annotated 5SS: [  411 12437 19200 29840 31929 33559 37310 47634 47948]
Annotated 3SS: [12371 19055 29682 31814 33425 37151 47578 47846 56082]
SMsplice 5SS: [  411 19200 19392 23668 31929 37310 44129 47634 47948]
SMsplice 3SS: [19055 19295 23483 31814 37151 44047 47578 47846 56082]
top_k =  500
Partition function (log Z): -26.73546372910001

Sorted 5' Splice Sites (High to Low Probability):
Position 19200: 0.9983108590335436
Position 411: 0.938689593010342
Position 19392: 0.7830198774662015
Position 23668: 0.4341935989216421
Position 1578: 0.24576325415641503
Position 23559: 0.09484804520935002
Position 317: 0.05069143907484828
Position 1001: 0.0027408132594383453
Position 1139: 0.0026411108481242777
Position 21170: 0.0013483875850416446
Position 335: 0.0010163389029563786
Position 24: 0.000903654514657884
Position 406: 0.0007776622046025191
Position 218: 0.0004987333216837277
Position 439: 0.00040790119385049806
Position 1147: 0.0002847454623196363
Position 1044: 0.00021839862708799833
Position 599: 0.00019261375773329251
Position 668: 0.00017947028817295586
Position 131: 0.00017131624629768981
Position 368: 0.00013422386482859488
Position 396: 0.00012071648523127418
Position 110: 0.00011003586956420352
Position 1108: 8.918182314059335e-05
Position 64: 8.208664043679523e-05
Position 678: 6.578715099382553e-05
Position 1388: 4.314559756728728e-05
Position 8817: 3.77665988239831e-05
Position 4249: 1.003271622800657e-05
Position 3959: 7.801278117698475e-06
Position 6298: 3.173228680680367e-06
Position 636: 8.893338950531567e-07
Position 2276: 3.7743129554736857e-07
Position 3578: 2.6987907402565203e-07
Position 1501: 2.17229145703593e-07
Position 3989: 2.1281292301906385e-07
Position 3684: 2.541749791301493e-08
Position 2851: 1.9089247172651764e-08
Position 94: 4.988216247760067e-09
Position 32: 4.101605654782109e-09
Position 121: 4.072422105332033e-09
Position 91: 2.3758592460729256e-09
Position 436: 6.328035391730942e-10
Position 278: 2.624441611644933e-10
Position 240: 2.1083759992384738e-10
Position 77: 1.8302627479093322e-10
Position 525: 1.0246876723413954e-10
Position 772: 4.040806010484711e-11
Position 86: 2.29928437610775e-11
Position 493: 3.4705564675674457e-13
Position 53: 8.339340044203811e-14
Position 476: 7.060343049261357e-14
Position 516: 1.0409885047058666e-16
Position 491: 5.685617741480514e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 29682: 0.815985908745837
Position 19055: 0.8070396817667764
Position 19295: 0.792174278626057
Position 23483: 0.5371587745725614
Position 1491: 0.23751492135152272
Position 19020: 0.19203356714512754
Position 24833: 0.06313834562043434
Position 26761: 0.03638166307851929
Position 21118: 0.02817316999444984
Position 21440: 0.011564218507060943
Position 22306: 0.008026865243372852
Position 20193: 0.0058398001803588164
Position 23876: 0.0038575858635348913
Position 23768: 0.003855247014878571
Position 1535: 0.0027644209122046075
Position 20553: 0.0018857916782796845
Position 19422: 0.0016005971618643748
Position 1504: 0.0014087716885962543
Position 1242: 0.0013341928532055723
Position 1440: 0.001045510193644747
Position 20896: 0.0009152542502881214
Position 1464: 0.0007726201155010993
Position 19707: 0.000713513148455966
Position 1453: 0.0005464437123262535
Position 19583: 0.00044975452982389755
Position 1289: 0.0004160205803541343
Position 14524: 0.00012325363533154514
Position 504: 9.98117682112372e-05
Position 491: 9.047603999565645e-05
Position 6179: 6.766697492401169e-05
Position 10586: 4.805827037524194e-05
Position 9302: 4.692893404297793e-05
Position 7679: 4.682786526225524e-05
Position 12371: 4.2871229022433976e-05
Position 8724: 4.086579092743681e-05
Position 9017: 3.8791315438969584e-05
Position 8913: 3.212726642587219e-05
Position 10461: 3.0389523618254275e-05
Position 730: 2.5034661903302728e-05
Position 3747: 2.4804460924841377e-05
Position 5065: 2.2830170460368483e-05
Position 9053: 1.580421104013271e-05
Position 4041: 1.5385842319344837e-05
Position 2783: 1.4853980765127766e-05
Position 11886: 1.2194534838140556e-05
Position 5489: 1.149357400329266e-05
Position 11533: 1.0775553056251486e-05
Position 9555: 1.0189848702493681e-05
Position 8531: 9.780770396829597e-06
Position 4107: 7.880170728263359e-06
Position 3833: 7.856107659154668e-06
Position 5336: 7.130301507961243e-06
Position 7357: 6.738747822198577e-06
Position 8492: 6.398040839863398e-06
Position 6129: 5.531466904530837e-06
Position 1035: 5.401365283099003e-06
Position 3632: 5.0926695510873585e-06
Position 4858: 4.487958250153509e-06
Position 3577: 4.0602035703740825e-06
Position 984: 4.052419218706229e-06
Position 2123: 3.692763141303695e-06
Position 3459: 3.3324033293466014e-06
Position 7626: 3.2866805464699662e-06
Position 929: 2.8982724979821698e-06
Position 8968: 2.8168096135643843e-06
Position 4669: 2.726191797044626e-06
Position 2090: 2.5889965708114683e-06
Position 8861: 2.5762774329059374e-06
Position 1735: 2.4340146355113103e-06
Position 6612: 2.1973288856372383e-06
Position 5384: 2.12335685047016e-06
Position 903: 2.0954379971659972e-06
Position 2919: 1.9924322277023067e-06
Position 1755: 1.967658564994176e-06
Position 3245: 1.941826024247574e-06
Position 598: 1.8533452386412015e-06
Position 5007: 1.8239447804627729e-06
Position 1979: 1.7005809139205096e-06
Position 906: 1.5873170768889483e-06
Position 3988: 1.3285688304587093e-06
Position 5073: 1.1975021777457358e-06
Position 733: 1.1660501392229349e-06
Position 828: 1.1085200130320982e-06
Position 6559: 9.689970804921943e-07
Position 3919: 8.890905435458961e-07
Position 807: 7.973355751283023e-07
Position 6175: 7.824276817357182e-07
Position 1000: 7.662352642131368e-07
Position 3764: 6.626884019205873e-07
Position 875: 6.327016445851691e-07
Position 1801: 6.271645252396706e-07
Position 3684: 6.183557495624654e-07
Position 450: 3.9520583345406686e-07
Position 2753: 3.867922092409705e-07
Position 1695: 3.764187336670108e-07
Position 641: 3.3969074398380816e-07
