Gene = TEX35
index = 1392
Annotated 5SS: [ 151 1001 1692 2839 3598 7360 7798 8188]
Annotated 3SS: [ 949 1622 2781 3537 7294 7595 8144 9247]
SMsplice 5SS: [  37 1001 2839 3598 7360 7798]
SMsplice 3SS: [ 949 2781 3537 7294 7595 8144]
top_k =  500
Partition function (log Z): -2.756477549451465

Sorted 5' Splice Sites (High to Low Probability):
Position 2839: 0.957676969016033
Position 3598: 0.7851017863775518
Position 7360: 0.7260314366997468
Position 1001: 0.6398362852086298
Position 7798: 0.6216839628987133
Position 37: 0.4368700562786594
Position 151: 0.41864949124090395
Position 1692: 0.3972538928417382
Position 1734: 0.25989833826273245
Position 8075: 0.20365080407641917
Position 8188: 0.1500742103705173
Position 1109: 0.14525538440642327
Position 1740: 0.14511933435871377
Position 7203: 0.07885320955324465
Position 807: 0.05872134567181612
Position 2453: 0.046980154839972914
Position 177: 0.042677808998119404
Position 9360: 0.0397222134973836
Position 803: 0.03371259139432988
Position 8227: 0.03102088154379579
Position 1491: 0.029914848839347412
Position 3891: 0.02236485002996435
Position 1329: 0.018642302235735646
Position 4094: 0.017157318385520183
Position 4548: 0.017059273527023272
Position 7899: 0.01438452118476863
Position 3826: 0.01417931987718754
Position 6492: 0.012532096149525673
Position 1375: 0.010976895842160663
Position 6865: 0.01075477744022402
Position 3058: 0.010630851297728948
Position 1696: 0.010518492846655923
Position 585: 0.009387690400774296
Position 1055: 0.009078469098843613
Position 1265: 0.007530587378738133
Position 8192: 0.004540313997787055
Position 1969: 0.004018064706897848
Position 2013: 0.003985162896120886
Position 1597: 0.0034624754856040114
Position 793: 0.003443203961602203
Position 2608: 0.0031261687459452595
Position 2300: 0.002492437715886529
Position 2457: 0.002364388387686206
Position 1157: 0.002108049501988715
Position 269: 0.0020380203427590926
Position 3064: 0.0017101717595669325
Position 212: 0.0015370947977781126
Position 214: 0.0013548961116357987
Position 305: 0.0011736106090959428
Position 7241: 0.0010957470284110754
Position 181: 0.0009516931268550232
Position 8288: 0.0009213746109055224
Position 3095: 0.000861953748714965
Position 768: 0.0006478662903548726
Position 2877: 0.0006097127003742812
Position 1072: 0.0005486170219150316
Position 1258: 0.0004968607706132387
Position 2983: 0.00041563744576045346
Position 7366: 0.0004148517463018192
Position 255: 0.0004065019967503149
Position 7857: 0.00039444698193326366
Position 849: 0.00033299329177003474
Position 2945: 0.00024617395958629923
Position 175: 0.00020198042077442416
Position 332: 0.00012666159297754548
Position 1065: 0.0001206959559942203
Position 114: 0.0001011844897029501
Position 827: 9.500375180892384e-05
Position 3348: 8.526111105816196e-05
Position 841: 7.799820991910976e-05
Position 3359: 6.920061010876065e-05
Position 418: 4.3343704566627515e-05
Position 675: 3.755381558751259e-05
Position 577: 3.3680281480600915e-05
Position 10: 2.819531581354917e-05
Position 62: 2.4582337065835305e-05
Position 775: 2.1726115642050123e-05
Position 509: 1.4976356770479201e-05
Position 307: 1.48192757045951e-05
Position 13: 1.0847379430218354e-05
Position 74: 1.0160635574776512e-05
Position 294: 5.921766602899742e-06
Position 871: 5.183101344352479e-06
Position 84: 3.897471385681594e-06
Position 852: 2.76018222055751e-06
Position 77: 1.2602903974930232e-06
Position 41: 9.418179894368675e-07
Position 54: 8.667024960984811e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 949: 0.7640803453382181
Position 2781: 0.7447229975974233
Position 3537: 0.7321636964774163
Position 7294: 0.7127470773781633
Position 7595: 0.5901607011087984
Position 1622: 0.4807674173379462
Position 7966: 0.3486187953825891
Position 8144: 0.29769560105974946
Position 9247: 0.2660321236710388
Position 2740: 0.21063330264320623
Position 1596: 0.20614387730039313
Position 8480: 0.18233160154365058
Position 1520: 0.11304548202256169
Position 8060: 0.10059315609500565
Position 6983: 0.07766100785441925
Position 7604: 0.06289350827607457
Position 9218: 0.05678248414814571
Position 8594: 0.04448967905016725
Position 2344: 0.04368557214793345
Position 9465: 0.03186184806353722
Position 3543: 0.0253907060460433
Position 3515: 0.022608985111897097
Position 3759: 0.02113984259598934
Position 921: 0.020978429246427836
Position 1145: 0.020955914365559387
Position 3972: 0.017829234403803327
Position 1327: 0.014352194333967318
Position 727: 0.013553145585771979
Position 6402: 0.012430167085217752
Position 8226: 0.01204664533938048
Position 4474: 0.011888873141914093
Position 7731: 0.011159872196360308
Position 3373: 0.009460357213857665
Position 7267: 0.009137125810711962
Position 8104: 0.008378624949754533
Position 3679: 0.007925849607388933
Position 1168: 0.007895929390468745
Position 9505: 0.007704695352225658
Position 6734: 0.0072884173661186945
Position 7728: 0.007199803981983771
Position 7607: 0.006677940822983675
Position 6857: 0.006645613755873865
Position 1641: 0.006634517104244079
Position 704: 0.006519576004497494
Position 701: 0.005214159528696635
Position 4356: 0.005064217777465383
Position 7062: 0.004717214483374551
Position 2689: 0.004683564374880141
Position 664: 0.004488524321355542
Position 1399: 0.004336729947602855
Position 2966: 0.0043264867477132846
Position 2566: 0.003934491237439814
Position 1930: 0.003918628648514914
Position 8245: 0.0038357528087915368
Position 8171: 0.003366839380727363
Position 2540: 0.003362120376897256
Position 1877: 0.00333762057700161
Position 745: 0.0030948318653302976
Position 9533: 0.0030064400425053564
Position 8499: 0.0029528406614493115
Position 1638: 0.0026821889868949914
Position 1490: 0.0023990936598696153
Position 6748: 0.0023832026219286627
Position 8456: 0.002009244525775598
Position 7758: 0.001969923494431797
Position 2299: 0.001961555677147435
Position 6819: 0.001939870218035664
Position 1225: 0.0019367917963973285
Position 3384: 0.001879913233306905
Position 1199: 0.0016283325083073083
Position 1323: 0.001588157869972364
Position 8696: 0.001547769867101115
Position 2285: 0.0014271856084513072
Position 2351: 0.001419917005463953
Position 2075: 0.0014077584307470266
Position 1527: 0.0013994141869221777
Position 2215: 0.0011261966534930553
Position 933: 0.000985191177684093
Position 3820: 0.0009770552971747424
Position 7439: 0.0009680198998696211
Position 521: 0.0009604863502024679
Position 2675: 0.0009543904697546684
Position 2953: 0.000800446317020467
Position 2593: 0.0007598577059509217
Position 5279: 0.0007465531050791072
Position 1671: 0.0007387851171248512
Position 1907: 0.0007209692353974955
Position 1433: 0.0007205064919171367
Position 4403: 0.0006558156482885956
Position 571: 0.0006549487968058145
Position 4406: 0.0006389710630360406
Position 951: 0.0006130288007636384
Position 1089: 0.0005968637683675032
Position 7626: 0.0005877389361855778
Position 3472: 0.0005549337127235925
Position 889: 0.0005386983357108375
Position 7398: 0.0005347078768182961
Position 675: 0.0005308703949371077
Position 3230: 0.0005198051532509447
Position 1800: 0.0004280729517957083
Position 1108: 0.00042671273427506343
Position 6339: 0.000426591896402136
Position 624: 0.0004222783385547238
Position 3763: 0.0004219205252917723
Position 1374: 0.00041286524573092833
Position 2212: 0.00040770751561652126
Position 3558: 0.0003568477187150395
Position 2509: 0.0003290231423547196
Position 2257: 0.0002833959086217993
Position 3923: 0.00027037749835116966
Position 1430: 0.00025312382788256796
Position 731: 0.00023613118999382617
Position 2607: 0.00023395479907772551
Position 2051: 0.00020924411284029115
Position 3597: 0.0001833513683742534
Position 862: 0.00017811330030132106
Position 1229: 0.0001619721886056171
Position 6518: 0.00014953923702247765
Position 955: 0.0001352721153606409
Position 1537: 0.00013301990034700554
Position 779: 0.00012422431348054996
Position 125: 0.00011721717749854291
Position 3424: 0.00011595419515401532
Position 1287: 0.00010763199776468632
Position 4037: 0.00010298057685470904
Position 123: 0.00010106748395110403
Position 1185: 9.48663573641203e-05
Position 1196: 8.981262117123145e-05
Position 883: 8.104671817641036e-05
Position 2914: 7.779282664554741e-05
Position 4894: 7.182460695316528e-05
Position 2982: 6.701761941897034e-05
Position 1268: 5.5588477498015165e-05
Position 323: 3.693843504231914e-05
Position 464: 3.6038374618880705e-05
Position 751: 3.095131999188812e-05
Position 407: 2.9814125555273287e-05
