Gene = SSUH2
index = 1345
Annotated 5SS: [   85 16316 16775 18409 20026 21270 22411 24377 25846 26533 28526]
Annotated 3SS: [16216 16692 18132 19964 21144 22347 24290 25752 26426 28417 32059]
SMsplice 5SS: [  147  3852 12127 13229 14002 16316 16775 18409 20026 22411 24377 25846
 26533 28626]
SMsplice 3SS: [ 3739 12004 13147 13836 16216 16692 18278 19964 22321 24290 25752 26426
 28417 30447]
top_k =  500
Partition function (log Z): 23.62109878927327

Sorted 5' Splice Sites (High to Low Probability):
Position 16316: 0.989303994798637
Position 16775: 0.9872450538610446
Position 20026: 0.905052042855535
Position 26533: 0.8956064182133444
Position 12127: 0.8919214147796628
Position 24377: 0.8856288754447558
Position 13229: 0.8638568117245516
Position 25846: 0.8549244314339218
Position 28626: 0.8249174143206304
Position 18409: 0.8040535759457021
Position 21270: 0.8033794443595123
Position 3852: 0.7206501818203427
Position 7344: 0.5791464296086917
Position 14002: 0.5395807624907447
Position 22411: 0.5394624142731057
Position 1313: 0.5156668462355781
Position 22807: 0.4785105574914032
Position 22433: 0.41718015604213204
Position 147: 0.4145018083693793
Position 20769: 0.38707018696037365
Position 85: 0.36029931515924546
Position 19886: 0.35499863164087164
Position 9731: 0.32779010305018663
Position 9040: 0.2971862473733332
Position 12284: 0.27061490990471765
Position 10164: 0.2603041198580509
Position 9512: 0.2595584192677933
Position 29489: 0.25442181155343585
Position 18224: 0.22497487241455638
Position 7911: 0.22321258153854243
Position 20895: 0.19123696337398247
Position 9944: 0.17746364289505254
Position 28526: 0.17198975093446922
Position 50: 0.16757196716753522
Position 6868: 0.16232830600721132
Position 1796: 0.16103369312928809
Position 20840: 0.16012406417523312
Position 27547: 0.14246435297134402
Position 1823: 0.142182945329337
Position 19123: 0.1408930959124052
Position 26351: 0.13887305531854624
Position 8948: 0.1296011134307956
Position 9031: 0.11894642652470422
Position 858: 0.10620541154219414
Position 17882: 0.10223426991729148
Position 27045: 0.0977032399690333
Position 5724: 0.08687308510453152
Position 25161: 0.085882820353942
Position 2346: 0.07989312598361512
Position 17677: 0.07921043947341926
Position 18700: 0.07570036006950764
Position 29763: 0.0752970209031257
Position 2816: 0.06569840323375864
Position 11869: 0.06432200848402543
Position 26273: 0.059866918435647516
Position 14605: 0.058690137923367525
