Gene = KIFAP3
index = 746
Annotated 5SS: [   260  19391  27984  35463  36406  39242  40324  42810  50278  58234
  82541  90114  91426  91994  92724  96611 102183 113650 120685]
Annotated 3SS: [ 19258  27828  35406  36263  39141  40198  42710  50098  58070  82439
  90004  91312  91827  92597  96511 102096 113459 120584 152913]
SMsplice 5SS: [   260  19391  27984  36406  39242  82541  88630  90114  90325  91426
  91994  92724  96611 113650 120685 131071]
SMsplice 3SS: [ 19258  27828  36263  39141  82439  88413  90004  90242  91312  91827
  92597  96511 113459 120584 130950 152913]
top_k =  500
Partition function (log Z): -68.89194510731019

Sorted 5' Splice Sites (High to Low Probability):
Position 7192: 0.9999814572086461
Position 19391: 0.9999667731473955
Position 27984: 0.9973223124001545
Position 260: 0.687618229283051
Position 36406: 0.5018427256546372
Position 33019: 0.23936134839672615
Position 33023: 0.19183408208131966
Position 543: 0.16609709523375635
Position 533: 0.13431010246517724
Position 28636: 0.12823837934922935
Position 28631: 0.061527463148865154
Position 407: 0.011975778622147675
Position 28386: 0.0048693453088016906
Position 19540: 0.0007340636414421474
Position 22343: 0.00019378242350359047
Position 19583: 1.4371193469801786e-05
Position 5991: 3.156385980173553e-06
Position 6763: 4.5019534577986577e-07
Position 6729: 4.260180263831114e-07
Position 845: 3.642177126789922e-07
Position 3009: 3.420884496176669e-07
Position 3956: 3.410125474192185e-07
Position 2277: 3.405144202972851e-07
Position 1010: 2.7447152930977047e-07
Position 2272: 1.2609717192517592e-07
Position 3590: 1.2502054143337882e-07
Position 4315: 9.399087412547285e-08
Position 79: 8.616900171847104e-08
Position 4703: 7.565849577465903e-08
Position 1186: 6.936524698339999e-08
Position 146: 6.321237202666363e-08
Position 3219: 4.189235921452752e-08
Position 138: 2.0220272548801033e-08
Position 3264: 1.8796271753604994e-08
Position 3836: 1.6117226431172755e-08
Position 4515: 1.3621143164627675e-08
Position 2369: 1.3013950717569736e-08
Position 4293: 1.0755050339467175e-08
Position 2645: 8.707226521087298e-09
Position 16: 6.292318189298629e-09
Position 140: 3.492330262637793e-09
Position 1191: 2.8521139242084092e-09
Position 327: 2.154398554710236e-09
Position 320: 1.0593323793611088e-09
Position 801: 2.8397784348821204e-10
Position 1637: 1.8981984671397285e-10
Position 819: 7.657901978812146e-11
Position 1197: 4.653299240595846e-11
Position 1285: 4.4244652896232956e-11
Position 1766: 3.5818981194975503e-11
Position 831: 3.182599538724103e-11
Position 493: 2.3772631823151085e-11
Position 1804: 1.7648333849456366e-11
Position 76: 1.70836556318585e-11
Position 351: 1.4614150376792285e-11
Position 1057: 1.0009238823828293e-11
Position 1778: 9.51682963203929e-12
Position 448: 8.904288499425124e-12
Position 33: 3.516277300210455e-12
Position 281: 3.233904431060283e-12
Position 52: 2.9860221435932275e-12
Position 312: 1.7997562707786268e-12
Position 31: 1.779741598027441e-12
Position 384: 9.3235542453086e-13
Position 412: 6.153618452714867e-13
Position 124: 5.096651307751999e-13
Position 440: 3.6684879616169936e-13
Position 160: 4.507038390652705e-14
Position 638: 1.0156620909112468e-15
Position 334: 2.591411278364391e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 19258: 0.9999667731473955
Position 27828: 0.997814367334268
Position 36263: 0.9630102341265655
Position 6884: 0.46560492693270406
Position 32854: 0.4444967430543048
Position 36514: 0.3549779444834383
Position 6963: 0.32756498292333713
Position 28488: 0.18635119291894114
Position 36931: 0.1468647811712021
Position 7112: 0.12137535909988306
Position 6905: 0.07939954347935425
Position 28491: 0.021344584840533542
Position 6821: 0.006038769357373942
Position 28276: 0.005554206436879625
Position 29450: 0.0023959693078742326
Position 19470: 0.0005180428530393806
Position 22175: 0.00039972151308361836
Position 20279: 0.00039170661439706406
Position 19500: 0.00037273725384745314
Position 24038: 0.00034954375442091133
Position 24963: 0.0003364200864416536
Position 22463: 0.00015573891305614327
Position 20636: 0.00011907804099486129
Position 19892: 9.650446241759217e-05
Position 19731: 6.208840345895873e-05
Position 21447: 6.120366240789613e-05
Position 21165: 5.436223849222703e-05
Position 19636: 4.907035442420612e-05
Position 19821: 4.2689775411019415e-05
Position 19944: 2.934008802906057e-05
Position 20975: 2.459968651004667e-05
Position 20717: 1.6817928069934442e-05
Position 19997: 1.4957443050254581e-05
Position 13985: 4.921477229827334e-06
Position 13467: 3.944929528950021e-06
Position 4669: 3.858009859005575e-06
Position 17393: 3.46828149142412e-06
Position 6234: 2.2575030583346986e-06
Position 12793: 2.058337191754787e-06
Position 1877: 1.744055440596677e-06
Position 5857: 1.7084908998813343e-06
Position 351: 1.1709851749260614e-06
Position 5917: 1.09930453290867e-06
Position 7290: 1.078806001323591e-06
Position 5703: 9.738751120945586e-07
Position 8075: 7.736390132768411e-07
Position 5790: 7.168047316497917e-07
Position 9889: 5.84184081099485e-07
Position 7671: 5.758599139411678e-07
Position 4394: 5.356277441880599e-07
Position 6375: 5.159597479138612e-07
Position 5580: 5.064317062303153e-07
Position 4553: 4.0250270646891864e-07
Position 653: 3.216086154640356e-07
Position 6583: 2.91645423781152e-07
Position 7922: 2.8572489792489187e-07
Position 2410: 2.8084062574648046e-07
Position 3879: 2.3715338607127883e-07
Position 2928: 2.325616399324435e-07
Position 899: 2.317791311853163e-07
Position 6708: 2.2948194122021227e-07
Position 7788: 2.2195567851728382e-07
Position 6686: 1.9403207828118735e-07
Position 448: 1.8585314195244561e-07
Position 2848: 1.5228303317315498e-07
Position 3465: 1.4486020932495138e-07
Position 5318: 1.3804801861598825e-07
Position 6043: 1.294270202724128e-07
Position 8180: 1.258654070778717e-07
Position 604: 1.2584141796373458e-07
Position 4347: 1.253686257394599e-07
Position 8975: 1.054341468344621e-07
Position 9910: 1.0014330580547185e-07
Position 4570: 9.408745151854521e-08
Position 4533: 9.332485809095113e-08
Position 2879: 9.079912008247227e-08
