Gene = SLC35B4
index = 1267
Annotated 5SS: [  377  7686 10380 12247 15023 15291 16900 17529 20661]
Annotated 3SS: [ 7571 10276 12196 14940 15229 16789 17452 20584 21971]
SMsplice 5SS: [  377 10380 12427 15023 16900 17529]
SMsplice 3SS: [10276 12376 14940 16789 17452 25874]
top_k =  500
Partition function (log Z): 2.1409939379508587

Sorted 5' Splice Sites (High to Low Probability):
Position 10380: 0.9909721806960604
Position 17529: 0.9760482785825533
Position 16900: 0.9451600874097302
Position 12427: 0.8979630110443082
Position 15023: 0.8777115873780958
Position 377: 0.8072310988153619
Position 7686: 0.4464770738741208
Position 4518: 0.4451814433922988
Position 18049: 0.31501598468769915
Position 20784: 0.2796770188772854
Position 21972: 0.2545049116108181
Position 12247: 0.22772937552984107
Position 1818: 0.16896396663816818
Position 20855: 0.15844138211450498
Position 22231: 0.13847635208597966
Position 9978: 0.10151534315708054
Position 2013: 0.10049473886437912
Position 26: 0.08408050889944067
Position 20661: 0.07780319569221568
Position 3310: 0.07314959439146271
Position 17055: 0.06697637722630394
Position 6976: 0.0668465464453959
Position 196: 0.049295853953543294
Position 6115: 0.04861942613666081
Position 248: 0.045759408376599475
Position 8076: 0.03938573853113939
Position 4485: 0.035639277801120736
Position 20702: 0.03041495062360364
Position 9182: 0.029447880052244517
Position 10836: 0.027528249023974403
Position 11400: 0.02592687967831369
Position 22273: 0.020755057636164257
Position 15020: 0.019592904361866278
Position 17290: 0.019485319665905478
Position 17367: 0.01775945624012137
Position 2317: 0.015547393535121027
Position 25132: 0.015299680551339904
Position 174: 0.014878255849775689
Position 1801: 0.012735426578922042
Position 3798: 0.010709485986857364
Position 10472: 0.008949952065578389
Position 15487: 0.008102468420098624
Position 14206: 0.008007478733014951
Position 10965: 0.007818502322559387
Position 17981: 0.007585043650275472
Position 7691: 0.007315819464314309
Position 6691: 0.006753529237507176
Position 19308: 0.0066016144604603665
Position 32: 0.006233440556752741
Position 16790: 0.005916526897085157
Position 9100: 0.005762095260960486
Position 3314: 0.005644131896952348
Position 25452: 0.005602735556287669
Position 22057: 0.004807055487727719
Position 16637: 0.0047329640896772536
Position 242: 0.004509736340068644
Position 1796: 0.004410200576817803
Position 4532: 0.004183556438702016
Position 2774: 0.004181620216803171
Position 713: 0.0035804737772720946
Position 346: 0.003224778460430041
Position 20859: 0.0029754889818898837
Position 16926: 0.002794067758040964
Position 12273: 0.0023450275211760827
Position 16993: 0.0023044064207496918
Position 6714: 0.0022889392785622985
Position 2807: 0.0019016351767574765
Position 318: 0.0018858253087769053
Position 1524: 0.0018731539030115655
Position 5246: 0.0018287200174392083
Position 19972: 0.0017809990094622237
Position 13524: 0.001780209496055428
Position 20851: 0.0016889151796388214
Position 7916: 0.0016602920299451465
Position 18261: 0.0014028229551141082
Position 12738: 0.001389651811589545
Position 4504: 0.0013189122946007641
Position 3193: 0.001297068180238671
Position 7460: 0.0012531941353417506
