Gene = RP11-577H5.5
index = 1178
Annotated 5SS: [   90  2727  4552  5565 31030 31438 32519 32928]
Annotated 3SS: [ 2636  4376  5477 30867 31226 32441 32806 34007]
SMsplice 5SS: [   90  2727  4552 11788 12032 31030 31438 32519 32928]
SMsplice 3SS: [ 2636  4376 11635 11890 30867 31291 32441 32838 33004]
top_k =  500
Partition function (log Z): 4.573100725155996

Sorted 5' Splice Sites (High to Low Probability):
Position 12032: 0.9999999350873247
Position 31030: 0.9999994263288887
Position 2727: 0.9989272882424786
Position 32928: 0.9925802321933903
Position 32519: 0.9891794171896809
Position 4552: 0.9294871843835688
Position 90: 0.6960481257089591
Position 11788: 0.456770530817543
Position 11385: 0.29524771087317647
Position 119: 0.2764040190893806
Position 11744: 0.22291135089905798
Position 11713: 0.15760462822977747
Position 33129: 0.12607776146631128
Position 5980: 0.11703698054856654
Position 11756: 0.10939699536369733
Position 6891: 0.10400518768279657
Position 10694: 0.0897588592345739
Position 7470: 0.059511879549435716
Position 11681: 0.053316490232658005
Position 5565: 0.0485575199415485
Position 6628: 0.03875472865711736
Position 11000: 0.03430819624170972
Position 4520: 0.02773596514809262
Position 6944: 0.02660189752004932
Position 10385: 0.02655669127887202
Position 1586: 0.026076842745017387
Position 33185: 0.02300813323584236
Position 925: 0.021013965727655536
Position 7195: 0.020844404292307873
Position 9033: 0.020259753970314667
Position 1332: 0.017552296049611876
Position 3672: 0.015481354682718303
Position 33080: 0.014375255181008205
Position 9164: 0.01326800774151411
Position 7010: 0.013209816450604116
Position 7530: 0.012479465268134475
Position 5880: 0.010958350135017225
Position 32757: 0.010900289077297544
Position 1093: 0.010150708731614489
Position 839: 0.008667553733968868
Position 32546: 0.006086292313448752
Position 1892: 0.005731906527796855
Position 4222: 0.005402609729143845
Position 33248: 0.005371676209451741
Position 7014: 0.0027119863028575
Position 2141: 0.00234412038277103
Position 3527: 0.0020825462208402612
Position 33785: 0.0017060894809045157
Position 32606: 0.0014727660128741676
Position 1326: 0.0014497056560897777
Position 3250: 0.0014219814748641507
Position 3432: 0.0013448244339126583
Position 3327: 0.0013298131724113309
Position 456: 0.0013015025134327336
Position 1406: 0.0012419335954927985
Position 622: 0.001109431697281165
Position 1597: 0.0010756640691637707
Position 1998: 0.0009304818858506821
Position 2662: 0.000887307556240923
Position 3208: 0.0008254920636129762
Position 1732: 0.0008073853605914425
Position 685: 0.0007115851828747861
Position 3523: 0.000628171113140135
Position 527: 0.000568250945403831
Position 3919: 0.0005673205171369662
Position 489: 0.0005574308671083317
Position 5746: 0.0005139283376965394
Position 34086: 0.0005046627757495876
Position 33844: 0.0004959873907174968
Position 1821: 0.0004624025654635788
Position 3547: 0.00042279283191965584
Position 1925: 0.00040485410944580334
Position 34060: 0.0004044796250540005
Position 4185: 0.00038858864822971414
Position 4183: 0.0003613058915560956
Position 1691: 0.0003293467391166727
Position 33447: 0.0002728695566319428
Position 4123: 0.0002575589660506291
Position 255: 0.00025337782945069915
Position 4187: 0.0002396054995386454
Position 3698: 0.00022851110816348106
Position 3552: 0.00022174937547853285
Position 32899: 0.0002183846136554675
Position 4189: 0.00020573260431897442
Position 3563: 0.0002056723250976096
Position 1474: 0.00019310641929944748
Position 150: 0.00019193837997373212
Position 33404: 0.00018859719142194395
Position 2167: 0.00017980593064658606
Position 33321: 0.0001661797246801502
Position 152: 0.0001205640871498472
Position 970: 0.00011952119565562488
Position 1841: 0.0001037876930188336
Position 2349: 8.942419847816331e-05
Position 2157: 8.242946723182874e-05
Position 2179: 7.620176304737085e-05
Position 33084: 7.24164528590682e-05
Position 94: 6.29935846592936e-05
Position 1183: 6.0229177564470975e-05
Position 1169: 5.347476299509939e-05
Position 1716: 4.4545299388669354e-05
Position 1305: 4.179888713102715e-05
Position 321: 3.7875990772900035e-05
Position 350: 3.296799920419098e-05
Position 1415: 2.9896521474456007e-05
Position 355: 2.5370809127732154e-05
Position 498: 2.0402655958486207e-05
Position 257: 7.288740601057802e-07
Position 1013: 4.086611645358245e-07
Position 833: 3.087435301596677e-07
Position 2866: 2.0271980197992977e-07
Position 33505: 1.8728133647484479e-07
Position 2731: 7.155021393516673e-08
Position 533: 6.552290130119606e-08
Position 553: 5.5538335049308926e-08
Position 12296: 4.544417496402368e-08
Position 15509: 3.7279122827649874e-08
Position 302: 2.5582495747690322e-08
Position 2827: 2.447418118110941e-08
Position 15: 1.697079463906457e-08
Position 11948: 9.890395744505166e-09
Position 333: 8.702186720028677e-09
Position 63: 7.655393115843036e-09
Position 348: 2.678375853487206e-09
Position 216: 2.462870044696529e-09
Position 12011: 1.8771263797076455e-09
Position 201: 1.809350399188959e-09
Position 259: 8.839148972747119e-10
Position 137: 8.507099860039645e-10
Position 4853: 8.211313480106802e-10
Position 606: 4.862815437389133e-10
Position 248: 1.9295332339829176e-10
Position 11969: 9.914943249437462e-11
Position 5194: 8.623934599299052e-11
Position 11863: 8.178155344232469e-11
Position 265: 6.103123711364667e-11
Position 214: 5.1789619553006974e-11
Position 5854: 4.4960159083150974e-11
Position 6931: 1.779030799295877e-11
Position 235: 4.5670659515423844e-12
Position 3475: 1.7516879874879887e-12
Position 3885: 1.5852225727172082e-12
Position 66: 1.587368941580636e-13
Position 4582: 6.476996331436486e-14
Position 3297: 2.2382070784252315e-14
Position 3067: 1.1978480058301436e-14
Position 443: 8.59530722412181e-15
Position 3566: 7.125963171143577e-15
Position 596: 3.851308160024665e-15
Position 3073: 3.645815773593534e-15
Position 4663: 3.0514709071811303e-15
Position 565: 6.473440966382374e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 30867: 0.9999994263288887
Position 2636: 0.9967936605412063
Position 32441: 0.996769276734485
Position 11890: 0.9033923036462979
Position 11635: 0.8487884847910954
Position 32838: 0.7127437179976203
Position 4376: 0.6808645269031325
Position 33004: 0.5981801389989779
Position 32806: 0.2524604861713539
Position 34007: 0.16392963446175107
Position 11546: 0.15121151356003887
Position 33037: 0.15060167949227254
Position 11289: 0.12774075816820354
Position 5824: 0.11734285684972444
Position 6712: 0.09745607412389537
Position 11242: 0.09330353788428372
Position 10338: 0.08647941304287673
Position 11947: 0.0844214043428406
Position 4443: 0.08353685647988537
Position 4461: 0.07676351484937115
Position 34258: 0.07260927559669104
Position 7376: 0.06348552158382254
Position 11315: 0.05983626532377224
Position 33064: 0.05575590547652681
Position 34164: 0.034768766700168194
Position 6541: 0.029573341723395534
Position 10292: 0.02423795481667213
Position 32756: 0.02339705258086888
Position 4420: 0.022723680214201878
Position 33716: 0.02255151785010274
Position 1168: 0.022103457426907343
Position 6853: 0.021295011203539212
Position 4478: 0.01993806406399069
Position 10837: 0.01961031843588813
Position 33682: 0.018728604551102774
Position 4390: 0.016156148739229204
Position 6930: 0.015509821191970967
Position 8970: 0.015171612997788313
Position 10814: 0.014697877805821588
Position 5477: 0.01436507410841336
Position 7013: 0.01396475268221693
Position 11057: 0.012728420302032074
Position 4314: 0.012320647951476561
Position 11847: 0.012186245309728599
Position 5424: 0.012075345816437013
Position 4437: 0.011647397942788431
Position 4329: 0.010437722831815977
Position 8823: 0.008414279008308746
Position 4253: 0.008092263300384282
Position 5517: 0.00804387270206134
Position 1551: 0.007913651936502704
Position 1819: 0.00752879812302687
Position 33886: 0.007282361790959235
Position 6834: 0.007236982704334339
Position 32654: 0.007164570021679454
Position 1572: 0.007066624100842279
Position 7121: 0.006831450235979715
Position 649: 0.0065447325603578115
Position 32686: 0.0063131371514831775
Position 5431: 0.006185098895873073
Position 3620: 0.005960605743996892
Position 4485: 0.005855272206882353
Position 3599: 0.005775666695170624
Position 10443: 0.005598183354881883
Position 5896: 0.005371115170996053
Position 32740: 0.005229246100619461
Position 34039: 0.005133832708829179
Position 4153: 0.005126568066977108
Position 6505: 0.0050562507366151655
Position 9067: 0.0050500441086945005
Position 3410: 0.004989219831912583
Position 9118: 0.004891825597037216
Position 7422: 0.0046027801062997
Position 6456: 0.004021736561518779
Position 33348: 0.003787947893031486
Position 4291: 0.003772606153292021
Position 33212: 0.0037513826435046664
Position 5272: 0.003368001434616994
Position 34408: 0.003286594947532278
Position 6738: 0.0032751760735343655
Position 5316: 0.003246919884906129
Position 34126: 0.003209796076812624
Position 33105: 0.0031438893389377563
Position 6675: 0.002855874733452972
Position 34091: 0.0026289900947134067
Position 4108: 0.0026210126035059074
Position 3017: 0.0025336439360257403
