Gene = DFFB
index = 442
Annotated 5SS: [  437  1564  8720 10773 12495 15292]
Annotated 3SS: [ 1436  8530 10692 12323 15190 26225]
SMsplice 5SS: [  437  1564  8720 10773 12495 13038 15292]
SMsplice 3SS: [ 1436  8530 10692 12323 12884 15190 26225]
top_k =  500
Partition function (log Z): 1.7288057166089215

Sorted 5' Splice Sites (High to Low Probability):
Position 12495: 0.9342569940000786
Position 1564: 0.8911494983409264
Position 15292: 0.8473547433047944
Position 8720: 0.7781905637975421
Position 10773: 0.7426177668352286
Position 13038: 0.6707330948938506
Position 15644: 0.5021560309887664
Position 7995: 0.46832143609875737
Position 12324: 0.3811528363363789
Position 437: 0.3595456925403208
Position 22747: 0.3124448666998133
Position 100: 0.2769682987087855
Position 16947: 0.2690491582226241
Position 16886: 0.26593469270398695
Position 407: 0.23084085816070554
Position 10794: 0.22392206955748117
Position 15698: 0.20172854545238017
Position 15660: 0.12865939254297437
Position 1586: 0.10558171062328621
Position 721: 0.09809224328909331
Position 11142: 0.09748255801707516
Position 6229: 0.0831325306752819
Position 13259: 0.0797017878652255
Position 3453: 0.0768909906511614
Position 280: 0.06078823247679832
Position 13847: 0.048842832508626824
Position 172: 0.04628157951413196
Position 8578: 0.03296181306681592
Position 15310: 0.024185464747557395
Position 15857: 0.02332002000270189
Position 228: 0.021936754292333785
Position 10912: 0.019996300109676787
Position 13907: 0.01996872475450434
Position 13723: 0.01764073453967323
Position 12858: 0.01643243815398422
Position 899: 0.015222485160526118
Position 13879: 0.015127236049103958
Position 14951: 0.014064193015079478
Position 8895: 0.012605468384115066
Position 11150: 0.012311921406348243
Position 10383: 0.012255078525448167
Position 15939: 0.011834222472555243
Position 8416: 0.011830833607741145
Position 862: 0.011706135109879346
Position 1213: 0.011239833839360985
Position 918: 0.011125819695742646
Position 8914: 0.010939262688835348
Position 95: 0.01092872159874192
Position 3226: 0.009178294932399396
Position 13338: 0.008626476211564956
Position 10866: 0.007827826226861435
Position 799: 0.007725423640770965
Position 12345: 0.006732295310438634
Position 14371: 0.006481709911466016
Position 13891: 0.00643112510822849
Position 60: 0.005201222135955042
Position 1366: 0.004825868677879786
Position 12885: 0.004736334339740382
Position 13102: 0.004501198808916817
Position 13574: 0.004091167161875883
Position 9758: 0.003881328196211063
Position 13079: 0.003594523003483726
Position 709: 0.0035246951831337794
Position 1359: 0.0034933920892317007
Position 495: 0.0032068163515187862
Position 12248: 0.0025641310470196944
Position 1993: 0.0025223294164890145
Position 2128: 0.0022898702488161186
Position 9482: 0.002069776503168889
Position 8282: 0.002063243933908718
Position 1530: 0.002028777858935198
Position 2526: 0.001979718099646441
Position 12060: 0.0018812022133984781
Position 8533: 0.0018585380611890639
Position 12615: 0.001718921645912479
Position 14383: 0.0016703163078591243
Position 13464: 0.0015869403668592515
Position 1179: 0.00157261523367574
Position 2554: 0.0014517675294331222
Position 914: 0.0014241241059407092
Position 1362: 0.0012380569969043587
Position 1634: 0.001232016839889588
Position 376: 0.001162871717340715
Position 546: 0.0010820458041865696
Position 12740: 0.0010639104711471041
Position 8206: 0.0009558933266344799
Position 18639: 0.0008196043963515601
Position 17826: 0.0008192966522419347
Position 16869: 0.0007871512667287423
Position 13043: 0.0007601996670120079
Position 2543: 0.0007338446717722719
Position 110: 0.0006866658825864748
Position 3598: 0.0006200401324531345
Position 177: 0.0004834099041213567
Position 15631: 0.00047436888051614407
Position 1964: 0.00046262309172560357
Position 7388: 0.00044247365404412233
Position 2210: 0.0004062553418558308
Position 6276: 0.0003549429691900526
Position 15608: 0.00032108496651859255
Position 924: 0.0003052025716930044
Position 12567: 0.0002418828960345555
Position 5152: 0.0002137121566675129
Position 142: 0.00019634582496427775
Position 1093: 0.00015910641336948887
Position 423: 0.00013851693057801887
Position 12349: 0.00013713184662012513
Position 13493: 0.00012364028296175472
Position 11750: 0.00011766462708210539
Position 11232: 0.0001044589362161993
Position 628: 9.502490484623231e-05
Position 13481: 9.002171456652501e-05
Position 13105: 8.377608764524948e-05
Position 2415: 8.311110902282829e-05
Position 105: 7.901504249391954e-05
Position 13526: 6.332709702451705e-05
Position 292: 6.150340650055516e-05
Position 12928: 6.105930808026848e-05
Position 15580: 5.4922279149253125e-05
Position 13359: 5.388212779118766e-05
Position 12981: 2.544327907480035e-05
Position 13121: 2.5314571549310916e-05
Position 13507: 1.4689112151735503e-05
Position 108: 9.189528378810946e-06
Position 25: 7.289445686360163e-06
Position 1613: 5.385049780636478e-06
Position 114: 5.061778178227383e-06
Position 20: 4.554667587755709e-06
Position 180: 3.476051456435186e-06
Position 479: 2.61222977539662e-06
Position 2234: 2.5681165707512426e-06
Position 1958: 2.1539378421480513e-06
Position 524: 2.0910710063577633e-06
