Gene = RP5-877J2.1
index = 1189
Annotated 5SS: [    7  1187  7052 20033 23383 30088 30720 60020 69957 70371]
Annotated 3SS: [ 1120  6983 19968 23220 29906 30646 59718 69791 70289 71175]
SMsplice 5SS: [  956  1187  7052 14791 23383 30720 33682 69565 69957 70417]
SMsplice 3SS: [ 1120  6983 14606 23220 30646 33560 69406 69791 70289 71175]
top_k =  500
Partition function (log Z): -11.565069582544904

Sorted 5' Splice Sites (High to Low Probability):
Position 30720: 0.9911739040173745
Position 23383: 0.9893098399028686
Position 14791: 0.8580495992009954
Position 956: 0.8572802518315369
Position 1187: 0.8318044923198589
Position 7052: 0.7792997967996841
Position 18203: 0.766409821471141
Position 25958: 0.7335770650678756
Position 13604: 0.6785276966537809
Position 33916: 0.6370332935359828
Position 8112: 0.6109075697467578
Position 20033: 0.5375553451948822
Position 17957: 0.535108839719353
Position 27878: 0.5178390180755307
Position 33682: 0.45111388015454656
Position 26276: 0.4457759545220835
Position 29468: 0.4148828067569827
Position 26630: 0.40938759938898106
Position 27620: 0.3840907984358507
Position 33417: 0.36021535214280875
Position 20553: 0.34537866947279716
Position 31533: 0.34235785366431826
Position 4370: 0.3288947894959256
Position 24128: 0.32492533189493716
Position 10252: 0.32074952843860394
Position 13379: 0.30936214051528493
Position 4687: 0.2775859494298623
Position 364: 0.27382214478029565
Position 33641: 0.2518395943943785
Position 27765: 0.23836095721540446
Position 2565: 0.23623095244853118
Position 33689: 0.2286468586064394
Position 30286: 0.22859873396833175
Position 4472: 0.22106189285426003
Position 17278: 0.21516647632284094
Position 28434: 0.1942210899803157
Position 17319: 0.1901585407668052
Position 17211: 0.17695795710076878
Position 17999: 0.16148109770010305
Position 16638: 0.15155574447191442
Position 6204: 0.14512679296022893
Position 3247: 0.14470818309154151
Position 1216: 0.14066844108496876
Position 4387: 0.1283243711778071
Position 19038: 0.1272400526028248
Position 18199: 0.11599509793662872
Position 17231: 0.11480230139955987
Position 17241: 0.11008169639429845
Position 24874: 0.10784429479451892
Position 29373: 0.10459983991618135
Position 26934: 0.10417254967444396
Position 16682: 0.1004720258368291
Position 7858: 0.08409652618340209
Position 31237: 0.07266005837161739
Position 20433: 0.07170277993647596
