Gene = ERRFI1
index = 509
Annotated 5SS: [  151 10814 11001]
Annotated 3SS: [10615 10923 11911]
SMsplice 5SS: [  151 10814 11001]
SMsplice 3SS: [10615 10923 11911]
top_k =  500
Partition function (log Z): -10.790545613283335

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9897381117041771
Position 10814: 0.7286205220080149
Position 11001: 0.3534256801531138
Position 11027: 0.20786463177541845
Position 10801: 0.19180748440226741
Position 12043: 0.14631949807430736
Position 9558: 0.10159327552404142
Position 6174: 0.09917766847201709
Position 12076: 0.07112543119235867
Position 3916: 0.07007463080100586
Position 11059: 0.019547220579085423
Position 805: 0.005979169922085477
Position 13001: 0.004452373952847644
Position 562: 0.004431491920146973
Position 4970: 0.0028269475049958743
Position 1248: 0.002711781151231648
Position 12453: 0.002323719791665812
Position 3352: 0.0009162102160959304
Position 9577: 0.00046739596703197816
Position 2523: 0.0003073827108363415
Position 11328: 0.0002782506580522818
Position 1203: 0.0002707798988723104
Position 3090: 0.0002309359143000161
Position 1966: 0.0001759281989197952
Position 3879: 0.00013765342004861252
Position 969: 0.00013125618196901294
Position 2489: 0.00012065248980446051
Position 4525: 0.00010449761690606707
Position 899: 6.602318286831035e-05
Position 1767: 5.9939306751235066e-05
Position 5723: 5.677978169654019e-05
Position 3859: 4.7305028406514535e-05
Position 4993: 3.961205359229445e-05
Position 1121: 3.75663082589153e-05
Position 765: 3.539018805037124e-05
Position 2258: 3.4208480577779206e-05
Position 11: 1.2831644576555377e-05
Position 748: 1.2042041791410833e-05
Position 3703: 6.162040863692818e-06
Position 539: 4.469330163927816e-06
Position 356: 1.8794689339437402e-06
Position 176: 1.0201032674736575e-06
Position 65: 7.634901920050771e-07
Position 744: 7.525532688796196e-07
Position 6: 3.393026711714737e-07
Position 591: 2.3887013488069147e-07
Position 448: 1.2347794476591466e-07
Position 686: 1.0730723038990542e-07
Position 2094: 9.766053253383664e-08
Position 967: 7.115589218467876e-08
Position 754: 5.9487083310944027e-08
Position 692: 4.9063563047553195e-08
Position 284: 4.6438629724490534e-08
Position 716: 4.3922622371973e-08
Position 651: 3.940714272337695e-08
Position 741: 3.710677745817862e-08
Position 329: 3.680941875911911e-08
Position 300: 3.500968618797273e-08
Position 412: 2.5093006790501575e-08
Position 1030: 1.7832141242884136e-08
Position 983: 1.3756184640069891e-08
Position 973: 1.1508793000525285e-08
Position 873: 8.274445021678188e-09
Position 631: 7.318327593661678e-09
Position 568: 4.8006561106301715e-09
Position 662: 3.971957888380883e-09
Position 23: 1.751869324572197e-09
Position 1186: 2.3281481896830191e-10
Position 445: 1.5926370833020096e-10
Position 266: 1.9164596230202706e-11
Position 358: 5.613886654730441e-13
Position 451: 4.385241515145509e-13
Position 200: 8.438764274288506e-14
Position 503: 2.5947073133282176e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10615: 0.9022755849586797
Position 10923: 0.6434387635397039
Position 11911: 0.46734116022750294
Position 9428: 0.10460425073722278
Position 14048: 0.10143008163894797
Position 12370: 0.09475561046341287
Position 12944: 0.0753274240037258
Position 11862: 0.06729672275071583
Position 11956: 0.06608048451306725
Position 13629: 0.05701428563827661
Position 12302: 0.03991399740760271
Position 3840: 0.0380748605160401
Position 5798: 0.03553182438377687
Position 12161: 0.032836589522518535
Position 3770: 0.032794556542460496
Position 6017: 0.03195598062728616
Position 12367: 0.031500283400554524
Position 13098: 0.02923059755145864
Position 12432: 0.025852915585558123
Position 5925: 0.023119052810466913
Position 12355: 0.02273569174611975
Position 10644: 0.02036619788912861
Position 5967: 0.010833387695365848
Position 11169: 0.005254235232163774
Position 13846: 0.004649174647685641
Position 14215: 0.004582361176318732
Position 5100: 0.004223985096595119
Position 868: 0.00398937077015073
Position 11437: 0.003034681901670112
Position 10907: 0.0025552703250105446
Position 3406: 0.0024764801552059714
Position 11119: 0.0019251297309834038
Position 4889: 0.001830891438061193
Position 10981: 0.0017509177576890435
Position 4866: 0.001407135760450093
Position 710: 0.0011444348429045293
Position 2005: 0.0007262052388300956
Position 9834: 0.0007184332507246006
Position 3213: 0.0007005481506204078
Position 6236: 0.0006097562357413841
Position 1280: 0.000559686252996158
Position 8062: 0.0005504106981586304
Position 1862: 0.0004685905590788846
Position 4778: 0.0004646729286042394
Position 355: 0.00043251588776320655
Position 796: 0.0004319910572297705
Position 7885: 0.0004185933885084874
Position 3351: 0.00035952240914173186
Position 3230: 0.0003550524443695497
Position 2214: 0.00034745081943957556
Position 9909: 0.00034002587098252345
Position 2373: 0.00032317607871501936
Position 8986: 0.0003024874728867387
Position 7616: 0.0002989471014147906
Position 5352: 0.0002987960423416317
Position 1683: 0.00028711706324734257
Position 5497: 0.0002753859844989875
Position 8796: 0.00026073918673375304
Position 3053: 0.0002491618299640197
Position 4234: 0.00021710617141370783
