Gene = FBXW5
index = 548
Annotated 5SS: [  57  760 1302 1882 2104 2605 3114 3400]
Annotated 3SS: [ 543 1143 1706 1954 2183 2965 3186 3478]
SMsplice 5SS: [  57  760 1302 1882 2104 2262 3114 3308]
SMsplice 3SS: [ 601 1143 1706 1954 2183 2965 3186 3478]
top_k =  500
Partition function (log Z): 6.127749735495609

Sorted 5' Splice Sites (High to Low Probability):
Position 2104: 0.9916241690283628
Position 760: 0.9820084072337435
Position 3114: 0.8887041823551993
Position 1882: 0.8843719155454203
Position 57: 0.7370647613063352
Position 1302: 0.6856086774055185
Position 2262: 0.44264157351127686
Position 3308: 0.4341289310842656
Position 2317: 0.41468754477636965
Position 3400: 0.27549346163963645
Position 2896: 0.21118525900178542
Position 2373: 0.056221853675482394
Position 1157: 0.05280108595787045
Position 291: 0.04022445418816385
Position 463: 0.0379386981116605
Position 410: 0.034792084640886706
Position 1233: 0.02961190572579376
Position 1316: 0.026136548562800586
Position 2605: 0.02479635149700159
Position 533: 0.023728702524252715
Position 1203: 0.023421959671426854
Position 3724: 0.022208084331031178
Position 1262: 0.021481000810664532
Position 283: 0.014170103730792829
Position 1383: 0.01235686939594904
Position 2268: 0.0077213306480314325
Position 1401: 0.007570784141016457
Position 1188: 0.006740118125849377
Position 732: 0.006547943108114407
Position 1356: 0.004776689594179899
Position 2077: 0.004055745705303101
Position 2487: 0.003311366197963945
Position 61: 0.002660432831432334
Position 8: 0.0024496270466530163
Position 392: 0.0024163123857625273
Position 1417: 0.0023129686613443915
Position 2825: 0.0022895302175594385
Position 1178: 0.0018374059473766872
Position 139: 0.0014759528176756193
Position 3017: 0.0014073366970642493
Position 399: 0.0008174390339701079
Position 3802: 0.0007959880486451092
Position 3222: 0.000785456581931639
Position 3428: 0.000774229189103148
Position 2253: 0.0005702034991275725
Position 2108: 0.000541084702995291
Position 1827: 0.0005010070603038949
Position 266: 0.00047589529224535085
Position 3377: 0.0004505516059155162
Position 1389: 0.00040355242606231764
Position 14: 0.00035806751727682635
Position 3820: 0.0003010427808068961
Position 660: 0.00027751711570167406
Position 1405: 0.00016413345422239996
Position 1610: 0.00014288390585421256
Position 825: 0.00011750392873630858
Position 3324: 0.00010303552821884238
Position 2376: 8.849390103841247e-05
Position 1790: 7.751301712981211e-05
Position 971: 6.443479183442035e-05
Position 529: 6.218270812313765e-05
Position 82: 5.832692197005141e-05
Position 156: 5.327279131903296e-05
Position 985: 4.107375730448897e-05
Position 116: 4.014088605232305e-05
Position 771: 3.6298319769117005e-05
Position 1032: 2.0681706163478703e-05
Position 964: 1.468976311434472e-05
Position 943: 1.269184979531467e-05
Position 268: 8.36710475910279e-06
Position 537: 6.345725626019781e-06
Position 1978: 5.059254753401841e-06
Position 606: 4.4346533812755215e-06
Position 3355: 3.614236773485263e-06
Position 54: 2.4972412396696805e-06
Position 3187: 2.2845148941953126e-06
Position 443: 2.1009010584590075e-06
Position 2555: 1.7537537643783332e-06
Position 2211: 1.6451202163286621e-06
Position 92: 1.0458973791946763e-06
Position 2082: 9.00094706091261e-07
Position 744: 7.649373032563561e-07
Position 642: 5.810569127395052e-07
Position 683: 5.483341552874304e-07
Position 2001: 3.067059129172459e-07
Position 1999: 2.4814666293640633e-07
Position 952: 2.2541472408029797e-07
Position 2208: 4.956300422434084e-08
Position 2330: 2.8186196431359874e-08
Position 764: 1.8902054805961448e-08
Position 147: 1.803127669543932e-08
Position 274: 5.9085802140142225e-09
Position 248: 4.9188886140668905e-09
Position 95: 1.7081795996133837e-09
Position 420: 1.3693065598403976e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1954: 0.9577519132837702
Position 2183: 0.9498460479926641
Position 1143: 0.8098805463336857
Position 601: 0.6852702193626481
Position 3478: 0.5532990405019134
Position 1706: 0.4522504914026844
Position 2965: 0.44958592124268637
Position 3186: 0.44505471404329683
Position 2991: 0.3182596653364785
Position 1676: 0.2900458143545763
Position 3998: 0.2850586472564303
Position 3247: 0.21443291485178578
Position 543: 0.13711662255979554
Position 2824: 0.13117195439109733
Position 1744: 0.1306677488122461
Position 3538: 0.1001427013374583
Position 3204: 0.06442125221782631
Position 3004: 0.048482664101669445
Position 2844: 0.0454259301755325
Position 2876: 0.03710131885630421
Position 1989: 0.02343389442809997
Position 1042: 0.021260202059179067
Position 677: 0.01791648643942899
Position 430: 0.017473486001475864
Position 2642: 0.01737723359108318
Position 3295: 0.016884227099105708
Position 614: 0.014496289226756946
Position 2405: 0.014263509516397887
Position 1268: 0.01370120046457641
Position 2938: 0.013461736775546266
Position 1928: 0.011304447349178782
Position 2976: 0.00951795591756119
Position 2953: 0.00931007152347899
Position 2782: 0.008885172868493036
Position 334: 0.00842812041390334
Position 1032: 0.007004087409608848
Position 1649: 0.006781171347669015
Position 1246: 0.005437627595683085
Position 2767: 0.004699415560925074
Position 1063: 0.004400782954019902
Position 557: 0.004130939864586838
Position 2738: 0.0038973921029624038
Position 2359: 0.003657017287611711
Position 3464: 0.00346221772460071
Position 995: 0.003461630189015813
Position 3793: 0.0029345943007922913
Position 3021: 0.002894424778357972
Position 3584: 0.0027998993583166995
Position 2600: 0.002715105051984364
Position 3665: 0.0025493056356634325
Position 1689: 0.002483266630025038
Position 2507: 0.0023933733425910335
Position 3152: 0.0023530167213077764
Position 3709: 0.0023435427637077686
Position 1120: 0.0022049070839136554
Position 1652: 0.0018318571091597556
Position 3067: 0.0017300323020670064
Position 1646: 0.0016163113653595304
Position 2973: 0.0015598708093376792
Position 2799: 0.001470259636376021
Position 1010: 0.0013917324095201475
Position 2533: 0.001346698529698982
Position 4078: 0.001312561768121031
Position 1790: 0.001287452681589634
Position 1286: 0.0012270825615860658
Position 3884: 0.0011975770023867486
Position 1208: 0.00116387638168607
Position 167: 0.0011613765329735086
Position 1202: 0.0010459845794396712
Position 4187: 0.0009660345606814247
Position 1227: 0.000957140869322137
Position 2196: 0.0007685493332880823
Position 2786: 0.0007408247528850235
Position 2743: 0.0007287353227699211
Position 3167: 0.0007136306477686537
Position 3268: 0.000700313561572501
Position 3630: 0.0006687552424825262
Position 2216: 0.0006666723732983599
Position 3610: 0.0006259178804900472
Position 1166: 0.0005567377661703953
Position 1104: 0.0005153580688264499
Position 2408: 0.0005137346110514536
Position 179: 0.0005055747482383439
Position 2803: 0.0005000755833664626
Position 1525: 0.0004995380689799074
Position 3567: 0.00044751050036662045
Position 2248: 0.0004247310338084963
Position 2841: 0.00040874154041050135
Position 731: 0.0003886413773619316
Position 2022: 0.0003761474619460182
Position 1613: 0.0003190640711798408
Position 1108: 0.00029556948431671876
Position 244: 0.0002617309964499271
Position 891: 0.0002604590026972742
Position 2478: 0.00025269569471892046
Position 2459: 0.00021550155023667753
Position 121: 0.00020825018477787336
Position 3590: 0.00020349169474865437
Position 1441: 0.00020128802152494902
Position 3577: 0.00020017501989330302
Position 2453: 0.0001854593161360766
Position 3488: 0.00018202325311411096
Position 1172: 0.00017986753523870688
Position 2027: 0.00016665758611417834
Position 1781: 0.00016121151412826673
Position 2192: 0.00014990196128640486
Position 3440: 0.0001364087335350264
Position 2699: 0.0001355660095826026
Position 337: 0.00012530490456604028
Position 4003: 0.00011986593800718648
Position 3772: 0.00010662576824918756
Position 2228: 0.00010623023520496319
Position 198: 0.00010142661062023984
Position 575: 9.480515730773505e-05
Position 3384: 8.854214277785443e-05
Position 3113: 8.361933750609982e-05
Position 3381: 7.923655022951707e-05
Position 2541: 7.681309931578758e-05
Position 1714: 7.417830179205388e-05
Position 2234: 7.105443058300836e-05
Position 384: 6.458596543895475e-05
Position 227: 5.9793496318537926e-05
Position 829: 5.54293914398823e-05
Position 526: 4.969648586252604e-05
Position 1382: 4.68757720706103e-05
Position 1232: 4.312937925948111e-05
Position 713: 4.2014542558173717e-05
Position 4203: 4.093694373804818e-05
Position 976: 3.401179706397371e-05
Position 1937: 3.340920387966303e-05
Position 625: 3.286003525408973e-05
Position 438: 2.951932847882587e-05
Position 1531: 2.4301347088139676e-05
Position 1163: 2.1630068605471657e-05
Position 2882: 2.052826956171702e-05
Position 190: 1.9348577828129984e-05
Position 3265: 1.8617663910542355e-05
Position 481: 1.1794402872376587e-05
Position 181: 1.153748303537535e-05
Position 312: 1.1342906470445737e-05
Position 521: 1.0455040388103927e-05
Position 2293: 9.531846112836518e-06
Position 2441: 9.055064438940822e-06
Position 1015: 8.217255901529628e-06
Position 1337: 5.673951929054638e-06
Position 475: 3.5473613924359656e-06
Position 710: 2.509777361225849e-06
Position 2281: 2.1855563971777973e-06
Position 925: 2.1538071537899087e-06
Position 695: 2.1142663502391775e-06
Position 131: 7.908735727321175e-07
Position 759: 7.079573721304963e-07
Position 893: 6.179155836611461e-07
Position 124: 5.038885791874213e-07
Position 361: 4.4155519441254123e-07
Position 706: 3.847018762529235e-07
Position 205: 3.467621963386136e-07
Position 359: 2.99539353957866e-07
Position 2313: 2.3661526696977804e-07
Position 909: 2.0510229140988433e-07
