Gene = AURKAIP1
index = 120
Annotated 5SS: [ 342  791 1496]
Annotated 3SS: [ 704 1049 1592]
SMsplice 5SS: [ 791 1496]
SMsplice 3SS: [1375 1592]
top_k =  500
Partition function (log Z): -0.16756072361998642

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9894409938441252
Position 1134: 0.5532361408872242
Position 791: 0.5080891833954536
Position 237: 0.19246747404369322
Position 342: 0.18426391939238257
Position 499: 0.0966372053530558
Position 45: 0.08348751233639023
Position 100: 0.04401176056317075
Position 358: 0.029076161624998247
Position 241: 0.011064235094178669
Position 1466: 0.008453970531663706
Position 953: 0.004058568459627693
Position 1023: 0.0030694207521396954
Position 580: 0.0028448884919635917
Position 832: 0.002730819624449324
Position 321: 0.0016329633268834464
Position 84: 0.001566531156365238
Position 421: 0.0013982456587863213
Position 1204: 0.0010047363357802758
Position 336: 0.0009271431474745323
Position 454: 0.0006482844923373992
Position 297: 0.0004674795818813315
Position 255: 0.0003683194042890096
Position 584: 0.00030850423992440546
Position 571: 0.00017407998508066924
Position 1436: 0.00017208212419650684
Position 1423: 0.00016374484554824281
Position 75: 0.00016294962511335766
Position 525: 0.00012351209091247622
Position 19: 0.00012098456891362292
Position 407: 7.776026249080195e-05
Position 1094: 6.063414137088106e-05
Position 839: 3.8606667445791116e-05
Position 1450: 3.7869307749993376e-05
Position 16: 1.1985072488242857e-05
Position 503: 1.1182106678257723e-05
Position 616: 8.488329007680653e-06
Position 1011: 8.054364613253472e-06
Position 590: 6.388760216600976e-06
Position 559: 5.611578480967026e-06
Position 145: 3.7324443883541336e-06
Position 768: 3.520525793109876e-07
Position 1305: 2.1030258104583268e-07
Position 1598: 1.6274128551703234e-07
Position 845: 2.2286874567642636e-08
Position 167: 1.2000494150861447e-08
Position 87: 5.368893149054887e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1592: 0.999860762953033
Position 1375: 0.7115477709454116
Position 1049: 0.3004066448669703
Position 704: 0.15953733941409634
Position 1254: 0.14656152268715705
Position 920: 0.08235779361081028
Position 904: 0.07446337563688377
Position 1393: 0.04845225868726028
Position 1113: 0.045432366125388694
Position 666: 0.04289808012895269
Position 1408: 0.029694989895412142
Position 735: 0.025408456635856207
Position 1318: 0.017666986756862423
Position 1303: 0.010761423873344654
Position 631: 0.004564895920993288
Position 1197: 0.0037991969991466737
Position 244: 0.003254185982509184
Position 1274: 0.003009131975298804
Position 1133: 0.0017763174265080625
Position 1159: 0.0017468180946786562
Position 1314: 0.0015318515585010476
Position 640: 0.001234168626671959
Position 316: 0.0009511120568988027
Position 790: 0.0008181849420829102
Position 395: 0.0007384156534023129
Position 1168: 0.000538319643196689
Position 940: 0.00046437074008005277
Position 945: 0.0003663519893548223
Position 868: 0.00030623887459622337
Position 765: 0.000300322402763086
Position 1349: 0.0002879574796171882
Position 1201: 0.000273446719589219
Position 1020: 0.0002604762286442589
Position 111: 0.00023874333293630705
Position 433: 0.00020425155966286205
Position 932: 0.0001514506556256478
Position 1598: 8.620090911714733e-05
Position 598: 8.584100515349016e-05
Position 204: 8.329383195881348e-05
Position 922: 6.655440067732591e-05
Position 605: 4.101030439918233e-05
Position 412: 3.909724459663427e-05
Position 228: 3.215070382386804e-05
Position 1089: 3.080293600486061e-05
Position 602: 2.0877956863465903e-05
Position 566: 1.0746522391429329e-05
Position 104: 1.0126448972212064e-05
Position 1737: 7.396043872457024e-06
Position 836: 5.959085973802573e-06
Position 362: 5.305984317036267e-06
Position 854: 4.99372119146141e-06
Position 1631: 4.746448995126841e-06
Position 305: 4.6044094059609585e-06
Position 571: 4.432096926080472e-06
Position 952: 4.184134286547317e-06
Position 614: 3.3264605684250843e-06
Position 297: 2.7154659456753005e-06
Position 419: 2.563564443192853e-06
Position 1339: 2.4762901101752395e-06
Position 1751: 2.1392019070953277e-06
Position 220: 2.0834962125682865e-06
Position 610: 1.8331585131120337e-06
Position 1079: 1.7963456459901923e-06
Position 341: 1.4762777976456369e-06
Position 1608: 1.3203293926242169e-06
Position 331: 1.2795435566774006e-06
Position 195: 9.51592825972598e-07
Position 554: 9.269505075504267e-07
Position 509: 8.671962445796782e-07
Position 134: 6.923779672615275e-07
Position 356: 4.1744014779034285e-07
Position 1222: 3.7835106514594795e-07
Position 1656: 2.702055889127909e-07
Position 773: 1.855271913048584e-07
Position 375: 1.7039212019727622e-07
Position 87: 1.2753239696177657e-07
Position 540: 1.2518625748958957e-07
Position 1664: 1.0128384467439675e-07
Position 117: 8.426737144371001e-08
Position 417: 8.015503841561396e-08
Position 1643: 5.3126601038417555e-08
Position 1673: 4.890277980183693e-08
Position 368: 3.6787578882045566e-08
Position 1760: 2.5964100969752327e-08
Position 467: 2.0308241689139563e-08
Position 1753: 8.4315236251327e-09
Position 122: 5.383028767568838e-09
