Gene = EXO5
index = 515
Annotated 5SS: [ 137  885 1050]
Annotated 3SS: [ 709  991 5773]
SMsplice 5SS: [ 168  885 1050]
SMsplice 3SS: [ 709  991 5773]
top_k =  500
Partition function (log Z): -6.15016670548349

Sorted 5' Splice Sites (High to Low Probability):
Position 885: 0.8649398499152823
Position 168: 0.6186812859581476
Position 1050: 0.5221706089602569
Position 1209: 0.312013771121154
Position 149: 0.2505588493309632
Position 609: 0.19058037297368016
Position 408: 0.15967194678318572
Position 574: 0.09997240180230353
Position 4727: 0.08634009565121607
Position 4991: 0.07779074365267935
Position 137: 0.07739382537407614
Position 367: 0.07571256251832173
Position 820: 0.03806234390326491
Position 3063: 0.027359830295996136
Position 869: 0.02059709522124727
Position 1213: 0.020064937557002505
Position 1217: 0.016737606952143214
Position 824: 0.016593103015024986
Position 5189: 0.011148117443715213
Position 3850: 0.0073470869987592256
Position 538: 0.007297513513081068
Position 5126: 0.006203977243379635
Position 1833: 0.003964766413561129
Position 422: 0.0036330287422981543
Position 803: 0.0031457331961198534
Position 518: 0.003052772422390668
Position 159: 0.0028268350298562067
Position 5213: 0.002015318398561227
Position 847: 0.001992273054357733
Position 2479: 0.0016678620557272962
Position 744: 0.001452784774566244
Position 415: 0.0013319378351143527
Position 908: 0.0012731004064696308
Position 1820: 0.0008459643031615831
Position 880: 0.0007612952229611923
Position 630: 0.00044493368226843967
Position 255: 0.0003156675408827134
Position 142: 0.0001289873522687689
Position 902: 0.00012097835585903916
Position 944: 0.00010189415031844608
Position 339: 9.594302765077356e-05
Position 306: 4.679551345064546e-05
Position 219: 4.5328807126185654e-05
Position 830: 4.265485529557559e-05
Position 381: 3.287746742478449e-05
Position 102: 2.4239150427122828e-05
Position 546: 2.31365319214439e-05
Position 1204: 2.1772362720217646e-05
Position 460: 1.962997944492404e-05
Position 774: 1.7598921042620857e-05
Position 344: 1.650430983947371e-05
Position 1191: 1.6499661613422765e-05
Position 287: 1.4436890172743755e-05
Position 834: 4.072081969317929e-06
Position 1966: 3.5635301995075013e-06
Position 85: 3.4913918764702557e-06
Position 241: 3.291741031926239e-06
Position 282: 1.9055707742041158e-06
Position 30: 1.6636716993415015e-07
Position 46: 1.2484333781072584e-07
Position 49: 9.806352272114425e-08
Position 601: 4.4668308862724106e-08
Position 224: 2.9270764546363725e-08
Position 204: 2.618312303580895e-08
Position 44: 4.312911139961727e-09
Position 312: 4.185136386183688e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 709: 0.9558904596147315
Position 991: 0.5982805007779702
Position 5773: 0.5452770862291608
Position 300: 0.4640553252539058
Position 4873: 0.23381183165372438
Position 1005: 0.13782222962666196
Position 971: 0.09501495572306738
Position 4600: 0.07224471224588563
Position 1092: 0.050782085623550056
Position 3158: 0.04276273221354766
Position 2760: 0.033949077754136976
Position 3734: 0.029031213555857673
Position 2212: 0.025333496882527003
Position 2799: 0.022451932008856822
Position 494: 0.02025677458990785
Position 3062: 0.018765485431504886
Position 4652: 0.013784811560729086
Position 3880: 0.0128861448302902
Position 1799: 0.012747846646964925
Position 2890: 0.011649767442550373
Position 957: 0.011420584565798406
