Gene = LCE4A
index = 768
Annotated 5SS: [235]
Annotated 3SS: [894]
SMsplice 5SS: [235]
SMsplice 3SS: [894]
top_k =  500
Partition function (log Z): -4.694579094521794

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9835669966039853
Position 975: 0.24465810625366216
Position 208: 0.008673893812751852
Position 770: 0.004924314665447765
Position 606: 0.004582896843196844
Position 161: 0.004269297135962713
Position 731: 0.0032267045301556632
Position 739: 0.0026215341568156486
Position 476: 0.0015322468280032368
Position 960: 0.0011347942171188977
Position 295: 0.0006480745391842829
Position 999: 0.0006127514358469153
Position 610: 0.000601579628001119
Position 69: 0.0004805524843009386
Position 370: 0.00032791554086602885
Position 488: 0.000288600128104782
Position 327: 0.0002744998826633612
Position 1082: 0.00022288483702795987
Position 346: 0.0001718242480955843
Position 1116: 0.00010481866686553778
Position 623: 0.00010471970037375744
Position 1001: 3.960774311310482e-05
Position 373: 3.689904344458204e-05
Position 962: 2.264685266155214e-05
Position 315: 2.02187136905752e-05
Position 680: 1.869838714975835e-05
Position 528: 1.573507760468555e-05
Position 422: 7.788131016736445e-06
Position 1181: 6.4927608355093195e-06
Position 843: 5.612030581237286e-06
Position 1246: 4.338672352664905e-06
Position 90: 2.226405227543519e-06
Position 782: 1.618787899229879e-06
Position 322: 1.5073333902928584e-06
Position 222: 1.3592983888885949e-06
Position 163: 1.2050205908713153e-06
Position 759: 1.1347666415365155e-06
Position 1061: 4.5945900481019866e-07
Position 1058: 4.5124123931527636e-07
Position 241: 2.4619669409442177e-07
Position 239: 1.84695388707536e-07
Position 376: 1.6752550321887102e-07
Position 214: 7.715448644053063e-08
Position 307: 7.458564200899704e-08
Position 103: 4.803829728636969e-09
Position 165: 1.3066488127484992e-09
Position 918: 9.747702076643905e-11
Position 989: 1.165625164525382e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 894: 0.9836099258854268
Position 1046: 0.1548736521591141
Position 1070: 0.056210830198810395
Position 1312: 0.02520432614407545
Position 642: 0.0050469186525012545
Position 1157: 0.004984075708486741
Position 533: 0.004899686888906033
Position 563: 0.004396525277666528
Position 595: 0.003374342530905041
Position 1130: 0.002775296215784336
Position 930: 0.0021384895912976063
Position 1106: 0.00200834945006407
Position 672: 0.0018113348501575567
Position 395: 0.0018094578632620306
Position 1115: 0.0017389818180329525
Position 1225: 0.0016907075700749064
Position 863: 0.0016256865427610148
Position 915: 0.0007637838803523447
Position 1201: 0.0006162705601329428
Position 794: 0.0005531445056368708
Position 927: 0.00029323876810755995
Position 510: 0.000291165117231224
Position 203: 0.00026207730745287435
Position 429: 0.0002452070944488003
Position 1163: 0.00022720598603681735
Position 250: 0.00021314181620603204
Position 433: 0.00017406370310435703
Position 495: 0.00016964872102659485
Position 728: 0.00014062039300907525
Position 1077: 0.00012828310915793975
Position 392: 0.00010839797538232424
Position 999: 8.809827496352643e-05
Position 1228: 7.984854429168053e-05
Position 307: 7.735327244960642e-05
Position 767: 6.380162005190486e-05
Position 960: 5.9039809676049055e-05
Position 975: 5.2031359108553546e-05
Position 315: 4.830387678734364e-05
Position 514: 4.6136405711261854e-05
Position 1231: 4.5998004059577336e-05
Position 1137: 3.7583478941868596e-05
Position 1081: 2.876854189892598e-05
Position 677: 2.5405454238372466e-05
Position 1173: 2.0471164967414127e-05
Position 613: 1.765320792378312e-05
Position 1267: 1.7281134088118985e-05
Position 722: 1.642479114325924e-05
Position 939: 1.526295316767089e-05
Position 1170: 1.5223105565387171e-05
Position 354: 1.4348912819731168e-05
Position 330: 1.0201457155140438e-05
Position 359: 1.001264608553028e-05
Position 1246: 6.630858090831931e-06
Position 148: 5.007178405094592e-06
Position 1239: 4.900126029874752e-06
Position 769: 4.375650081521733e-06
Position 411: 3.991622811338739e-06
Position 710: 3.1337317691650313e-06
Position 239: 2.4259373822552447e-06
Position 1097: 2.160638212072597e-06
Position 1139: 1.966930937094077e-06
Position 142: 1.9110101631831075e-06
Position 362: 1.857922932814946e-06
Position 320: 1.8364030501855823e-06
Position 258: 1.5560840996425357e-06
Position 271: 7.926381021227178e-07
Position 1255: 5.362998258293233e-07
Position 336: 4.6552723495761457e-07
Position 942: 4.165239932035059e-08
Position 948: 2.9486914030285855e-08
Position 747: 2.0395306108909905e-08
Position 287: 9.015413810528687e-09
Position 281: 8.035752763030852e-09
Position 376: 4.723844936253517e-09
Position 437: 3.4730648854301783e-09
Position 161: 2.9597432453337887e-09
Position 136: 2.044384501846676e-09
Position 333: 1.8593135754500255e-09
Position 680: 1.8165346759017366e-09
Position 373: 1.6121652607772857e-09
Position 327: 1.6037732052840735e-09
Position 370: 3.2390936303198697e-10
Position 260: 2.173915053446338e-10
Position 367: 9.50846215052659e-11
Position 293: 6.67562471062144e-11
