Gene = WLS
index = 1573
Annotated 5SS: [  360 38599 73431 77455 79037 82366 83991 84418 86685 87985 94774]
Annotated 3SS: [ 38325  73305  77292  78899  82196  83892  84353  86540  87900  94619
 106217]
SMsplice 5SS: [  360 11616 38405 41277 73431 73751 77455 82366 82924 83991 84136 84418
 87985 94774]
SMsplice 3SS: [ 11532  38325  41152  73305  73508  77292  82196  82769  83892  84056
  84353  87900  94619 106719]
top_k =  500
Partition function (log Z): -52.44266901470182

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.9826566524494189
Position 11616: 0.8543378017885894
Position 4395: 0.42722008000059003
Position 2617: 0.4014307887656908
Position 12978: 0.3662793880407013
Position 8498: 0.2363490273927014
Position 11423: 0.1651264456905712
Position 14013: 0.11687566870932826
Position 4404: 0.06872608242935156
Position 3391: 0.06120731623971335
Position 4333: 0.04446522396092442
Position 9424: 0.0419640029709712
Position 966: 0.04077732167500621
Position 12404: 0.030062758515055406
Position 17532: 0.02266207780635156
Position 2545: 0.022048166416399614
Position 6713: 0.021698542025515168
Position 987: 0.019849211837808647
Position 1489: 0.019037348936304217
Position 9192: 0.018959669519546637
Position 11413: 0.016911331211706373
Position 3023: 0.012277534929498159
Position 13763: 0.012206547129535042
Position 2472: 0.011747158476109519
Position 1314: 0.011561257635556507
Position 1217: 0.009227393546849651
Position 7501: 0.009151950632520882
Position 2626: 0.008985747998409026
Position 9174: 0.006390959613998007
Position 181: 0.005295094960360156
Position 9168: 0.004854438058170176
Position 344: 0.004164641039703035
Position 177: 0.0015620018625841093
Position 2335: 0.0015081478782132637
Position 992: 0.0012853398390939152
Position 851: 0.0007299987302876826
Position 364: 0.0006533933677922126
Position 854: 0.0005199152230153573
Position 1738: 0.0004937228043222948
Position 306: 0.0004749582738633441
Position 2285: 0.0003861866149089834
Position 2395: 0.00029807548378875745
Position 302: 0.00025367660799208717
Position 890: 0.00016844483589083858
Position 1049: 0.00016714168351977717
Position 581: 0.00013422067593392819
Position 1144: 0.00010626922639818298
Position 1065: 9.306552075303561e-05
Position 139: 8.240852744024353e-05
Position 85: 5.960903772766503e-05
Position 6309: 2.819808649990473e-05
Position 179: 2.2174521875103036e-05
Position 106: 8.841667193505287e-06
Position 443: 5.334063914102494e-06
Position 669: 3.087045590286465e-06
Position 1076: 2.5287023635789053e-06
Position 1002: 1.475351030415388e-06
Position 760: 1.3187661114635294e-06
Position 616: 7.527416640001522e-07
Position 1007: 6.857212133923434e-07
Position 801: 2.6422359671535033e-07
Position 100: 1.5059846794222215e-07
Position 295: 1.2851929660368383e-07
Position 564: 1.264830396214589e-07
Position 517: 1.1867046990293058e-07
Position 8: 8.964286425951943e-08
Position 661: 6.143511459027169e-08
Position 485: 5.642818101814283e-08
Position 867: 1.536133731769767e-08
Position 474: 1.2049174274178659e-08
Position 537: 1.0692872203505864e-08
Position 975: 5.803350223817586e-10
Position 322: 1.5279311605279422e-10
Position 320: 6.855571316246831e-11
Position 396: 5.5134032961943356e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11532: 0.9689556623700397
Position 4297: 0.4558609533498003
Position 2532: 0.4101144551826909
Position 12896: 0.3638271567489997
Position 18374: 0.2071291228972644
Position 11318: 0.1834303526138484
Position 17441: 0.16510160798747447
Position 8355: 0.13986416053273845
Position 13847: 0.11067709143166843
Position 15975: 0.10186631663720122
Position 8408: 0.09937873248307928
Position 13798: 0.08937557532376064
Position 15838: 0.060766766231971074
Position 9030: 0.0516606615194669
Position 4214: 0.04593341788149265
Position 14484: 0.044162057819402994
Position 3291: 0.041900924174053014
Position 13750: 0.040460942697085195
Position 9282: 0.035502747017715566
Position 16993: 0.035013412374109106
Position 11824: 0.034065803245916314
Position 744: 0.031804180474828206
Position 12268: 0.03172191939641366
Position 2352: 0.026528598418350955
Position 13701: 0.02139588188189238
Position 12842: 0.02071506627381435
Position 14459: 0.02045054376855073
Position 4228: 0.019904537310807886
Position 11745: 0.01952326605894394
Position 6417: 0.018191134465191345
Position 880: 0.016065451546406394
Position 3145: 0.01517774578103195
Position 16463: 0.014076238051107918
Position 1180: 0.013448651070052118
Position 4046: 0.01129537277885926
Position 776: 0.01045039280799391
Position 7405: 0.009750691533972915
Position 1129: 0.008527865329949416
Position 1430: 0.007840352019494817
Position 6681: 0.006501571403828042
Position 2930: 0.006440713329332902
Position 12678: 0.006363639672650897
Position 4369: 0.00621561107558648
Position 2238: 0.005710022350739971
Position 1216: 0.005621132564434567
Position 10979: 0.0050118250845789915
Position 11785: 0.004500279708482304
Position 13679: 0.0035464724810500385
Position 13370: 0.0031476113131569607
Position 12040: 0.0031449032715652756
Position 1206: 0.00281618450360426
Position 2862: 0.002069544212399231
Position 2769: 0.002062378168102155
Position 3330: 0.0017825454694358703
Position 3188: 0.0015427306004617836
Position 14130: 0.001392566717081395
Position 4169: 0.001341846784570742
Position 2110: 0.0012652386804362472
Position 2196: 0.0012015242349047747
Position 2576: 0.001143657812163456
Position 1246: 0.0008882586884319156
Position 3148: 0.0006610904826210405
Position 965: 0.0006489878084569103
Position 2427: 0.0005921013278431447
Position 2424: 0.0005073260047538557
Position 4523: 0.0004715965824008706
Position 2373: 0.00040595872632027616
Position 5091: 0.0003923838206687865
Position 272: 0.00039155025588503924
Position 2284: 0.00035803142127887417
Position 2825: 0.0003525683904399608
Position 833: 0.0003184816877299249
Position 5516: 0.00027418874632863244
Position 3525: 0.00025621885944857937
Position 443: 0.0002469972163900893
Position 2751: 0.00023612743928165663
Position 2451: 0.00023485127112126932
Position 1686: 0.00022271115846484165
Position 1305: 0.0001941746963148304
Position 1472: 0.00017840505448963928
Position 7108: 0.00017456036778234525
Position 3377: 0.00016934938652044654
Position 7088: 0.00015988384965165393
Position 226: 8.952504100569753e-05
Position 2704: 6.551612608834971e-05
Position 2159: 6.198659700827406e-05
Position 1634: 4.321622759022828e-05
Position 474: 3.9528080035834824e-05
Position 1040: 2.891116220601258e-05
Position 6191: 2.8198086499904722e-05
Position 5704: 2.7052802359761718e-05
Position 1297: 1.360306875612289e-05
Position 1319: 1.2626578607384525e-05
Position 1194: 9.835945846708247e-06
Position 1223: 9.547241982184624e-06
Position 785: 9.487950184727714e-06
Position 1183: 9.348302242317795e-06
Position 4394: 9.339435618350855e-06
Position 2377: 8.888574678717676e-06
Position 1075: 7.5512856616400465e-06
Position 2001: 4.790925218706062e-06
Position 1891: 4.227193599671805e-06
Position 2300: 2.1006786032558815e-06
Position 1660: 2.3258859275678838e-07
Position 1261: 2.0086356740476947e-07
Position 1131: 1.4471888715378333e-07
Position 595: 1.3558278139653138e-07
Position 629: 5.951602878852966e-09
Position 292: 5.412118987650875e-09
Position 493: 3.3197529052092414e-09
Position 888: 3.2883535910699666e-09
Position 500: 2.8904737457739477e-09
Position 581: 2.396453899793879e-09
Position 753: 1.9687552761094555e-09
Position 788: 1.8740365462427864e-09
Position 821: 1.1218223459804464e-09
Position 600: 9.55192144200353e-10
Position 575: 7.013776751864903e-10
Position 669: 3.2419476081434396e-10
Position 532: 3.206464517282792e-10
Position 654: 2.7527592421004603e-10
Position 497: 5.5861289617689926e-11
Position 650: 4.644799216331242e-11
Position 839: 4.147826936484337e-11
