Gene = MEIKIN
index = 834
Annotated 5SS: [   299    543   1034   3064  12186  23877  28813  33884  66721  90945
  94435 126959]
Annotated 3SS: [   448    945   3002  12056  23756  28772  33818  66649  90863  94314
 126834 138439]
SMsplice 5SS: [   299    543  12186  23877  28813  33884  60012  60864  90945 116381
 126959 130085]
SMsplice 3SS: [   448  12056  23756  28772  33711  59863  60754  90863 116260 126834
 130003 136642]
top_k =  500
Partition function (log Z): -53.665837853661934

Sorted 5' Splice Sites (High to Low Probability):
Position 12186: 0.9999155663867312
Position 23877: 0.9885896440448962
Position 28813: 0.9559081160465526
Position 33884: 0.9465613282313753
Position 543: 0.9154135966025331
Position 299: 0.5302566447551388
Position 773: 0.4518365099353327
Position 29268: 0.4317694365451978
Position 3064: 0.41806669093400634
Position 323: 0.3915420664018963
Position 34733: 0.22816284084270952
Position 3879: 0.18936906136662612
Position 8109: 0.1595309337500526
Position 30073: 0.1231594707575803
Position 26350: 0.10907628596272526
Position 7979: 0.0979119882949219
Position 8119: 0.06646006733098114
Position 6750: 0.06377822160618653
Position 521: 0.06263202561443536
Position 177: 0.05961966222042457
Position 14349: 0.05178351576434913
Position 26329: 0.05006617636553672
Position 4170: 0.04989351701567815
Position 8611: 0.038635928929675434
Position 20471: 0.03439593287065568
Position 1034: 0.033403792105596554
Position 26315: 0.030543266135226326
Position 3163: 0.021996689487623046
Position 5731: 0.016793057122414273
Position 26684: 0.0127346990301934
Position 25135: 0.011519878539748413
Position 25674: 0.010424311382091283
Position 13698: 0.009631118737664264
Position 26044: 0.009244855169823015
Position 29153: 0.005612987749024476
Position 3789: 0.005574420337359654
Position 756: 0.005265935303888118
Position 6740: 0.005022420591889006
Position 8157: 0.004719972601033621
Position 182: 0.003970495064495351
Position 5890: 0.0038301559206771222
Position 3341: 0.0021800060208655133
Position 71: 0.001249990418622294
Position 2327: 0.001120381222731627
Position 769: 0.0011066271253352695
Position 407: 0.001101832629207694
Position 1038: 0.001100801825442065
Position 411: 0.0008337765860005361
Position 233: 0.0006790766049153712
Position 2755: 0.0005220136433415249
Position 2271: 0.0005111927058929489
Position 915: 0.00020313367839892415
Position 371: 0.00013896505776095063
Position 449: 0.00011726232042783057
Position 557: 0.00010731362420216441
Position 12194: 8.319191140672525e-05
Position 614: 5.3384464285076736e-05
Position 547: 4.5726973133342316e-05
Position 152: 3.833764429517239e-05
Position 112: 3.737666279363419e-05
Position 746: 3.057126149598643e-05
Position 208: 2.6149221358488542e-05
Position 195: 1.423800413936988e-05
Position 36: 4.448999053842441e-06
Position 537: 3.5161564228091354e-06
Position 828: 2.7475861011892137e-06
Position 469: 1.926937827034768e-06
Position 810: 1.671714816577398e-06
Position 415: 6.79392914198069e-07
Position 65: 2.176316870323687e-07
Position 166: 1.009415636044291e-07
Position 655: 2.7349828282589626e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.9999450481192941
Position 23756: 0.988656103880952
Position 28772: 0.9804091713210543
Position 448: 0.9491760604592707
Position 33711: 0.689314559631158
Position 678: 0.4020270538336166
Position 42512: 0.3734473676166089
Position 29152: 0.362648941034453
Position 3002: 0.3018977105309081
Position 7878: 0.2666891568639997
Position 33818: 0.2646595813896393
Position 34676: 0.23903923749940326
Position 26155: 0.18588081631178024
Position 3788: 0.14771272005846028
Position 36904: 0.13503733944491944
Position 29949: 0.12207749302570076
Position 40818: 0.08751851575920265
Position 2826: 0.07025469112919525
Position 43133: 0.06287732816326819
Position 7904: 0.06193380511298949
Position 38276: 0.061408996327250255
Position 34185: 0.058071085516194526
Position 2980: 0.05572502839224883
Position 14233: 0.05178376824137041
Position 633: 0.047431516067995685
Position 4071: 0.04714253839284063
Position 29011: 0.04366857579875944
Position 8495: 0.038635944803902436
Position 3731: 0.03680737471053338
Position 36339: 0.03510787342309868
Position 20392: 0.03439593287065568
Position 6664: 0.03434501094777579
Position 37124: 0.028865195011556374
Position 6647: 0.02763731574107285
Position 35338: 0.025763188344368585
Position 36581: 0.02321864369580239
Position 5537: 0.020623240050535646
Position 42282: 0.02052812163975196
Position 847: 0.017852990413147748
Position 39609: 0.01579122835359254
Position 28749: 0.01484458929956586
Position 26592: 0.0127346990301934
Position 945: 0.012391553745535872
Position 25056: 0.011526204383406739
Position 25528: 0.010424311382091283
Position 414: 0.010067845360533394
Position 25890: 0.009416603471931928
Position 3589: 0.008605530841887003
Position 2679: 0.007816009783821975
Position 6531: 0.006818315509226671
Position 37087: 0.006173143423930471
Position 37421: 0.006148350789869467
Position 37598: 0.005988079027130562
Position 262: 0.005709962371545691
Position 705: 0.0051938432199671826
Position 13579: 0.004931365896418307
Position 35461: 0.004786982406915962
Position 3638: 0.004332838967552059
Position 36668: 0.004071389617095867
Position 26095: 0.0038910458048116853
Position 35985: 0.003844606439495684
Position 30053: 0.0037147425604413457
Position 36109: 0.0028895080719671287
Position 31321: 0.0026358357322903174
Position 13562: 0.0025159242086604935
Position 31927: 0.0024797420110824085
Position 268: 0.0023900063671400164
Position 403: 0.0023624517958398712
Position 13559: 0.002186847196785135
Position 2845: 0.0019449647198453573
Position 35531: 0.0019004571277888391
Position 3026: 0.0017244796000378563
Position 2165: 0.0014667838611101586
Position 617: 0.0014443964456377944
Position 2705: 0.001416090433288869
Position 36621: 0.0013907010199899123
Position 3154: 0.0011917959100036883
Position 956: 0.0011379109890846933
Position 614: 0.0010003029219134356
Position 3208: 0.0006224996485560664
Position 752: 0.0005978009196144978
Position 859: 0.00041954195031339086
Position 390: 0.0004130599831953081
Position 638: 0.00025295867379402883
Position 28137: 0.00022827052174744444
Position 3617: 0.00022340765356227598
Position 965: 0.00020844174079395257
Position 31996: 0.00016397570798199577
Position 456: 0.0001339843806733964
Position 869: 0.00012955488312778345
Position 725: 0.00012862107307151405
Position 2253: 0.00012550081647619282
Position 3009: 0.00011406540796591094
Position 816: 6.711548549627706e-05
Position 2628: 5.8076355960260234e-05
Position 11998: 5.488622429698679e-05
Position 655: 4.2340371883604014e-05
Position 2267: 3.8592000888079384e-05
Position 26743: 3.2983272347780496e-05
Position 377: 3.0006591100129056e-05
Position 25283: 2.981212376422408e-05
Position 709: 2.819164494743237e-05
Position 486: 2.62783765912623e-05
Position 731: 2.5832605876166033e-05
Position 298: 2.3560061872950954e-05
Position 277: 2.019302028972077e-05
Position 493: 1.961619466000896e-05
Position 304: 1.873014391283804e-05
Position 133: 1.8008421731840437e-05
Position 282: 1.3587943574237288e-05
Position 24640: 1.3126079215085093e-05
Position 24583: 1.2755629426382053e-05
Position 4146: 1.2589253937058743e-05
Position 24118: 1.1481621246304675e-05
