Gene = KDF1
index = 727
Annotated 5SS: [  57 9065 9725]
Annotated 3SS: [ 7993  9649 10254]
SMsplice 5SS: [  57 9725]
SMsplice 3SS: [ 9649 10254]
top_k =  500
Partition function (log Z): -7.048556249044685

Sorted 5' Splice Sites (High to Low Probability):
Position 9725: 0.9573517723247392
Position 700: 0.4509117987214978
Position 57: 0.4122395423918908
Position 6561: 0.3858088359957603
Position 658: 0.3041127649588759
Position 9899: 0.260249311770236
Position 393: 0.2072693803656365
Position 7310: 0.20181289168144953
Position 247: 0.20137264327012105
Position 186: 0.16794951017399962
Position 9318: 0.10906619776247058
Position 6985: 0.0668818601158543
Position 9889: 0.06619034137954846
Position 1810: 0.06152780798554631
Position 9324: 0.060965150932632925
Position 4036: 0.04312063913821224
Position 1396: 0.0364682387304578
Position 4084: 0.024330272837817322
Position 380: 0.024123225055739946
Position 3889: 0.016106745060417996
Position 1693: 0.016022116755305016
Position 6577: 0.015504265177454504
Position 286: 0.012875128771758998
Position 9241: 0.012001280715367518
Position 417: 0.004798287268245308
Position 10326: 0.003743658331671963
Position 155: 0.003236746612334864
Position 10603: 0.003044932571145851
Position 10696: 0.002798769591945054
Position 9748: 0.0026778131082069072
Position 5198: 0.0026490846706672773
Position 9757: 0.0020022339054115734
Position 9893: 0.0017623574665519405
Position 3896: 0.0013451715796454046
Position 3115: 0.0013409266613347585
Position 9970: 0.0011791023380182774
Position 143: 0.0008642040637743404
Position 9963: 0.000789564878900516
Position 9990: 0.0007890708834038984
Position 337: 0.0006121963339122966
Position 620: 0.00044136725564253244
Position 718: 0.00032866802816372884
Position 622: 0.00031439750164860363
Position 716: 0.00028661690638984546
Position 819: 0.00023911556382929006
Position 105: 0.0002007524188408924
Position 1230: 0.00017240223378504752
Position 720: 0.0001706643351070032
Position 358: 0.0001669192089385826
Position 563: 0.00016567453180573913
Position 724: 0.00016483917995589376
Position 962: 0.00015164841865988461
Position 259: 0.00013440428544910182
Position 722: 0.00012925501270196626
Position 103: 0.00012080615034418383
Position 1380: 0.00010490563493672646
Position 605: 9.793605604155801e-05
Position 602: 8.963535145365923e-05
Position 1504: 5.6457119564974476e-05
Position 440: 3.3746791021462096e-05
Position 316: 1.2000521305455064e-05
Position 967: 7.237766348745281e-06
Position 9923: 1.0659276987115165e-06
Position 9966: 9.270275083856293e-07
Position 458: 9.034423882660791e-07
Position 420: 5.72352567250837e-07
Position 446: 3.149102446067734e-07
Position 486: 1.7376941422043878e-07
Position 836: 5.771606188422663e-09
Position 728: 2.5178481630363253e-09
Position 444: 2.031527313964079e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 9649: 0.9727147989827556
Position 503: 0.745630828784747
Position 10254: 0.675413717019139
Position 9799: 0.45536736055257476
Position 6458: 0.3704112209272935
Position 9219: 0.18875551921986622
Position 7068: 0.08848798410725095
Position 7179: 0.079230740650775
Position 1597: 0.07323188507871392
Position 6830: 0.06406150606192415
Position 10535: 0.0473650315973366
Position 270: 0.035493835318326825
Position 1292: 0.033097852060963974
Position 10175: 0.027605428585285606
Position 3861: 0.02547826328252166
Position 3879: 0.02247287096429603
Position 10178: 0.02171111364632541
Position 10325: 0.021105436992763068
Position 3778: 0.020488201202106687
Position 9874: 0.0183914911404724
Position 10286: 0.014113292326714913
Position 7071: 0.01285877435126418
Position 6454: 0.012607991616176083
Position 10584: 0.010217363313911931
Position 6347: 0.008937398365915701
Position 10775: 0.008787657578012137
Position 6979: 0.008784060659417156
Position 3908: 0.008321054822476444
Position 7096: 0.008015355425103943
Position 6478: 0.007025389465597711
Position 594: 0.0061119746979020895
Position 10825: 0.005729537590820258
Position 10077: 0.005668844326825472
Position 4016: 0.005455980501086502
Position 7283: 0.0044359764876383415
Position 7993: 0.004409842234480683
Position 314: 0.0041237785705942435
Position 6295: 0.0034523269125562913
Position 6874: 0.0029171815195052756
Position 4032: 0.0026198538925540716
Position 10377: 0.002619508413555045
Position 1180: 0.002101173406690434
Position 1693: 0.002072490496621984
Position 1577: 0.0018681351596463406
Position 240: 0.001264898539390136
Position 5054: 0.0011573609336989344
Position 552: 0.0011186319744498764
Position 1372: 0.0008835055480800495
Position 5087: 0.0008437319422092576
Position 10554: 0.0007246506796622181
Position 509: 0.0006536435505833616
Position 5127: 0.0006479917947590855
Position 5577: 0.0006200477386980591
Position 1331: 0.0005771722827241255
Position 2972: 0.0005469127418300406
Position 2852: 0.0004410594542013619
Position 2929: 0.0004381512014127316
Position 591: 0.00029668064032085587
Position 1796: 0.0002681798853253471
Position 3982: 0.0002638192824022346
Position 350: 0.00019512583765430314
Position 1699: 0.00014685028375375708
Position 1537: 0.00010106498877290956
Position 136: 6.211039693374962e-05
Position 122: 5.7966239131155416e-05
Position 1958: 5.5176852168970746e-05
Position 356: 5.2668117673171084e-05
Position 827: 4.563043653287335e-05
Position 5600: 4.1476172622927705e-05
Position 1122: 3.146996921943144e-05
Position 2765: 3.0808379929997836e-05
Position 6275: 2.7107261089462638e-05
Position 555: 2.6794646399403734e-05
Position 1433: 1.708140013138615e-05
Position 1278: 1.4894835311631686e-05
Position 9819: 1.4753148064362404e-05
Position 1211: 1.1504023666296779e-05
Position 742: 7.97403330894896e-06
Position 1307: 6.529141559072919e-06
Position 3015: 4.311753742039244e-06
Position 438: 3.7870049955110013e-06
Position 952: 3.6592605914527575e-06
Position 139: 2.941288918778392e-06
Position 2995: 2.8868145877669766e-06
Position 141: 2.5458873914136186e-06
Position 774: 1.3354070205209736e-06
Position 1261: 8.440075113045025e-07
Position 861: 7.543287436923192e-07
Position 473: 7.336997659593413e-07
Position 690: 6.646234629955595e-07
Position 561: 3.7149826375519415e-07
Position 1075: 2.6287711354668056e-07
Position 407: 2.472106059504202e-07
Position 370: 9.35529426718639e-08
Position 216: 8.987122594729455e-08
Position 374: 8.909557695447806e-08
Position 127: 6.424819079263911e-08
Position 396: 4.727824623913156e-08
Position 1483: 3.276609492216216e-08
Position 207: 1.0166450426042673e-08
Position 1562: 8.939185073672098e-09
Position 479: 8.744254732950745e-09
Position 461: 7.3656285454214894e-09
Position 251: 4.9263114609971576e-09
Position 413: 1.602818419713669e-09
Position 415: 9.137099316663541e-10
Position 433: 4.2638941964801486e-10
Position 651: 6.279282075677477e-11
Position 628: 3.673417363175847e-11
Position 449: 5.292303007569973e-12
Position 653: 4.3409424171083707e-13
