Gene = FBXL18
index = 541
Annotated 5SS: [  142  8387 13311 22568]
Annotated 3SS: [ 8167 11766 22348 31866]
SMsplice 5SS: [  142  8387 11899 22568 23380]
SMsplice 3SS: [ 8167 11766 22348 23304 31866]
top_k =  500
Partition function (log Z): -6.167563945362429

Sorted 5' Splice Sites (High to Low Probability):
Position 8387: 0.9896763378354158
Position 22568: 0.9793344791811541
Position 11899: 0.9322366321518849
Position 142: 0.9092154572417316
Position 25691: 0.5894795430484964
Position 23380: 0.5677003007308794
Position 26228: 0.5091464398290934
Position 25483: 0.493969869606785
Position 19121: 0.373174390613344
Position 18864: 0.28206108865647184
Position 32020: 0.25839488228612817
Position 1037: 0.23423081625696263
Position 23701: 0.14508970929841103
Position 11631: 0.13252801737791314
Position 8597: 0.12060957215575399
Position 13311: 0.10405854567019886
Position 12883: 0.07915636506132707
Position 25218: 0.07269075851192836
Position 23720: 0.06439100055359677
Position 11893: 0.05566112976177364
Position 18729: 0.05197295909567069
Position 27102: 0.047942318409903865
Position 25662: 0.043746357556212645
Position 19101: 0.03781646969515519
Position 70: 0.03556365584077844
Position 591: 0.032894200695320897
Position 23442: 0.03200276039986357
Position 11615: 0.030957131397431645
Position 29781: 0.026429661044557424
Position 13630: 0.024244749410497944
Position 6110: 0.018314435878244967
Position 18917: 0.018243991276957177
Position 23752: 0.017163670972627384
Position 22494: 0.016051271791293776
Position 16432: 0.014843250496412674
Position 9167: 0.011163021837044915
Position 2894: 0.009812047052264634
Position 2959: 0.009128394716974802
Position 8568: 0.009070232156216745
Position 9629: 0.008682727159065732
Position 28658: 0.008159177500255592
Position 18655: 0.007906765617987404
Position 7209: 0.007509239116918952
Position 105: 0.00672624415308934
Position 23704: 0.006007613144698472
Position 6223: 0.0038023897533904527
Position 1103: 0.003719165203462647
Position 4946: 0.0035720335955601737
Position 189: 0.0034799038831129624
Position 6286: 0.003333035390692943
Position 25163: 0.003291317446197592
Position 23596: 0.0029415858642750058
Position 894: 0.002894742739388827
Position 1090: 0.002362958944497079
Position 11986: 0.0023600845618573793
Position 26600: 0.0023118901236333454
Position 26155: 0.002177722302026958
Position 4024: 0.002119658353481847
Position 12532: 0.0020882808144826784
Position 8589: 0.0020428481139992327
Position 10998: 0.0020078004471947254
Position 25653: 0.0017014460823446707
Position 1126: 0.0016869519461773445
Position 12046: 0.0016684654954798063
Position 3022: 0.0016319492943792403
Position 23586: 0.001430324702310718
Position 5477: 0.0013791487579794964
Position 3832: 0.0013594588635498146
Position 1402: 0.001200954851969507
Position 9199: 0.0011816065743167257
Position 701: 0.0006953559392021084
Position 11093: 0.0006771380353201638
Position 11048: 0.0006752299108634939
Position 716: 0.0006719680201028312
Position 8817: 0.0006287783216898533
Position 12268: 0.0005146176487672944
Position 12664: 0.0005114822799377848
Position 12184: 0.00048222025468421025
Position 10540: 0.0004748489565033419
Position 12426: 0.00040833324409846435
Position 595: 0.00035515060820040837
Position 673: 0.00034148512626037226
Position 199: 0.00024025252702720022
Position 737: 0.00023703762327205094
Position 706: 0.00019287004523524295
Position 12265: 0.00018955067145753944
Position 22577: 0.00017944335496500774
Position 147: 0.00011956865048910382
Position 219: 0.00011788778843453662
Position 454: 9.873521625093621e-05
Position 13249: 7.176816169072809e-05
Position 13180: 7.035346959117016e-05
Position 417: 6.578059425443996e-05
Position 14995: 6.508322221105687e-05
Position 157: 6.180550774173098e-05
Position 584: 5.147576941157629e-05
Position 709: 3.5048364702842715e-05
Position 810: 3.0655330703551224e-05
Position 25: 2.873626698832547e-05
Position 635: 2.0784591646493143e-05
Position 1825: 1.2317016629086865e-05
Position 814: 9.097168733806285e-06
Position 832: 8.927358845125814e-06
Position 389: 6.877037996467865e-06
Position 796: 6.218761779305623e-06
Position 398: 3.1333297565729793e-06
Position 84: 3.075052353202768e-06
Position 11782: 2.834197581939528e-06
Position 721: 2.4784906057195805e-06
Position 537: 2.29029880885427e-06
Position 353: 2.034632541965946e-06
Position 19: 1.958670961424991e-06
Position 907: 1.7100203919772038e-06
Position 878: 1.4178924404864975e-06
Position 33: 1.2401050100046277e-06
Position 921: 1.0584042571365453e-06
Position 1083: 6.86714864625486e-07
Position 847: 4.5716717819526067e-07
Position 1092: 4.016015889922266e-07
Position 986: 1.4236803938439944e-07
