Gene = CH17-140K24.5
index = 365
Annotated 5SS: [166]
Annotated 3SS: [4588]
SMsplice 5SS: [ 166 2415]
SMsplice 3SS: [2330 3005]
top_k =  500
Partition function (log Z): -8.854097261665752

Sorted 5' Splice Sites (High to Low Probability):
Position 4: 0.790830619678243
Position 2415: 0.6256987184794586
Position 1340: 0.4314011582317614
Position 1769: 0.23496564466647396
Position 812: 0.18574928261510726
Position 1169: 0.07579105067553046
Position 1010: 0.07272685502499963
Position 1721: 0.04503443545543158
Position 2261: 0.03454395313580607
Position 2387: 0.031158293117217493
Position 2000: 0.025292738750537697
Position 3924: 0.01900194119612303
Position 1586: 0.012006816168701718
Position 170: 0.011067667383190302
Position 1977: 0.00976473930157294
Position 2606: 0.008540033028483017
Position 2345: 0.007763052529453596
Position 1816: 0.00604211101384825
Position 2294: 0.00596666458805153
Position 1895: 0.005160709948305626
Position 1781: 0.0025666933104516285
Position 614: 0.0018548187617586592
Position 1049: 0.0010938966692859765
Position 1107: 0.0008975177516788834
Position 1079: 0.0008066762292824525
Position 1139: 0.0006885127960298908
Position 1220: 0.0005430329817318954
Position 1856: 0.00040798115137399176
Position 289: 0.0002728167200613006
Position 497: 0.00023526998854138948
Position 1064: 0.00012841722875693234
Position 996: 0.00011578718565962916
Position 223: 0.0001025426174615779
Position 217: 9.09096260728793e-05
Position 1547: 8.982486008365999e-05
Position 454: 8.706126857386234e-05
Position 233: 6.844611377739795e-05
Position 1031: 5.885851951599681e-05
Position 780: 4.247021247888139e-05
Position 920: 2.7210124730556825e-05
Position 44: 2.6525171303232837e-05
Position 420: 2.4490848396033308e-05
Position 668: 2.284958300538208e-05
Position 629: 2.2139896992974424e-05
Position 875: 1.7482691843878498e-05
Position 105: 1.747475997009564e-05
Position 1504: 1.687873523371337e-05
Position 10: 1.4394538971569679e-05
Position 452: 1.4246631166970614e-05
Position 8: 1.3040108158531451e-05
Position 295: 1.2721379769569496e-05
Position 1148: 1.0462894298236738e-05
Position 199: 8.199775212988578e-06
Position 70: 7.4998957194792565e-06
Position 824: 7.367967939269419e-06
Position 853: 5.368254620755435e-06
Position 816: 5.04405557152222e-06
Position 1681: 2.9241616099751906e-06
Position 827: 5.122380986422817e-07
Position 715: 2.3109657038634144e-07
Position 307: 2.0959433715907223e-07
Position 911: 1.944002744128071e-07
Position 1319: 1.7332972488226606e-08
Position 185: 5.697436912244615e-10
Position 31: 3.363167760405777e-10
Position 176: 4.4228511509319e-11
Position 263: 5.541135490887008e-13
