Gene = TRIM42
index = 1484
Annotated 5SS: [  532  5121 10504 13154]
Annotated 3SS: [ 4422  9682 12928 22848]
SMsplice 5SS: [  532 10504 13154]
SMsplice 3SS: [10348 12928 22848]
top_k =  500
Partition function (log Z): -4.675790733862327

Sorted 5' Splice Sites (High to Low Probability):
Position 10504: 0.9922339323794626
Position 532: 0.8998039330839634
Position 16084: 0.6929639666764656
Position 13154: 0.5813586521901999
Position 13196: 0.2853592428789137
Position 10132: 0.26516600589215683
Position 2674: 0.26117830454426727
Position 11074: 0.14636417382273287
Position 18044: 0.12650944516271337
Position 15164: 0.11451124559022054
Position 3705: 0.11421998396208256
Position 22443: 0.10244263627584142
Position 12804: 0.09765949269583267
Position 14373: 0.07782880892491602
Position 4502: 0.05798353037151356
Position 3745: 0.057070983420755506
Position 10810: 0.05613921551379309
Position 18471: 0.05524788961549942
Position 417: 0.04593804964938681
Position 13103: 0.04046976740904281
Position 12822: 0.04020502641890611
Position 18475: 0.03980460075635587
Position 14364: 0.03846186799255292
Position 139: 0.03592695911811342
Position 5121: 0.03403606897627584
Position 2735: 0.03323026091544978
Position 4463: 0.03243826497208539
Position 11493: 0.030914489997250657
Position 174: 0.03000566571791249
Position 16930: 0.029734858952848355
Position 19204: 0.028254476613123657
Position 10682: 0.02813175790605279
Position 13161: 0.027462384514648965
Position 16019: 0.0209626493105741
Position 205: 0.01963300190815686
Position 13694: 0.01769281790269024
Position 14930: 0.016222781927488578
Position 23: 0.015671908939261046
Position 18746: 0.012030047659597733
Position 17378: 0.01153245910936195
Position 16858: 0.011189071264467255
Position 11057: 0.01046204452120154
Position 16371: 0.00943483652021347
Position 18036: 0.00892499932295444
Position 1487: 0.008683087245840927
Position 1994: 0.008255288690140897
Position 10836: 0.006598487000982038
Position 22976: 0.00584960511455233
Position 182: 0.004618972392710971
Position 2196: 0.0042645229177287166
Position 13010: 0.004252062255705589
Position 23000: 0.0032367749675206036
Position 10513: 0.002760526515793443
Position 11447: 0.0026479480689363013
Position 14885: 0.0026409653833465167
Position 619: 0.0017222858847120409
Position 2006: 0.0016408597288278674
Position 1050: 0.0015240496979302845
Position 1477: 0.0012931739632025753
Position 12785: 0.0011205623859214455
Position 10561: 0.00107950793900325
Position 171: 0.0008754353882239097
Position 3700: 0.0008749356149113985
Position 3551: 0.0007500445265797853
Position 10294: 0.0007203071066094057
Position 4651: 0.0006559903159579618
Position 16015: 0.0004896933771464545
Position 3675: 0.0004824805330257382
Position 4472: 0.0003653039752643361
Position 4616: 0.00034613940612408627
Position 10422: 0.00032418580927004914
Position 3798: 0.0002884207550097454
Position 682: 0.00026620044924019015
Position 131: 0.00017764024543462912
Position 4190: 0.000149359639782103
Position 1492: 0.00013931650982113922
Position 2621: 0.0001331906103007288
Position 3434: 0.0001106630269000253
Position 1989: 9.705424794307015e-05
Position 4576: 9.215409478475505e-05
Position 1068: 5.004986243124289e-05
Position 3370: 4.870482821282555e-05
Position 1925: 4.751531040479701e-05
Position 702: 4.4858919068065417e-05
Position 4359: 4.4167141699725385e-05
Position 250: 3.90225629571249e-05
Position 2924: 3.0167303052811267e-05
Position 157: 2.218847626701874e-05
Position 3057: 2.1462514195288906e-05
Position 225: 1.648958690102792e-05
Position 909: 1.455966683765059e-05
Position 43: 1.3587433556846385e-05
Position 1361: 1.2173190319086786e-05
Position 1986: 1.1679617294176324e-05
Position 1743: 1.0562791709615821e-05
Position 343: 1.0323507506422494e-05
Position 797: 6.718667942797832e-06
Position 222: 4.968191019835372e-06
Position 38: 2.1728578360487844e-06
Position 274: 1.3988598823971515e-06
Position 261: 1.0052543822592434e-06
Position 240: 8.80322790372207e-07
Position 360: 8.560699912284136e-07
Position 265: 5.634690596052583e-07
Position 209: 3.543612299472684e-07
Position 243: 7.062972940454916e-08
Position 421: 5.655531639144618e-08
Position 385: 3.990418772208254e-08
Position 216: 1.1391741949773829e-08
Position 744: 5.3741841437172595e-09
Position 552: 4.5441725715826584e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10348: 0.9950023335516746
Position 12928: 0.9302924716214098
Position 22848: 0.8969773430664015
Position 15919: 0.44333696953966034
Position 15966: 0.2776045561595725
Position 17968: 0.1660226676018166
Position 3607: 0.15517758268859252
Position 10947: 0.13619557967438048
Position 9936: 0.11232420404861543
Position 2620: 0.10863137237491159
Position 10603: 0.10319720186573224
Position 22376: 0.10244263627584142
Position 18393: 0.09889533228705004
Position 4422: 0.09184766582310298
Position 2553: 0.08966017237522309
Position 2569: 0.08795035328934439
Position 10120: 0.07894398846176388
Position 12665: 0.077977513519003
Position 15012: 0.07726864165151405
Position 9734: 0.07601393958024115
Position 12662: 0.06117593623143804
Position 14204: 0.056230272111730505
Position 16730: 0.048917298975516756
Position 19172: 0.043690283001945794
Position 14255: 0.04279204972282103
Position 14852: 0.031796576193486255
Position 11303: 0.027832958443969342
Position 14929: 0.023855886736631336
Position 326: 0.023084309850297264
Position 4798: 0.022442759118231664
Position 3523: 0.016739824937927257
Position 18645: 0.016319767871197013
Position 14301: 0.01612620298670124
Position 290: 0.015165688135310143
Position 1924: 0.013629114107622126
Position 21341: 0.012480199795285678
Position 13622: 0.012155302739388222
Position 17284: 0.01153245910936195
Position 4923: 0.008876649163240106
Position 23076: 0.008242779840453334
Position 21069: 0.008159312492174085
Position 16174: 0.006403043018952782
Position 274: 0.005782252503552166
Position 235: 0.004279464199522275
Position 1325: 0.00400519193593728
Position 10632: 0.0036914422325331903
Position 12950: 0.0033855952691653622
Position 13176: 0.0031297962326833
Position 21506: 0.0030978945765694826
Position 13088: 0.002990734573679516
Position 421: 0.002944041883671462
Position 2633: 0.0028134304176618374
Position 4968: 0.0027166606948040677
Position 434: 0.0025299816698574912
Position 13671: 0.002499175621597339
Position 10851: 0.0024632804214444414
Position 11435: 0.002423062367708616
Position 10915: 0.002007631761322979
Position 2402: 0.0019286073682562336
Position 14271: 0.0018853706106866882
Position 11332: 0.0018641428217244268
Position 16245: 0.0016456711819996515
Position 2474: 0.0016001563152847954
Position 2372: 0.0015641659263146155
Position 17890: 0.0014801170172943604
Position 11382: 0.0014619547726623216
Position 20676: 0.0013588566171390609
Position 1290: 0.0013557835051273754
Position 1233: 0.001322580631481953
Position 12970: 0.0013041721132769366
Position 13376: 0.001285421622348725
Position 20756: 0.0012795750336181853
Position 3484: 0.001194695184580119
Position 438: 0.0011250198191890346
Position 14683: 0.0010522088537835744
Position 13433: 0.0009548536473968721
Position 20138: 0.0009431422734972884
Position 1382: 0.0008841284762653105
Position 441: 0.0008611567648298583
