Gene = ACAA1
index = 22
Annotated 5SS: [  344   617  3257  5283  5613  7919  9423 10699 11047 11383 11644]
Annotated 3SS: [  522  3198  5202  5569  7819  9341 10507 10866 11326 11497 14085]
SMsplice 5SS: [  344   617  5283  7919  9423 11047 11383 11644]
SMsplice 3SS: [  522  5202  7819  9341 10855 11326 11497 14085]
top_k =  500
Partition function (log Z): 12.703959387279763

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.9983935550444814
Position 5283: 0.9927745821059347
Position 7919: 0.9894340860290534
Position 11383: 0.9410165621774199
Position 9423: 0.896838821743424
Position 11644: 0.8861054608127841
Position 11047: 0.8110432302083046
Position 344: 0.7788469465817365
Position 5613: 0.5595396108154689
Position 3257: 0.4515921331570281
Position 6523: 0.32388741780784097
Position 3074: 0.3000910429809591
Position 6211: 0.29315112541533683
Position 3718: 0.2928952215997594
Position 4287: 0.2556192147781116
Position 128: 0.14194886687077946
Position 2700: 0.1340460277042513
Position 2025: 0.1305070529726164
Position 1194: 0.11302161856277217
Position 2009: 0.10915054526006154
Position 5875: 0.0996302819513807
Position 10699: 0.09089008263867909
Position 403: 0.08873209252282556
Position 6223: 0.08850147869734458
Position 837: 0.08730813061155257
Position 2066: 0.06996372166271479
Position 9525: 0.056202990537277994
Position 188: 0.051045296205806896
Position 2819: 0.04285593496553595
Position 1246: 0.04142855099323672
Position 2333: 0.0373714775227376
Position 2972: 0.036938207494346044
Position 8267: 0.0351514947839236
Position 407: 0.03195211232019452
Position 10881: 0.024472490408290366
Position 9903: 0.017681546258639186
Position 12251: 0.015753425706701345
Position 10721: 0.01332851149995085
Position 5756: 0.010851810567635612
Position 10715: 0.010801741777058508
Position 8166: 0.0098695499113787
Position 1399: 0.009799307805752444
Position 1257: 0.00976391662404721
Position 4333: 0.008156612865443663
Position 1563: 0.007839200858859165
Position 10351: 0.007798611166449902
Position 8305: 0.007419714317605756
Position 2315: 0.007107068178288182
Position 2256: 0.006765200673974885
Position 4274: 0.0060823788064232175
Position 10621: 0.005200002914277191
Position 1090: 0.003998437037811256
Position 9556: 0.003695799787818123
Position 11052: 0.003600159750823995
Position 1341: 0.0030714972779638727
Position 11428: 0.003007345198205672
Position 11433: 0.0029478313600380694
Position 11156: 0.0027999456188984766
Position 12353: 0.0026006003755806462
Position 6530: 0.0024513856994929687
Position 13466: 0.002396762819568481
Position 6600: 0.0023648737045019455
Position 5298: 0.0022422283538989195
Position 8191: 0.00211969336049993
Position 2204: 0.0020007619395329677
Position 9591: 0.001923383596921844
Position 11461: 0.0018880902616354297
Position 8291: 0.0018488529006851404
Position 10964: 0.0018243953098876138
Position 8858: 0.0016503704696252937
Position 398: 0.0016241077946192856
Position 3550: 0.0016061157748495447
Position 5609: 0.0013779983243298343
Position 151: 0.0013753606535135882
Position 8385: 0.0013350931165010728
Position 5495: 0.0012355996797067345
Position 3562: 0.0011349695760743531
Position 8466: 0.0011195775990808937
Position 1403: 0.0010361629714456051
Position 6237: 0.001017563202024128
Position 613: 0.0009834507472346727
Position 100: 0.0009065821926760158
Position 8108: 0.0008406416473068548
Position 867: 0.00083089274369475
Position 1998: 0.0007230708285921943
Position 8324: 0.000718892509842466
Position 907: 0.0007026738425099212
Position 2338: 0.0006939613919661354
Position 9: 0.0006374041232535722
Position 357: 0.0005514413092961138
Position 1948: 0.0005501902367473837
Position 850: 0.0004971974768558342
Position 1830: 0.0004511037708390438
Position 11250: 0.00035407997836114913
Position 210: 0.00026823773482498347
Position 63: 0.00023883670479394172
Position 284: 0.00023428043519065702
Position 663: 0.00017649200901970893
Position 5570: 0.00014764027470323161
Position 86: 0.00012478162756035126
Position 9463: 0.00010943428685191446
Position 144: 9.844403223426045e-05
Position 38: 9.558729971249053e-05
Position 258: 9.410609276008291e-05
Position 827: 7.642945004567013e-05
Position 1992: 7.381914675469724e-05
Position 917: 7.270811911984721e-05
Position 416: 6.10479036561602e-05
Position 98: 6.1019593376467854e-05
Position 2029: 5.9284273635825685e-05
Position 293: 5.7627134505266465e-05
Position 290: 4.3011815695149614e-05
Position 456: 4.1666313080674976e-05
Position 29: 3.7945280925770504e-05
Position 112: 3.688363216011902e-05
Position 160: 3.5316689226239204e-05
Position 475: 3.395602445700594e-05
Position 1036: 2.7583906292323022e-05
Position 995: 2.671704387851712e-05
Position 54: 2.543528875929358e-05
Position 372: 2.4428460408464843e-05
Position 822: 2.4176377849648526e-05
Position 287: 2.1884929473884384e-05
Position 952: 1.9389163940975558e-05
Position 42: 1.7825485931663614e-05
Position 759: 1.6694076596427073e-05
Position 1983: 1.5657643894800664e-05
Position 370: 1.4712899205292526e-05
Position 763: 1.4067985228112348e-05
Position 411: 9.829017695560283e-06
Position 116: 8.756810211119523e-06
Position 89: 8.034852271864393e-06
Position 1028: 7.867205903185979e-06
Position 1072: 7.03102381215231e-06
Position 958: 5.395903026942432e-06
Position 11830: 5.319906261144001e-06
Position 915: 5.207426396551739e-06
Position 1077: 4.7119000700464566e-06
Position 1156: 4.635553691081347e-06
Position 577: 3.6293716299498397e-06
Position 950: 1.8965660875013197e-06
Position 132: 1.7422249506302428e-06
Position 820: 1.5057081799286727e-06
Position 464: 1.3005778894743768e-06
Position 858: 1.1974842203354074e-06
Position 453: 1.0418210617180694e-06
Position 944: 8.049189673021345e-07
Position 667: 5.963582240476662e-07
Position 1443: 4.417088228886521e-07
Position 1747: 3.9469434773094845e-07
Position 611: 3.800518669480927e-07
Position 565: 3.4114766041983224e-07
Position 191: 2.2524133907874048e-07
Position 489: 1.362796529008763e-08
Position 740: 7.193722821912735e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 522: 0.9888467977689187
Position 7819: 0.9822073987869983
Position 5202: 0.9813012187638633
Position 9341: 0.9187548603308311
Position 11497: 0.8317927628879719
Position 11326: 0.8284088226152019
Position 10855: 0.7079352234808913
Position 14085: 0.5442653524670179
Position 3138: 0.31828742770976437
Position 2918: 0.3089441240522816
Position 1913: 0.30053810188444025
Position 5569: 0.29762404239968737
Position 3549: 0.2883034081008009
Position 6346: 0.24157359703345488
Position 4042: 0.196067296226995
Position 5526: 0.16019050991712364
Position 6023: 0.14179525369143547
Position 1143: 0.13292535833377214
Position 5721: 0.13237028966591638
Position 2655: 0.12879447186613877
Position 10866: 0.12463122406771664
Position 11203: 0.11435448014284093
Position 10507: 0.10915168456195494
Position 6140: 0.10795461959433111
Position 3198: 0.10146769515506715
Position 776: 0.08964409857417628
Position 13971: 0.08773717889990883
Position 5521: 0.08731772938356513
Position 13582: 0.07580296516784361
Position 6386: 0.07220873388886809
Position 268: 0.0634177761406349
Position 13748: 0.061743208022922255
Position 4191: 0.05366597941510298
Position 2117: 0.048522950181668294
Position 13881: 0.045139613488863965
Position 8050: 0.04326857127941429
Position 12017: 0.03563776150674491
Position 238: 0.03526276421949363
Position 6074: 0.03402846009317886
Position 6059: 0.03024684226974865
Position 1065: 0.027626106454356262
Position 12050: 0.025753620694954082
Position 2736: 0.025635965151856455
Position 11561: 0.025088303391185274
Position 2955: 0.022672973817835586
Position 11277: 0.019992885351860633
Position 6104: 0.0194938085392593
Position 2442: 0.018375414635564483
Position 4239: 0.01788129046611123
Position 13563: 0.017340821104287075
Position 9298: 0.015878187789939487
Position 5864: 0.015191329048120403
Position 6430: 0.01492134628951308
Position 5241: 0.014572754054684379
Position 11148: 0.013339938751661314
Position 9244: 0.013266688864696894
Position 8100: 0.012463960145750522
Position 2593: 0.01227835030369052
Position 553: 0.01081063516722915
Position 11539: 0.010572545034347342
Position 13086: 0.01016797545117149
Position 9781: 0.010158893722351441
Position 9167: 0.010147250870417521
Position 11748: 0.00958768338668571
Position 12129: 0.009371516462986396
Position 1947: 0.00888995657861845
Position 5393: 0.008743306538723728
Position 13380: 0.008718871102362805
Position 12608: 0.008575223949309527
Position 13701: 0.008322101690842383
Position 3065: 0.007029863140531835
Position 2773: 0.006793900791549978
Position 12245: 0.006744095988418417
Position 961: 0.006534793171320531
Position 9648: 0.0059961695605361635
Position 7846: 0.005989985278451211
Position 1089: 0.005808597892358319
Position 10298: 0.005754850166360659
Position 1193: 0.005607799259937226
Position 737: 0.005433857650911482
Position 13716: 0.004965486688225723
Position 10918: 0.00487410268312947
Position 11028: 0.0047160232902421296
Position 10112: 0.004676523955970806
Position 12197: 0.004651527003532984
Position 12769: 0.0046452571780830265
Position 12370: 0.004613786849081468
Position 6165: 0.004470393550714207
Position 5465: 0.004464398493496782
Position 13671: 0.0037297272512847295
Position 3632: 0.0037102602662942583
Position 5429: 0.0037030448302803787
Position 2818: 0.003702196506299789
Position 14212: 0.003654116854084534
Position 10512: 0.003628530578811303
Position 2465: 0.0035927047912397867
Position 11851: 0.0034542511136777315
Position 5755: 0.003139348603832018
Position 12795: 0.0028037185461924183
Position 8107: 0.002707573812502728
Position 10613: 0.00251354619128213
Position 11602: 0.0024942225979790343
Position 2572: 0.0024657054734802306
Position 12250: 0.0024299604762650765
Position 12838: 0.0023192795095376504
Position 10542: 0.0022964445939147545
Position 2990: 0.002232341300574743
Position 1339: 0.0022091833391500643
Position 2204: 0.0021006062722765738
Position 13942: 0.0020818579172786735
Position 3600: 0.0020165228087385195
Position 11857: 0.0019708491658461873
