Gene = LSMEM2
index = 806
Annotated 5SS: [ 145 7558 7836]
Annotated 3SS: [7443 7646 8041]
SMsplice 5SS: [ 145 7558 7836]
SMsplice 3SS: [7443 7649 8041]
top_k =  500
Partition function (log Z): -7.681254892630485

Sorted 5' Splice Sites (High to Low Probability):
Position 145: 0.9834138030098274
Position 7558: 0.7579481937657394
Position 7836: 0.5846874694943424
Position 3582: 0.24031410057197908
Position 436: 0.1696575612572646
Position 7512: 0.14155122253743138
Position 8153: 0.03508342763819577
Position 8203: 0.029502463730727894
Position 7193: 0.018287431767829782
Position 3490: 0.015651770977945786
Position 453: 0.013422045961397861
Position 502: 0.009455749217034381
Position 7299: 0.006467083369282491
Position 7263: 0.005409607483232845
Position 7527: 0.004536496709921214
Position 8287: 0.0027130536714724133
Position 7857: 0.0014068734847849835
Position 155: 0.0012069595987822853
Position 7851: 0.0011479583251300261
Position 7790: 0.0010106358704331459
Position 3103: 0.0007842513872029839
Position 7610: 0.0006193330044295176
Position 7750: 0.0005558937162631316
Position 3372: 0.0005068872143826461
Position 469: 0.0004089212049571367
Position 530: 0.00036433541938790524
Position 1459: 0.00031265280037071297
Position 248: 1.9213938577259072e-05
Position 6757: 7.958639265807325e-06
Position 187: 7.225980920267954e-06
Position 245: 1.948104743431736e-06
Position 182: 1.4544918978146563e-06
Position 279: 4.333730329636776e-07
Position 69: 2.991716897263575e-08
Position 221: 2.87793695593973e-08
Position 195: 2.269249213603505e-08
Position 74: 1.2130468384402013e-08
Position 252: 8.89611803443377e-09
Position 403: 5.658173559392164e-09
Position 238: 5.1162877432406134e-09
Position 410: 4.616300573111824e-09
Position 357: 1.5969507029797955e-09
Position 298: 5.005227917983548e-10
Position 336: 1.4509295903089096e-11
Position 414: 6.713006864778216e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 7443: 0.8660635691996739
Position 8041: 0.771365854032426
Position 7649: 0.4642304378395075
Position 3482: 0.20408464496528753
Position 7646: 0.12840357924410914
Position 7732: 0.09979084630129892
Position 303: 0.07740437240852696
Position 273: 0.07352812766962742
Position 8091: 0.052130191582311955
Position 8782: 0.041629960176272254
Position 7136: 0.03221593502815231
Position 3448: 0.027252017866777188
Position 8470: 0.021748989576756066
Position 345: 0.019608242677052797
Position 7253: 0.017120529906381715
Position 8764: 0.013350206432454095
Position 8403: 0.00948863580357874
Position 7363: 0.009029789606439829
Position 3522: 0.007527203222429895
Position 7991: 0.006805646395933079
Position 8352: 0.006396393692808464
Position 7755: 0.006345521422772751
Position 7425: 0.006054112122718289
Position 3489: 0.00602962456804026
Position 248: 0.005535257285616641
Position 7379: 0.005099127048765688
Position 3301: 0.0049280988629679875
Position 7676: 0.0044644145552782686
Position 8823: 0.004054970263110966
Position 8915: 0.0032837565360168018
Position 3225: 0.0028069965804388476
Position 8049: 0.002367559400696876
Position 7905: 0.0023373945302373753
Position 7297: 0.0019423605835334917
Position 2053: 0.0017100134021144683
Position 7743: 0.0014013450950446228
Position 8239: 0.0012798678290024618
Position 3239: 0.0012543556995879277
Position 7092: 0.0012121328934617864
Position 357: 0.0011812795856382516
Position 3411: 0.0010331019695797336
Position 8569: 0.0010321179432219245
Position 3350: 0.0009976046288516017
Position 8842: 0.0009298098259381841
Position 7526: 0.0008324511272666001
Position 307: 0.0007449322601251759
Position 380: 0.0007326301365130385
Position 2845: 0.0006278499056661181
Position 3008: 0.0005975808297011355
Position 7678: 0.0005649275489244478
Position 3191: 0.0005619707760302935
Position 279: 0.0005061451496365872
Position 7011: 0.0004674713727460897
Position 869: 0.0004493277783164413
Position 3146: 0.0004260370633817949
Position 3531: 0.0003320656550577385
Position 8123: 0.0002831448813903822
Position 7216: 0.0002476637931131513
Position 2676: 0.00016146270126312756
Position 245: 0.00013823380623619288
Position 313: 0.00013164989567798516
Position 1363: 0.00012612373388497987
Position 3013: 0.00012370338268913612
Position 1587: 0.00011781982153933503
Position 607: 0.0001172683866678481
Position 6364: 0.00011652171051220962
