Gene = LRWD1
index = 799
Annotated 5SS: [ 232 1123 1342 2551 2895 3259 3449 3726 4134 4718 4954 7381 7681 7876]
Annotated 3SS: [ 887 1224 2409 2789 3132 3333 3624 3925 4644 4812 7288 7524 7762 7979]
SMsplice 5SS: [ 250 1123 1342 2551 2895 3259 3449 4134 4730 4954 5637 5818 7381 7681
 7876]
SMsplice 3SS: [ 887 1224 2409 2789 3132 3333 3970 4644 4812 5446 5746 7288 7524 7762
 7979]
top_k =  500
Partition function (log Z): 33.750530624827555

Sorted 5' Splice Sites (High to Low Probability):
Position 7876: 0.9981892460222886
Position 7681: 0.9899887594036066
Position 4954: 0.9896143611742335
Position 1342: 0.9874092861825836
Position 1123: 0.9563687998906504
Position 2551: 0.9098919251640686
Position 3449: 0.9045177047295728
Position 7381: 0.8983513199305337
Position 250: 0.8823727045849065
Position 5818: 0.7791955494886845
Position 3259: 0.699760747570542
Position 4134: 0.683790262554379
Position 2895: 0.6787828420322833
Position 5320: 0.6405890666116881
Position 4730: 0.6265221076222126
Position 3726: 0.4651401683474486
Position 4466: 0.38360558567059166
Position 4718: 0.3704057568439052
Position 5637: 0.3283878973457631
Position 5582: 0.29027033187461854
Position 7209: 0.1656063564573836
Position 4040: 0.08207939580497031
Position 1767: 0.0744827641743552
Position 232: 0.07201684370714226
Position 5532: 0.050656013002076755
Position 7102: 0.04150684530243323
Position 2650: 0.029237365844025223
Position 2142: 0.027721670755055293
Position 2790: 0.02083582060996453
Position 7385: 0.02045674887428025
Position 3220: 0.015208381198085395
Position 6551: 0.013660300708222764
Position 2835: 0.013394150855091002
Position 819: 0.011084203563489079
Position 4367: 0.010179142932833509
Position 7228: 0.010006317893301624
Position 5700: 0.009636232928268122
Position 1309: 0.008428438943123746
Position 801: 0.008064936549641738
Position 6611: 0.006629201465582596
Position 753: 0.005367851985527178
Position 5688: 0.005245116336996787
Position 2190: 0.004997030515935276
Position 699: 0.004452121761598527
Position 2998: 0.00443149986889596
Position 4400: 0.0040288740705152395
Position 3456: 0.003973520765476675
Position 126: 0.0037656891519925223
Position 3058: 0.003439812765101232
Position 7377: 0.00317367411505375
Position 5668: 0.0030309875054049225
Position 4925: 0.0025248995274847245
Position 1268: 0.002123324216825384
Position 338: 0.0019824117235518334
Position 2591: 0.0016701801718217832
Position 3017: 0.0016494233023650164
Position 277: 0.0015993795356157039
Position 2150: 0.001554461274965469
Position 2148: 0.001447032778185307
Position 2152: 0.0013183538042875961
Position 7290: 0.001294234393167278
Position 2146: 0.0012910898022695954
Position 2154: 0.001251780720580419
Position 2156: 0.0010630866051620578
Position 3506: 0.001020668176937401
Position 2158: 0.0009892353984127587
Position 8117: 0.0009510303475711944
Position 5325: 0.0009444167627535401
Position 2160: 0.0009289024420857033
Position 439: 0.0009055187170623129
Position 785: 0.0008167254450252001
Position 5660: 0.000815161168181972
Position 2162: 0.0007627834561768212
Position 2824: 0.0006265762671715834
Position 5046: 0.0006016698880045481
Position 2144: 0.0005812427258210819
Position 2166: 0.0005609316810319545
Position 2232: 0.0005308234727635208
Position 2322: 0.0005308209403712138
Position 1273: 0.0005298082340529725
Position 3668: 0.0005297211894986914
Position 3269: 0.0004815960652215771
Position 550: 0.000466518279871452
Position 7637: 0.0004389149114211107
Position 5258: 0.00040087865255137813
Position 2660: 0.0003840702485927375
Position 5288: 0.00036321585738566367
Position 3759: 0.00034982951844141476
Position 3414: 0.0003274410614760449
Position 5477: 0.0003062997313766107
Position 1581: 0.0002992827238737311
Position 2243: 0.0002796101346064334
Position 2611: 0.00025534735231512267
Position 3053: 0.0002454406888680523
Position 258: 0.00024051196199067026
Position 4099: 0.00022552972330705396
Position 3650: 0.0001891332299149919
Position 2194: 0.00018237801626949058
Position 5252: 0.00017826936584008823
Position 1432: 0.00016066240530490027
Position 2196: 0.00015661046495008883
Position 2506: 0.0001491393838631052
Position 2198: 0.0001352594044180896
Position 464: 0.00013418106961527888
Position 2204: 0.00012531881646712128
Position 4025: 0.00012403214706714218
Position 2569: 0.00011554138445099977
Position 3283: 0.00010633767272451379
Position 2192: 0.00010388105152369189
Position 2200: 0.00010382688773975892
Position 2202: 0.00010226066987911294
Position 2208: 9.329010495308723e-05
Position 5218: 8.125344102048486e-05
Position 6733: 7.11894458731192e-05
Position 2374: 6.944207978435353e-05
Position 8034: 6.123615964311274e-05
Position 1613: 5.31271489483835e-05
Position 1587: 4.9970953996479454e-05
Position 796: 4.6331991992182775e-05
Position 8016: 3.898222151862488e-05
Position 114: 3.70213144691966e-05
Position 7649: 3.1663898248212036e-05
Position 1022: 2.663488737483151e-05
Position 843: 2.4485364566402884e-05
Position 225: 2.245971685779766e-05
Position 8097: 2.1725298923407358e-05
Position 7605: 2.0761825395923776e-05
Position 7577: 1.7207851440826853e-05
Position 1127: 1.6733538704399337e-05
Position 7614: 1.2911650890828219e-05
Position 838: 1.2883932614982401e-05
Position 1057: 7.501878842634472e-06
Position 2410: 6.649294128477936e-06
Position 7478: 5.944453405203115e-06
Position 2535: 5.499996796791995e-06
