Gene = AKNAD1
index = 49
Annotated 5SS: [  166  5423  7558  8183  8343 13961 19545 22166 22648 26536 29890 33529
 33725 36550 40047]
Annotated 3SS: [ 4326  7517  8033  8279 13826 19387 22037 22565 26443 29791 33405 33616
 36467 39916 40791]
SMsplice 5SS: [  166  8343 13961 19485 26536 26816 29890 33529 33777 39757 40086]
SMsplice 3SS: [ 8279 13826 19387 26443 26697 29791 33405 33616 39681 39916 40791]
top_k =  500
Partition function (log Z): 2.6371309785425923

Sorted 5' Splice Sites (High to Low Probability):
Position 29890: 1.0000000000000016
Position 8343: 0.984086186456219
Position 166: 0.9382969680465056
Position 13961: 0.9380453111177035
Position 33529: 0.8183798606898461
Position 22166: 0.7041235794597693
Position 19485: 0.6798731375930176
Position 33777: 0.6580752076962073
Position 40086: 0.6251886822720862
Position 20999: 0.6043000598638532
Position 39757: 0.5380068645478856
Position 26816: 0.5313092981679995
Position 7192: 0.5141568756529135
Position 6752: 0.45624084886818905
Position 6047: 0.4447307013396104
Position 36550: 0.4314343108032013
Position 32185: 0.3840847086316528
Position 14875: 0.36319172434062963
Position 34299: 0.36117798237173765
Position 26536: 0.3186855167331718
Position 8183: 0.31311838359112043
Position 5423: 0.3122587939742053
Position 40047: 0.29345164715675137
Position 19545: 0.2893250128060194
Position 33725: 0.27778357582973157
Position 33982: 0.27020807897467297
Position 6732: 0.20869908670886564
Position 22648: 0.20232343374230394
Position 8893: 0.1965384975315697
Position 18677: 0.19521194965521002
Position 3559: 0.19060721387380827
Position 8682: 0.18168521045237693
Position 8666: 0.17658620441414694
Position 14765: 0.17038889491874393
Position 7558: 0.1636627782486124
Position 16485: 0.13690539972980423
Position 7874: 0.1315115704619559
Position 6269: 0.12564685925961333
Position 40221: 0.11442284254884828
Position 27220: 0.09624760409555447
Position 37061: 0.09192304229956932
Position 30523: 0.08389743241485652
Position 39772: 0.07933649035555897
Position 6589: 0.06989648116601921
Position 8974: 0.06888451401177546
Position 6747: 0.05733318937253577
Position 26845: 0.055760173282530474
Position 25833: 0.04957857573187839
Position 7741: 0.04525130248117227
Position 6966: 0.044707733006350094
Position 28040: 0.04355772335778184
Position 7934: 0.03929730618160847
Position 33986: 0.03897865695301265
Position 36825: 0.03615300009044888
Position 253: 0.0353065927279094
Position 26805: 0.03363149060043202
Position 31500: 0.03249633648108736
Position 34939: 0.03155963291951987
Position 28369: 0.0315419578901897
Position 6096: 0.029732693547171278
Position 8672: 0.02957454930660831
Position 6926: 0.02713445373306816
Position 20476: 0.02659956948282395
Position 7359: 0.02219000903953773
Position 6615: 0.020829890593093873
Position 22931: 0.01591036800854522
Position 1084: 0.012634132203196336
Position 297: 0.011233854497307415
Position 29198: 0.010055931346201938
Position 3459: 0.008453414083997137
Position 13981: 0.007640395800385061
Position 38215: 0.007267947517010184
Position 30196: 0.006885229820303971
Position 3572: 0.006822224792982736
Position 38: 0.006517130294175818
Position 277: 0.006404693804492031
Position 14945: 0.005951459133035384
Position 6127: 0.0058172262231900845
Position 40708: 0.004717769231877244
Position 39796: 0.004687909419267622
