Gene = SMC5
index = 1277
Annotated 5SS: [  302  5484  9014 18511 19664 21938 23622 27310 39260 41239 46399 55875
 56617 59726 60002 64645 65182 85308 87688 88200 88756 89077 91332 91510]
Annotated 3SS: [ 5341  8960 18347 19528 21796 23459 27237 39003 41083 46284 55779 56483
 59551 59831 64520 65058 85181 87642 88103 88650 88956 91151 91413 93228]
SMsplice 5SS: [  302  2845  4988  5484  8715 18511 19664 21938 23622 25241 25499 26078
 39260 41239 46399 55875 56617 59726 60002 64645 65182 85308 88756 89077
 91332 91510]
SMsplice 3SS: [ 2736  4708  5341  8598 18347 19528 21796 23459 25043 25420 25948 39003
 41083 46284 55779 56483 59551 59831 64520 65058 85181 88650 88956 91151
 91413 93228]
top_k =  500
Partition function (log Z): -17.20466583892681

Sorted 5' Splice Sites (High to Low Probability):
Position 41239: 0.9953947973360252
Position 5484: 0.9929779623685907
Position 23622: 0.9817776636235358
Position 18511: 0.9517496171550951
Position 19664: 0.9364835567639901
Position 21938: 0.9179523002341432
Position 302: 0.9076273855634946
Position 2845: 0.800395911647827
Position 26078: 0.7982091936244681
Position 4988: 0.7708539811085964
Position 8715: 0.7387294299970042
Position 25499: 0.7253231199998132
Position 29457: 0.5995874276499064
Position 25241: 0.5469943800203227
Position 27310: 0.41267804806457337
Position 27446: 0.3929054479273723
Position 23166: 0.3017623983133781
Position 22637: 0.27035351151770715
Position 23291: 0.2567618584520286
Position 3068: 0.22998701670113036
Position 4211: 0.19260311016755866
Position 3064: 0.18904735489040708
Position 23862: 0.18274651390141353
Position 3046: 0.17215964749289206
Position 24189: 0.16661256884049738
Position 9014: 0.16342153525019856
Position 19349: 0.1422610848972608
Position 1196: 0.12453435658147544
Position 24960: 0.11975810958692702
Position 8711: 0.1147997566313859
Position 24724: 0.11251608200684621
Position 38166: 0.10564627514998852
Position 42556: 0.08517772231240216
Position 4192: 0.07489154737194932
Position 25509: 0.06699461253683435
Position 337: 0.04100430127334954
Position 21591: 0.036350091746256245
Position 8486: 0.034720706371973116
Position 25235: 0.030022385001399716
Position 3832: 0.02147560957703283
Position 23236: 0.02104535752807658
Position 45254: 0.020935958990583942
Position 25144: 0.01926585680012679
Position 27918: 0.019253638947123487
Position 777: 0.01887222462140049
Position 22667: 0.0186809963399847
Position 714: 0.01777460454858978
Position 27315: 0.014500016948218704
Position 23882: 0.014135631597309748
Position 5238: 0.01371303514743559
Position 28480: 0.013031100726417687
Position 1540: 0.012541218969484605
Position 28173: 0.012537531700662507
Position 6047: 0.009814304757705098
Position 24949: 0.0097340490491498
Position 747: 0.009625730214759199
Position 907: 0.009587598612658234
Position 1097: 0.008937300389717606
Position 21963: 0.008522550548154172
Position 329: 0.008454444683764344
Position 8543: 0.008165859977937291
Position 2498: 0.007644718338333458
Position 4785: 0.007323400423699298
Position 2454: 0.007004193998195135
Position 4842: 0.006956410897320528
Position 23526: 0.006739025215382594
Position 198: 0.006325975675410318
Position 77: 0.006187611656697026
Position 25784: 0.0060523310864540585
Position 25115: 0.005933781815812303
Position 392: 0.005655121342970067
Position 2217: 0.00565074139307997
Position 23388: 0.005283661362861057
Position 18481: 0.00515243738036952
Position 18638: 0.005017301157435363
Position 25514: 0.004839510581388542
Position 2289: 0.004042489651250803
Position 4813: 0.003833758640881854
Position 19451: 0.003536766403926753
Position 5616: 0.003249062434832364
Position 22316: 0.0029555933351331286
Position 3117: 0.0025813490633938806
Position 1381: 0.0020691587880915458
Position 25953: 0.001908607723587836
Position 27131: 0.0018707364757409104
Position 2146: 0.0013253581375654913
Position 2451: 0.0010478615270724182
Position 22356: 0.00100375257510582
Position 7331: 0.000992513906961931
Position 5087: 0.0009709421113368965
Position 2174: 0.0009214175627762157
Position 27098: 0.0008755008934341531
Position 25198: 0.0008267617543176482
Position 22551: 0.0007822227760012229
Position 4338: 0.0006876349843753705
Position 21551: 0.00068502158090549
Position 3196: 0.0005557175526950266
Position 22135: 0.0005462456892043
Position 22358: 0.0004553589158853305
Position 21874: 0.00041510273471074015
Position 561: 0.0003546359313034849
Position 23422: 0.0002587308661787028
Position 388: 0.0002535502987452428
Position 27689: 0.00024236014616058527
Position 8854: 0.00013743047748448193
Position 22583: 0.000128666258439137
Position 753: 7.911390352174916e-05
Position 478: 4.954908736148437e-05
Position 407: 4.5742254034835204e-05
Position 673: 4.383851298505465e-05
Position 485: 3.614976281885968e-05
Position 536: 3.48955405339328e-05
Position 547: 3.38827452825149e-05
Position 505: 3.175824574281149e-05
Position 580: 2.3109571853382252e-05
Position 457: 2.1625566640466543e-05
Position 411: 1.662769630651449e-05
Position 770: 1.4918334457202358e-05
Position 42: 1.4588293639182188e-05
Position 494: 1.224886880187205e-05
Position 1425: 1.0394151130529162e-05
Position 1610: 9.532663381970522e-06
Position 89: 7.868064704646233e-06
Position 95: 7.461558232042318e-06
Position 380: 5.603764707177928e-06
Position 276: 5.512554391914381e-06
Position 140: 3.7211927530649784e-06
Position 1110: 3.6807768455888274e-06
Position 1749: 3.3814595589443e-06
Position 7: 3.367497191214892e-06
Position 17: 3.2314993666149433e-06
Position 684: 2.7282131437505003e-06
Position 339: 2.5692536317811594e-06
Position 640: 2.1599427524806297e-06
Position 396: 1.9650603362097535e-06
Position 584: 1.2395669716860095e-06
Position 510: 1.2068142091892168e-06
Position 623: 7.079549737320049e-07
Position 690: 6.279760062293075e-07
Position 306: 5.648724833393736e-07
Position 191: 4.7092204613939795e-07
