Gene = SETD9
index = 1249
Annotated 5SS: [ 484 2277 3875 4730 5707]
Annotated 3SS: [1908 3750 4613 5600 7554]
SMsplice 5SS: [ 201 3875 4730 5707]
SMsplice 3SS: [3750 4613 5600 7554]
top_k =  500
Partition function (log Z): -1.5443914403657037

Sorted 5' Splice Sites (High to Low Probability):
Position 3875: 0.9427663833877061
Position 5707: 0.922650713839667
Position 201: 0.8848573739057789
Position 4730: 0.8280354827117664
Position 2277: 0.29275306616934843
Position 605: 0.08473872973930859
Position 621: 0.060230650271797165
Position 484: 0.04926200777914592
Position 206: 0.04327420339080222
Position 5092: 0.04286081892179918
Position 2261: 0.03367343353698028
Position 2269: 0.03320136269899921
Position 2220: 0.03209862984895927
Position 925: 0.029813904035186106
Position 1852: 0.029786851659152996
Position 4707: 0.027789662044040105
Position 5268: 0.023938612811149087
Position 6473: 0.02265144752413252
Position 1135: 0.02080721618562775
Position 919: 0.014253465170539938
Position 2368: 0.01296236490640521
Position 4751: 0.011516086063341861
Position 749: 0.01019187162344902
Position 2623: 0.009747578244097213
Position 5137: 0.009562932887158409
Position 2243: 0.009086789360184066
Position 1663: 0.009052656666010753
Position 2099: 0.007342226675291508
Position 1118: 0.006426823982893669
Position 2133: 0.0059649632485141435
Position 5792: 0.005547432323451352
Position 872: 0.00527948132564727
Position 2999: 0.0050967385079605096
Position 5301: 0.004527393085974787
Position 1985: 0.004382546403346219
Position 4267: 0.00429875509595254
Position 6251: 0.0034511012847690597
Position 7460: 0.003393247741681138
Position 698: 0.00334444729135956
Position 2754: 0.0033082566906626623
Position 634: 0.0025430718870404784
Position 6433: 0.0014226580818227812
Position 7330: 0.0011234519926147464
Position 1220: 0.001099720681755553
Position 436: 0.001006623699975981
Position 1310: 0.0008985346342950457
Position 7666: 0.0008004214139357343
Position 5180: 0.0007068086667586786
Position 6571: 0.0006815525090538765
Position 1964: 0.0006780043094539858
Position 3828: 0.0005998158447528979
Position 1946: 0.0005682493344470313
Position 1684: 0.0005329423968296089
Position 58: 0.0005308903806280831
Position 4404: 0.0005298531548056013
Position 6919: 0.00046994927984363936
Position 27: 0.0004689519743208813
Position 3864: 0.0004150429732540611
Position 959: 0.0003867923036291856
Position 6122: 0.00029867380171206816
Position 5309: 0.0002352700350814158
Position 6757: 0.00022710191009316734
Position 1262: 0.00021497883426139415
Position 7634: 0.00016059973961956672
Position 950: 9.702455348706319e-05
Position 1049: 9.602658257519924e-05
Position 1355: 6.787794940538504e-05
Position 76: 5.931772191316541e-05
Position 1496: 5.324321213872092e-05
Position 245: 3.988502219191224e-05
Position 4814: 2.913848453255769e-05
Position 844: 2.5152977934498472e-05
Position 1341: 2.183337923257185e-05
