Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  500
Partition function (log Z): -15.947156113865997

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9075523408375543
Position 8083: 0.8981201427324849
Position 2369: 0.8173365982713784
Position 2174: 0.5851042005885766
Position 473: 0.510375079322087
Position 6422: 0.37017445338010146
Position 9637: 0.3358755875318712
Position 3904: 0.23029513089000134
Position 16270: 0.18833037676315886
Position 3689: 0.10297885729834091
Position 7928: 0.09121664402182014
Position 6250: 0.08572489338366363
Position 7363: 0.04250708281360909
Position 3314: 0.04194659296571319
Position 2446: 0.03956402486522282
Position 10030: 0.03867937272530637
Position 16387: 0.01938849096451822
Position 715: 0.008624368170085273
Position 4659: 0.008206391552358978
Position 8110: 0.007843063763162373
Position 1452: 0.006532549494626099
Position 8836: 0.005886406145720138
Position 697: 0.003439495415367845
Position 505: 0.0029500948788698475
Position 450: 0.002384165206979927
Position 8595: 0.0014937700613355856
Position 1542: 0.0014212344066581338
Position 2894: 0.001109747358158869
Position 159: 0.0008683305467402108
Position 2233: 0.0008022530192633229
Position 1770: 0.0007159896513961099
Position 748: 0.0006096690558470013
Position 3191: 0.0005065878351529919
Position 330: 0.00045100685945392496
Position 500: 0.00043543316791618214
Position 3725: 0.0004325136034679107
Position 44: 0.00035859503262800947
Position 1849: 0.00020661086326251497
Position 1269: 0.00013990133039502314
Position 364: 8.32852014278661e-05
Position 163: 7.137818525078005e-05
Position 585: 6.920841401679946e-05
Position 468: 6.647436070229032e-05
Position 2824: 5.884267653611292e-05
Position 232: 3.614952280545786e-05
Position 30: 2.952598277702823e-05
Position 8406: 2.9173110933499752e-05
Position 2350: 2.541171064581355e-05
Position 269: 2.525881875903468e-05
Position 2307: 1.6878640214096604e-05
Position 319: 1.3604979042716356e-05
Position 2593: 1.2023955324702529e-05
Position 347: 8.961919725957423e-06
Position 105: 8.707100837666862e-06
Position 298: 6.736610240134929e-06
Position 26: 5.773301772253432e-06
Position 271: 2.155207681699971e-06
Position 333: 9.102274366984305e-07
Position 790: 3.9669059912036533e-07
Position 2654: 3.799995925462784e-07
Position 113: 3.194396030826739e-07
Position 479: 2.6235306793682895e-07
Position 815: 2.2838147809305782e-07
Position 273: 2.2688465199970702e-07
Position 556: 1.9364995579499488e-07
Position 543: 1.8359167365065715e-07
Position 561: 1.655728786957279e-07
Position 1019: 7.624672196927152e-08
Position 389: 5.0002998642929295e-08
Position 241: 4.734983813723812e-08
Position 511: 4.1493173108416034e-08
Position 770: 4.023140727326711e-08
Position 737: 3.416889928421905e-08
Position 477: 2.9326087071770864e-08
Position 803: 2.4641881567869097e-08
Position 397: 2.2766217653701224e-08
Position 878: 2.0825970439564288e-08
Position 190: 1.4163852604076174e-08
Position 2114: 8.60896723204787e-09
Position 403: 6.301636069506365e-09
Position 541: 3.878917576260985e-09
Position 260: 3.3080346140077267e-09
Position 362: 2.897783113494954e-09
Position 431: 4.892771928752068e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2035: 0.48985282578813366
Position 7971: 0.4703815627759371
Position 2289: 0.45734447584875176
Position 8010: 0.44126623080502714
Position 16235: 0.4346620033394062
Position 6109: 0.39350456465962774
Position 424: 0.3734741399733426
Position 9534: 0.34527365425126755
Position 2260: 0.3272400573397052
Position 3625: 0.12086462862706923
Position 19700: 0.1199141063241862
Position 3571: 0.10131746124787136
Position 2081: 0.09841659557530111
Position 7713: 0.09129838669148838
Position 3679: 0.07322078260526779
Position 13998: 0.07316912458543483
Position 15489: 0.07094051378874944
Position 16451: 0.06997495844770382
Position 6309: 0.06917958405492333
Position 11786: 0.06426859082114211
Position 11766: 0.059323805610584514
Position 14392: 0.0487432015937725
Position 7201: 0.042507082813609015
Position 2200: 0.039073648927177615
Position 362: 0.034694208316241704
Position 8359: 0.028582375969232035
Position 10767: 0.027382011820065204
Position 12275: 0.025900621343401074
Position 10124: 0.023544314324424328
Position 2893: 0.020525948295148703
Position 16419: 0.017829802955786803
Position 9872: 0.017215471108207432
Position 465: 0.016961134189917532
Position 3740: 0.01661200259134387
Position 10946: 0.015457428714827614
Position 9787: 0.01538387598503677
Position 12488: 0.015221311287939666
Position 9417: 0.014609908707535469
Position 10999: 0.013375068266874953
Position 8866: 0.012647115771164449
Position 3838: 0.011807251641122276
Position 9573: 0.009912661576431548
Position 2265: 0.009863352083784938
Position 8733: 0.008491580780504888
Position 8481: 0.007883839453857438
Position 3176: 0.007390384744535003
Position 2222: 0.006492092011364703
Position 602: 0.006219641813635873
Position 1199: 0.006218957114923003
Position 9855: 0.006085010025196762
Position 3119: 0.005860432867252017
Position 4435: 0.005311977591315334
Position 6243: 0.005122115215997053
Position 8308: 0.0047001343686940734
Position 3030: 0.004192155675288228
Position 3720: 0.004161028270638613
Position 2047: 0.0037478481870985686
Position 9771: 0.0033404130643034328
Position 3075: 0.002969415582060251
Position 446: 0.0028339945783775757
Position 2331: 0.0028225562156825993
Position 3486: 0.0026455836234448773
Position 8862: 0.0024486078203066496
Position 12982: 0.0022353846154402803
Position 3886: 0.0021035234999239537
Position 2307: 0.0017304807759247265
Position 1849: 0.0017046896630148912
Position 3059: 0.0016333673306410056
Position 4561: 0.0014143763508031979
Position 1882: 0.0014024036747412715
Position 1986: 0.0013518968759037955
Position 12352: 0.0013154716690087806
Position 3703: 0.0012383786126756056
Position 438: 0.001226480137087062
Position 2759: 0.0011814212965507841
Position 11562: 0.0011371811467691332
Position 11803: 0.0011214286612364374
Position 8187: 0.0010804506728904408
Position 2227: 0.0010598644552802013
Position 1662: 0.0010271949220498362
Position 3190: 0.0010243610278315436
Position 556: 0.0010216017856087894
Position 9237: 0.001019957919538709
Position 8886: 0.0009927039831657115
Position 4577: 0.0008080158701603428
Position 1268: 0.0008061676858448114
Position 2092: 0.0007911366726484547
Position 8236: 0.0007497835708529863
Position 4532: 0.0007088943019604349
Position 397: 0.0006931107575721019
Position 4942: 0.0006511797426243
Position 1195: 0.0006148096858291423
Position 654: 0.0004564294284505673
Position 403: 0.00044271511685856215
Position 3522: 0.00042161664126877255
Position 1681: 0.0004213248045306138
Position 3150: 0.0004000985005150264
Position 3098: 0.000383169383632076
Position 1218: 0.00034799901622388447
Position 4026: 0.0003297023404116584
Position 1358: 0.0002455505978605826
Position 2737: 0.00019577493633072719
Position 1807: 0.00018266769443251002
Position 628: 0.0001383084182917661
Position 2368: 0.00013205024490628938
Position 5249: 0.00013204593761059993
Position 5275: 0.00012863720648631873
Position 311: 0.00012008016914232984
Position 1665: 9.392415237058582e-05
Position 1435: 9.231421379831268e-05
Position 561: 9.102784725765541e-05
Position 3288: 8.456615244178217e-05
Position 604: 7.68367641121852e-05
Position 5440: 7.41409137221477e-05
Position 1384: 6.877512726920001e-05
Position 5914: 6.868646980949738e-05
Position 326: 6.391966391749431e-05
Position 5643: 5.86648769524383e-05
Position 2924: 5.855512668417868e-05
Position 4735: 5.779177959491646e-05
Position 136: 5.485780970345753e-05
Position 319: 4.060291842320623e-05
Position 4243: 2.6823562466319726e-05
Position 330: 2.5427475100538804e-05
Position 577: 2.2417284892311367e-05
Position 2500: 2.2169310818453e-05
Position 2816: 2.1448256892109292e-05
Position 333: 1.5244853710970621e-05
Position 3582: 1.0951141065239926e-05
Position 609: 9.496820783298902e-06
Position 523: 8.370901198803987e-06
Position 2706: 5.712922529067065e-06
Position 632: 5.0963733168825975e-06
Position 2292: 3.342141714125931e-06
Position 2567: 1.2300559167317365e-07
Position 2334: 1.04416668258049e-07
Position 526: 7.956295089088117e-08
Position 1364: 6.530574771421275e-08
Position 1170: 6.432177384063188e-08
Position 202: 4.991750755136696e-08
Position 566: 2.1311819377797077e-08
Position 675: 2.0115216265575548e-08
Position 1510: 1.9830616602300685e-08
Position 1484: 1.2143649043314328e-08
Position 1222: 1.1598827000449516e-08
Position 151: 1.043406743542645e-08
Position 298: 1.007170365490563e-08
Position 618: 8.642040701218932e-09
Position 746: 6.71725530953716e-09
Position 583: 3.4883418709082077e-09
Position 228: 1.6680096922464006e-09
Position 308: 1.6445312009280415e-09
