Gene = TERT
index = 1389
Annotated 5SS: [  277  1735 12619 14890 15757 16407 22863 23929 26528 28584 30644 34574
 36450 39761 40680]
Annotated 3SS: [  380 12422 14708 15576 16250 22766 23842 26413 28511 30454 34446 36387
 39635 40541 41215]
SMsplice 5SS: [  277  1735  8883 12619 15757 16407 17529 22863 23929 26528 28584 30644
 30958 33891 34574 36450 39761 40680]
SMsplice 3SS: [ 1627  8703 12446 15576 16250 17456 22766 23842 26413 28511 30454 30871
 33798 34446 36387 39635 40541 41215]
top_k =  500
Partition function (log Z): 23.4292451929806

Sorted 5' Splice Sites (High to Low Probability):
Position 26528: 0.9999927415898252
Position 36450: 0.9988174540166441
Position 1735: 0.9970686969208035
Position 30644: 0.9704689418234286
Position 15757: 0.9556752217076273
Position 22863: 0.9477227287646657
Position 23929: 0.9035740069108346
Position 28584: 0.8955652987887318
Position 16407: 0.8587301415395984
Position 39761: 0.7523567945961388
Position 30958: 0.7191542771015276
Position 12619: 0.7100809748080747
Position 17529: 0.6570530927993583
Position 277: 0.5683334544474173
Position 33891: 0.5607430959695684
Position 34574: 0.5247707471608547
Position 24140: 0.5246282013747086
Position 8883: 0.4897175061151709
Position 25333: 0.410295127975687
Position 23585: 0.3902376530264074
Position 8924: 0.3750231575062085
Position 28833: 0.3234802891527998
Position 32746: 0.2909081808594161
Position 669: 0.2702121351558635
Position 18369: 0.23834247144842471
Position 540: 0.23452580295615005
Position 31393: 0.1720263576494866
Position 118: 0.17093085518291512
Position 21255: 0.13850544944653356
Position 18444: 0.1343358028788067
Position 31967: 0.1337161300623971
Position 135: 0.11544763251541885
Position 13717: 0.10332545297888439
Position 34684: 0.08976999236235379
Position 28295: 0.08855714684472793
Position 16349: 0.087051228914298
Position 14137: 0.08646435376848713
Position 24226: 0.08356935141655836
Position 26226: 0.08221153022261457
Position 33901: 0.07924171517766156
Position 32928: 0.07596399614021368
Position 24211: 0.0731618004011943
Position 23946: 0.07095812531200976
Position 18482: 0.07051066711511103
Position 14755: 0.06803202687962537
Position 12502: 0.06631127195886734
Position 17550: 0.06001434013453123
Position 18260: 0.05898043483842908
Position 36863: 0.05626403505064113
Position 40686: 0.056215836458600385
Position 17153: 0.05537430417506661
Position 14928: 0.0545720101109908
Position 22678: 0.053870941503676176
Position 12523: 0.04872230405781176
Position 516: 0.048478490085879206
Position 3102: 0.046746421606467435
