Gene = SEMA3B
index = 1245
Annotated 5SS: [ 162 1741 2676 2887 3401 3573 3872 5835 6038 6220 6449 6974 7326 7445
 7851 8007 8236]
Annotated 3SS: [1552 2517 2823 3280 3478 3751 5688 5925 6149 6303 6753 7233 7402 7692
 7950 8095 8692]
SMsplice 5SS: [ 162 1741 3401 3573 3872 5835 6038 6220 6974 7326 7851 8007 8236]
SMsplice 3SS: [1552 3280 3478 3751 5688 5925 6149 6753 7233 7692 7950 8095 8692]
top_k =  500
Partition function (log Z): 22.443141019935922

Sorted 5' Splice Sites (High to Low Probability):
Position 8007: 0.9860456053984208
Position 6038: 0.9735206561894492
Position 6974: 0.9476151353518242
Position 3401: 0.9228483024127144
Position 3872: 0.9223980704828715
Position 190: 0.88994586539883
Position 1741: 0.8744811236982863
Position 6220: 0.8687648933492274
Position 8236: 0.8017368434629488
Position 7851: 0.754242002137001
Position 5835: 0.6948491323961579
Position 7326: 0.6624454071889057
Position 3573: 0.6590489237141611
Position 2676: 0.49436888252412353
Position 7445: 0.4575826620936432
Position 3024: 0.14109582108930188
Position 5563: 0.12685660825634607
Position 6234: 0.06922100176427215
Position 3569: 0.06394529257253204
Position 6449: 0.052030391340614594
Position 8466: 0.04608141342401988
Position 6840: 0.044379602095707245
Position 2047: 0.036910100890902235
Position 2887: 0.0352974958729513
Position 7254: 0.03502498483808261
Position 3892: 0.03129703582925102
Position 2922: 0.029469249053900488
Position 168: 0.0267306005574051
Position 1778: 0.02564516601439759
Position 6403: 0.02500588634871534
Position 6054: 0.02309644343369745
Position 5554: 0.019888984074454143
Position 358: 0.017062629810420667
Position 2073: 0.016273627720711975
Position 8165: 0.01606136792367832
Position 5775: 0.015171519975940458
Position 105: 0.015154672271477371
Position 2357: 0.015048174673269462
Position 3946: 0.014516416873602684
Position 3204: 0.013821612537347016
Position 456: 0.01225754748221623
Position 7585: 0.012021873024813005
Position 679: 0.010849489349825827
Position 4028: 0.010751483969120387
Position 6350: 0.009526091307783233
Position 8911: 0.00945957428538375
Position 1294: 0.00916898988841869
Position 1339: 0.008914260971908434
Position 5459: 0.008824303908092992
Position 2768: 0.008622841870136634
Position 5706: 0.008461407461877195
Position 3883: 0.00836141691839698
Position 8560: 0.007338293776505052
Position 3888: 0.007297071703578577
Position 375: 0.007218176728356679
Position 6526: 0.006793835022304255
Position 2083: 0.006011568757728733
Position 5627: 0.005692995204001478
Position 6497: 0.0055099812770189206
Position 6328: 0.005436010127993528
Position 4152: 0.005343076716398766
Position 3013: 0.00528127724157973
Position 8494: 0.00492324193982044
Position 166: 0.00477197972149439
Position 234: 0.004766764035811907
Position 7245: 0.004604943463790351
Position 2613: 0.004554179278721186
Position 3438: 0.0043632126739775205
Position 1859: 0.004230166503951141
Position 6326: 0.003513722653351412
Position 5527: 0.0031856028880250737
Position 7701: 0.003079598703884178
Position 1745: 0.0028996222430073583
Position 7153: 0.0028542971904269875
Position 7970: 0.0027166948886330014
Position 3925: 0.0025570317327154903
Position 1393: 0.002386886051025436
Position 7860: 0.002372616470796368
Position 3902: 0.002089316024164107
Position 405: 0.0020453011354311253
Position 5684: 0.0017567575355963536
Position 6334: 0.0015366137706405894
Position 5571: 0.0013327655147584612
Position 2617: 0.0012978244620980297
Position 196: 0.0012898696043300276
Position 2103: 0.0012639724682480726
Position 6042: 0.0011823032772361147
Position 3132: 0.001126145854270582
Position 5591: 0.0011231606807620474
Position 881: 0.0010965541605096017
Position 53: 0.0010921296081246312
Position 695: 0.0010712436356780136
Position 3219: 0.0010650411308940045
Position 3429: 0.0010600949895432975
Position 7664: 0.001022464090849557
Position 8776: 0.0009863054609981082
Position 2134: 0.0009063174207259038
Position 2367: 0.0008743678758691103
Position 8397: 0.0008708982553804754
Position 98: 0.0008584296412168922
Position 1835: 0.0007956491378614517
Position 1375: 0.0007928048547017525
Position 6555: 0.0007558869696858519
Position 3383: 0.0006938163212530783
Position 5764: 0.0006832773325356156
Position 6050: 0.0006790415118979602
Position 1233: 0.0006787251197159396
Position 2003: 0.0006693584588953317
Position 5989: 0.0006589754000922685
Position 8218: 0.0006190280086104899
Position 1249: 0.0006103046231664661
Position 5804: 0.0005843436097308428
Position 2248: 0.0005566382096492935
Position 654: 0.0005253034867385827
Position 1438: 0.0004307193294737689
Position 1266: 0.0004305655300405603
Position 7816: 0.0004252742716723312
Position 587: 0.0003692586442728285
Position 8770: 0.000354075821160151
Position 2320: 0.0003240924036037962
Position 2289: 0.0003131958763007414
Position 7276: 0.00031245972859246616
Position 636: 0.00030469914565474105
Position 1389: 0.00029692352111065353
Position 6980: 0.0002478957228581084
Position 1363: 0.00024299813413792987
Position 784: 0.0002356864892798065
Position 5998: 0.0002321438517068124
Position 1998: 0.00022766980257117174
Position 320: 0.00022579940016101034
Position 8128: 0.00021532665610121828
Position 3896: 0.00016784091297637564
Position 6420: 0.00015816175844791328
Position 2373: 0.00014870255763966463
Position 8833: 0.00014853938189738012
Position 2418: 0.00013906534139584406
Position 322: 0.00013779777661911867
Position 5356: 0.00013572465302529114
Position 122: 0.0001341675457684529
Position 1331: 0.00013368076324107113
Position 539: 0.00010973856691205625
Position 6886: 9.491930471742823e-05
Position 686: 9.409152766858319e-05
Position 465: 9.064757779238735e-05
Position 1336: 6.761815719818507e-05
Position 91: 5.822117024652121e-05
Position 238: 4.842568898371323e-05
Position 810: 4.1585299657328006e-05
Position 853: 4.0596496441073636e-05
Position 1074: 4.0186455461223435e-05
Position 792: 4.015027510550595e-05
Position 5398: 3.4673492935433464e-05
Position 9030: 3.4422905608502166e-05
Position 722: 3.352287128629151e-05
Position 35: 2.9993019286282006e-05
Position 232: 2.3292299462153568e-05
Position 6061: 2.2745453727026592e-05
Position 103: 2.2230272757831687e-05
Position 27: 2.1502119685502986e-05
Position 1298: 2.0233669401720372e-05
Position 3004: 1.8684992627198142e-05
Position 1484: 1.7424332307482375e-05
Position 421: 1.6016798678134994e-05
Position 1048: 1.4670774240421646e-05
Position 883: 1.1188433944058643e-05
Position 1798: 9.490067237807836e-06
Position 1687: 4.600614391002298e-06
Position 1657: 9.922444911277831e-07
Position 7790: 8.781573406066087e-07
Position 1792: 5.402779655186187e-07
Position 6214: 3.430335826778009e-07
Position 1700: 1.931820539027674e-07
Position 407: 1.4865583111651994e-07
Position 498: 5.088627168215628e-08
Position 120: 1.519740568195378e-08
Position 300: 8.277422754424594e-09
Position 8838: 6.735898591724192e-09
Position 490: 6.06481685648332e-09
Position 69: 3.970821294508293e-09
Position 911: 5.5017861560869434e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5925: 0.9948443521942925
Position 8692: 0.987465885232405
Position 3751: 0.9783992779909407
Position 6753: 0.9657046521173387
Position 7950: 0.9377154902086294
Position 3280: 0.9180359794836263
Position 1552: 0.8824421027205364
Position 8095: 0.8091047170946237
Position 7233: 0.802880023810005
Position 7692: 0.7358192122494929
Position 6149: 0.6618124927264809
Position 3478: 0.6515997446664751
Position 2517: 0.4581254272999865
Position 5688: 0.40213348250621234
Position 7402: 0.2541193083716847
Position 5458: 0.23951151069792323
Position 6130: 0.22900254159408218
Position 2823: 0.20447885250021378
Position 5506: 0.1497042559243886
Position 7120: 0.10501504404217217
Position 1975: 0.06416975610009923
Position 6303: 0.06186118119355424
Position 8351: 0.03709612878573893
Position 5642: 0.03386610187805861
Position 6306: 0.03278932480572851
Position 7698: 0.03241042513814095
Position 3503: 0.030242433864680732
Position 3481: 0.02756336188811248
Position 5768: 0.025382778285142106
Position 3104: 0.025332992197641947
Position 6134: 0.0245898660546236
Position 5391: 0.022834565039650808
Position 2551: 0.01873730440886197
Position 6107: 0.0167506411006468
Position 1478: 0.016743107365650708
Position 7526: 0.014845517415994705
Position 5536: 0.014689876511629228
Position 8329: 0.013659913001197614
Position 2576: 0.01330650660792439
Position 2543: 0.013144492196919643
Position 1952: 0.012527883284204486
Position 6151: 0.01153706299554574
Position 584: 0.011253659403686082
Position 6886: 0.01112972134500872
Position 3815: 0.010230347302104509
Position 8986: 0.009881752592618153
Position 7920: 0.009395073455403257
Position 8127: 0.008379985915548454
Position 3997: 0.007500226230141388
Position 6782: 0.0074626097853491445
Position 6934: 0.00639349638109652
Position 8465: 0.006054250514345397
Position 8315: 0.005473923885687447
Position 7708: 0.005172053665695266
Position 1233: 0.005169673531664136
Position 1248: 0.004353291736037903
Position 7371: 0.00367396989568807
Position 6316: 0.0035958414030607374
Position 3257: 0.0035075081163868835
Position 7917: 0.0034590860172948735
Position 3546: 0.0033115940857646304
Position 2443: 0.0032800422177002367
Position 6219: 0.003223726253078035
Position 3238: 0.003081592175029685
Position 5943: 0.0029800207743586322
Position 7668: 0.002800614772369262
Position 7567: 0.0027217762176022873
Position 1514: 0.00252150192628253
Position 7422: 0.0025181842602190175
Position 8378: 0.002483946653685226
Position 7731: 0.00230895526575587
Position 3088: 0.0022253237000284098
Position 2412: 0.002107889095827253
Position 9271: 0.002074224678320152
Position 4056: 0.001822261623640612
Position 3970: 0.0018176623052707246
Position 266: 0.001756051290031191
Position 3685: 0.0017073939235521683
Position 2217: 0.0016538563719709434
Position 8184: 0.0016288334600600505
Position 7343: 0.001578567990199334
Position 6418: 0.0014752052360690923
Position 2708: 0.0014469989829174854
Position 1740: 0.0013644614419234453
Position 7050: 0.0013299653167111992
Position 2003: 0.0013215998811494636
Position 7551: 0.001320590561324254
Position 2248: 0.0012457788637289424
Position 1687: 0.0012291684242641072
Position 5948: 0.0010939480574147426
Position 8289: 0.0010181282590451311
Position 7673: 0.000996406056036558
Position 6339: 0.0009826067660238704
Position 7929: 0.0009723361518268407
Position 4012: 0.0009165744078922112
Position 7646: 0.0008884532782741432
Position 2945: 0.0008607281057930469
