Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  500
Partition function (log Z): -3.5576380511781207

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.9592490268870297
Position 9867: 0.9447596881152988
Position 9660: 0.906264128735172
Position 3254: 0.8817843418014933
Position 1487: 0.8253564367807574
Position 1243: 0.64559968099166
Position 102: 0.5878242279629665
Position 7340: 0.3545608095914897
Position 188: 0.2906491833085203
Position 7587: 0.2443941692174196
Position 639: 0.20688649880061433
Position 7596: 0.16314836808170244
Position 12950: 0.1130271841900847
Position 8694: 0.11247984254804291
Position 5827: 0.07611168063487836
Position 14524: 0.06535423421249667
Position 1237: 0.06453642640210089
Position 5202: 0.05720384328477098
Position 14974: 0.05478369647328697
Position 1493: 0.05468363089220337
Position 1127: 0.05015122293977881
Position 630: 0.04520377743341064
Position 334: 0.04035239461034722
Position 4867: 0.04033187874583947
Position 324: 0.03207334585723479
Position 1471: 0.026603912715502488
Position 1434: 0.02625828008303416
Position 1919: 0.016917539420795245
Position 13913: 0.01664713314360931
Position 7197: 0.01663972683796497
Position 1499: 0.014645273509397504
Position 9399: 0.012713034492246854
Position 6048: 0.012558801767946872
Position 529: 0.012440579017365498
Position 12416: 0.01131024433209245
Position 5844: 0.007897931350110327
Position 36: 0.0073221137548196156
Position 390: 0.007072340962396679
Position 255: 0.006201912308493241
Position 284: 0.004937154510105512
Position 7263: 0.0048143221435232985
Position 621: 0.004755862103562728
Position 3351: 0.004332476283573473
Position 1723: 0.004301761601162496
Position 5771: 0.003553379999825785
Position 4312: 0.0027897674052607493
Position 743: 0.0022732255141883007
Position 1218: 0.002219881050042717
Position 3050: 0.002100956360669286
Position 1869: 0.0017167362547251288
Position 1247: 0.0015540696823913955
Position 201: 0.0013450897419050884
Position 11660: 0.001180815937016279
