Gene = OCLN
index = 982
Annotated 5SS: [  368 12003 17528 21818 42548 52828 55810 59294]
Annotated 3SS: [11884 16848 21655 42401 52611 55637 59251 61277]
SMsplice 5SS: [  609 12003 21818 42548 52828 55810]
SMsplice 3SS: [11884 21655 42401 52611 55637 61277]
top_k =  500
Partition function (log Z): -25.32947147664516

Sorted 5' Splice Sites (High to Low Probability):
Position 12003: 0.9997978454196559
Position 21818: 0.9873159915881464
Position 2724: 0.5427909309720629
Position 609: 0.49835742760067847
Position 3079: 0.3829525271432827
Position 3440: 0.34378279548536184
Position 549: 0.2195205314651888
Position 14986: 0.18532262769295924
Position 14071: 0.11503730970459602
Position 419: 0.10772870892414542
Position 368: 0.1016530496233582
Position 2749: 0.07186984720090896
Position 536: 0.058789031407907665
Position 2437: 0.058568845978019854
Position 225: 0.05115316945838713
Position 7061: 0.04847690296282195
Position 3031: 0.04615912767367123
Position 3124: 0.04609782107948435
Position 2450: 0.0319141214263619
Position 12256: 0.006422965807874321
Position 12246: 0.005766114862591486
Position 1268: 0.005071379967530543
Position 1408: 0.004179525735301738
Position 2676: 0.003613347966336864
Position 6665: 0.003396357549891103
Position 2560: 0.0029891368546261666
Position 2174: 0.0027641501973012664
Position 331: 0.0025589646840055583
Position 524: 0.0018136551970568647
Position 2362: 0.0014812698354788989
Position 2938: 0.0011957347423834804
Position 2682: 0.0010439312589084965
Position 3002: 0.0009036068950260431
Position 175: 0.0008511251977639016
Position 690: 0.0006065962413070276
Position 15878: 0.0005687007617684221
Position 25: 0.0002791426839526494
Position 68: 0.00024729921489916165
Position 21999: 0.00020210020769141526
Position 415: 0.00019086510211673398
Position 2813: 0.0001772719465722608
Position 21745: 0.0001639033901524305
Position 12007: 0.00015603523694408664
Position 773: 0.00015578946252706017
Position 585: 0.00015521442433185222
Position 1177: 0.0001539291006607923
Position 15079: 0.000146715114751635
Position 2961: 9.030519706612255e-05
Position 150: 6.758473529729887e-05
Position 17528: 5.301550404043687e-05
Position 17097: 4.905916757152279e-05
Position 14218: 3.865972022545321e-05
Position 12900: 3.7619231905235595e-05
Position 444: 2.186408425362765e-05
Position 65: 8.76143503286581e-06
Position 447: 3.0083516859490753e-06
Position 520: 2.420114037257204e-06
Position 233: 2.1480497123043774e-06
Position 177: 1.4341542755078314e-06
Position 276: 1.1861551800275714e-06
Position 218: 7.895157954484508e-07
Position 1052: 7.175468141145023e-07
Position 142: 4.627054222392393e-07
Position 595: 4.428925378842053e-07
Position 352: 3.7725436542276073e-07
Position 12462: 1.9097978069545347e-07
Position 729: 1.7006264070799312e-07
Position 2130: 1.0734150437899963e-07
Position 14451: 7.18493350163822e-08
Position 85: 2.501474577878523e-08
Position 615: 1.4534699916605931e-09
Position 652: 6.610161331593923e-10
Position 627: 5.494850549681243e-10
Position 194: 2.0963279373452266e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11884: 0.9999538806566012
Position 21655: 0.9881092832886249
Position 2986: 0.40192756550782754
Position 2559: 0.37480761985996436
Position 3168: 0.28980171560016366
Position 33660: 0.20450422639539395
Position 2585: 0.12320461612537402
Position 14867: 0.11846302685642575
Position 2631: 0.10917101275577136
Position 2834: 0.08610878725614476
Position 27356: 0.07683339790987226
Position 27162: 0.07559362930646098
Position 2334: 0.07321035467737072
Position 13859: 0.06607401814943542
Position 14887: 0.06170046836296046
Position 26113: 0.059130430717156346
Position 21905: 0.05726336945328596
Position 27446: 0.053267075508247407
Position 27694: 0.0429361318109813
Position 13991: 0.04229750131591683
Position 3336: 0.03882605808720194
Position 31121: 0.037216971823790614
Position 29707: 0.03585622323616018
