Gene = ACTR8
index = 26
Annotated 5SS: [  224  2264  3846  4556  4989  5583  6255  7992  9171  9819 10971 12221]
Annotated 3SS: [ 2092  3734  4450  4814  5488  6121  7837  9074  9677 10705 12056 13339]
SMsplice 5SS: [  224  2264  3846  4556  4989  5583  6255  9171  9819 12221]
SMsplice 3SS: [ 2092  3734  4450  4814  5488  6121  9055  9677 12056 13339]
top_k =  500
Partition function (log Z): 14.673527798963098

Sorted 5' Splice Sites (High to Low Probability):
Position 6255: 0.9927791681157294
Position 4556: 0.9822184051360785
Position 224: 0.9588316223722486
Position 4989: 0.92524458983669
Position 5583: 0.8902948061401789
Position 9171: 0.888362090579989
Position 2264: 0.8856295640691006
Position 12221: 0.8713322988683883
Position 3846: 0.8468055033894408
Position 9819: 0.664606755982215
Position 7992: 0.38413557487536953
Position 9835: 0.27122455770825754
Position 6702: 0.26463712060367284
Position 13480: 0.25818412554428183
Position 6806: 0.22116751168364251
Position 10814: 0.20464960285626663
Position 2928: 0.17657176798218197
Position 13529: 0.160382802736962
Position 6815: 0.14307499894839795
Position 3106: 0.14085591344733117
Position 14126: 0.11726138621848424
Position 13854: 0.11226313581914577
Position 14495: 0.08077812894133495
Position 14074: 0.07872662316486184
Position 3814: 0.07558098784673255
Position 8945: 0.07167988436893638
Position 2940: 0.06598699916288264
Position 6728: 0.05005700883879724
Position 5946: 0.04590501065622541
Position 7277: 0.04530464729329076
Position 10971: 0.041182475861791
Position 405: 0.03490227059103323
Position 4870: 0.032854746217407194
Position 14702: 0.030499877481907592
Position 10343: 0.028137805334158852
Position 1822: 0.027102560728843747
Position 78: 0.022943219313378397
Position 12763: 0.017492563134398065
Position 8130: 0.017337172360422384
Position 2758: 0.01689476082963115
Position 3020: 0.016683590586631256
Position 5105: 0.015597877064269261
Position 2532: 0.015540876510635909
Position 2447: 0.015384054347099633
Position 1351: 0.014059930408205105
Position 4731: 0.013489282419676398
Position 7259: 0.01262307318359739
Position 2298: 0.011069307390866543
Position 3488: 0.010095619642298936
Position 4820: 0.008789808476732056
Position 3244: 0.008766211373157879
Position 9182: 0.00827383454189184
Position 82: 0.007946349257231448
Position 1946: 0.007707737030203128
Position 12397: 0.007427496588121013
Position 3240: 0.005652624629063232
Position 4365: 0.005481681908583406
Position 9393: 0.005009647272994806
Position 565: 0.0049741873781898515
Position 2482: 0.004769705093359589
Position 3889: 0.00469373649593701
Position 6271: 0.00400274867553573
Position 203: 0.0034548050623130315
Position 9498: 0.0032657594698696697
Position 537: 0.0032310192598149164
Position 7205: 0.003162176751783001
Position 3996: 0.003109772477345347
Position 8146: 0.002743222952189851
Position 1696: 0.002511436989573689
Position 13560: 0.002477528302370038
Position 2726: 0.002253592607368315
Position 2519: 0.0019993953019170722
Position 7604: 0.0019420870550473455
Position 993: 0.0019071683480968915
Position 2025: 0.001876223941757405
Position 6792: 0.0018565948897209651
Position 3479: 0.0014968526419704548
Position 483: 0.0014931965032241425
Position 4932: 0.001458578787535956
Position 1615: 0.001363036371255248
Position 1356: 0.0013173666129240875
Position 240: 0.0012899033709066453
Position 12475: 0.0011982534291705299
Position 10624: 0.0011837430881200697
Position 1381: 0.0011707655406050534
Position 6028: 0.0011156398236526574
Position 10217: 0.0010727466460753166
Position 3420: 0.0010446220564698456
Position 3667: 0.0010338363966822864
Position 10435: 0.0010316686022655227
Position 12108: 0.0010212569594859609
Position 2130: 0.0009718338612201108
Position 5359: 0.0009573413483070118
Position 5377: 0.0008632297855133346
Position 3602: 0.0008376787036431935
Position 4044: 0.0008019786738839469
Position 1246: 0.0007730323888157202
Position 4083: 0.0007516640161819851
Position 7132: 0.0007148281347443246
Position 1554: 0.0006828058406006582
Position 3180: 0.0006702372565630273
Position 4038: 0.0006673145166769994
Position 3203: 0.000651647722164933
Position 3552: 0.0005653285947259772
Position 3831: 0.0005582337684579416
Position 571: 0.0005381216215208736
Position 2860: 0.0005373001007860578
Position 6214: 0.0005319766903581053
Position 1936: 0.0005142084134894898
Position 10238: 0.0004966135927766767
Position 2883: 0.0004720614661063443
Position 4544: 0.00045403439107407484
Position 4537: 0.00036044457354018395
Position 13597: 0.0003226416486033344
Position 2327: 0.0003134963311147612
Position 1152: 0.0002093597352424461
Position 6617: 0.00015205596299143267
Position 893: 0.00015030774563670244
Position 962: 0.00014579413716314728
Position 8601: 0.00013238976615586315
Position 1073: 0.00013063077370975635
Position 6529: 0.00012719993540831606
Position 5161: 0.00012278836411514396
Position 6376: 0.00011445394282127262
Position 1503: 9.95872955369517e-05
Position 1148: 9.192665203392162e-05
Position 1899: 9.08314334052488e-05
Position 2579: 8.08505799053144e-05
Position 4788: 8.049663667167725e-05
Position 478: 7.549029884099627e-05
Position 2238: 6.673367413669989e-05
Position 6334: 6.568577792210581e-05
Position 5761: 6.506428918309499e-05
Position 337: 6.027343447989228e-05
Position 591: 4.8440520734972134e-05
Position 265: 4.820111883281883e-05
Position 4497: 3.170847186835263e-05
Position 1755: 2.9604114444159227e-05
Position 579: 2.055433772087407e-05
Position 4940: 1.3075193321861369e-05
Position 3263: 7.466527659187968e-06
Position 2461: 2.270738769787286e-06
Position 211: 1.2731046215971983e-06
Position 120: 4.526760548347716e-07
Position 88: 3.588844682628232e-07
Position 86: 2.9086130312711483e-07
Position 18: 1.4978353003533554e-07
Position 31: 5.235347872368561e-08
Position 4: 3.842530130360065e-08
Position 191: 2.7969152180582166e-08
Position 176: 1.5492575631414598e-08
Position 559: 5.2477266033432975e-09
Position 372: 3.7746183924241e-09
Position 346: 3.573086251235965e-09
Position 481: 2.807992666650276e-09
Position 51: 2.0456433696335738e-09
Position 357: 1.0470951247221413e-09
Position 375: 9.204149095731911e-10
Position 1305: 3.027405982188895e-10
Position 311: 3.443262124690171e-11
Position 54: 2.821077536474178e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4450: 0.9763270608146302
Position 6121: 0.9762498896078496
Position 3734: 0.9142935012459134
Position 5488: 0.8469220378866482
Position 9677: 0.7858425248839852
Position 4814: 0.727606756075868
Position 2092: 0.6980720503894706
Position 12056: 0.6471742290889237
Position 13339: 0.5413548657826065
Position 9055: 0.5401284861325626
Position 7837: 0.3754419771765654
Position 13733: 0.3688872002936132
Position 6688: 0.3331665200094339
Position 9074: 0.271881257368745
Position 2754: 0.22479527227071158
Position 4911: 0.21763744027195295
Position 10705: 0.21379519697334512
Position 2129: 0.1904421661903053
Position 12128: 0.17599320982803182
Position 14035: 0.17049464735099867
Position 6521: 0.1658013299823688
Position 14330: 0.15626937126876136
Position 3016: 0.1417164022324223
Position 14567: 0.13596496399929012
Position 14866: 0.11550560952766233
Position 13405: 0.10157943039239965
Position 9748: 0.10112327813067633
Position 13968: 0.08843910617437391
Position 8741: 0.08023119431476859
Position 9092: 0.07607487167474054
Position 6465: 0.05989096196720301
Position 14906: 0.05676511392344714
Position 6776: 0.04916226345528853
Position 14971: 0.04591066994779828
Position 323: 0.04007825117435395
Position 6592: 0.036313649798030305
Position 12006: 0.03602008063498564
Position 7122: 0.03532252431628572
Position 9743: 0.03348792916709944
Position 2406: 0.03253514979130775
Position 5690: 0.026459536985499132
