Gene = EEPD1
index = 481
Annotated 5SS: [   526   2054  85888 128077 131672 134629 144039]
Annotated 3SS: [   983  85835 127965 131536 134489 143843 145857]
SMsplice 5SS: [   526   3301   4444  11657  14476  23386  25648  27388  29102  39044
  59502  72621  85994  99985 116872 128077 131672 134629 144039]
SMsplice 3SS: [  3262   4346  11504  14359  23258  25439  27295  28996  38923  59386
  72553  85835  99859 116760 127965 131536 134489 143843 145857]
top_k =  500
Partition function (log Z): -62.265575085741716

Sorted 5' Splice Sites (High to Low Probability):
Position 11657: 0.9999972237569166
Position 27388: 0.9634817857893833
Position 25648: 0.8702282671560486
Position 14476: 0.830127793991975
Position 4444: 0.8000560218065319
Position 3301: 0.7884443302632791
Position 29102: 0.6465360032244072
Position 4084: 0.5293171624254174
Position 526: 0.384863358928913
Position 19107: 0.3646237281752758
Position 550: 0.272611452046196
Position 22641: 0.25951477784973787
Position 2054: 0.2565618261524379
Position 8537: 0.23804825948068087
Position 18246: 0.21861402288267223
Position 619: 0.18429820973654606
Position 11231: 0.18349060014067817
Position 1422: 0.17981164436670016
Position 4777: 0.15103884690581457
Position 11332: 0.12646605292113194
Position 20793: 0.12549603432585082
Position 25631: 0.12461266804840439
Position 4818: 0.11631648384749603
Position 29097: 0.09091463169945711
Position 2144: 0.08298461688390785
Position 1404: 0.0751239450259063
Position 4934: 0.059668679017710335
Position 4313: 0.05401185936511327
Position 3901: 0.046782515699395705
Position 29854: 0.04638742794395417
Position 1141: 0.042732972524677705
Position 8153: 0.03929535705177987
Position 1093: 0.032967690641086136
Position 20933: 0.03272341705744713
Position 5007: 0.03194207617190823
Position 6687: 0.03190298849360695
Position 555: 0.029287288583746404
Position 149: 0.02921654825862879
Position 999: 0.026561817923214937
Position 4885: 0.024636364648397743
Position 2306: 0.023593325900787034
Position 3018: 0.020610007988089242
Position 8302: 0.01939072537782691
Position 16793: 0.01918384444276078
Position 919: 0.016449056334882486
Position 31385: 0.01575092069409508
Position 4460: 0.014851825084331173
Position 1758: 0.01361338100382606
Position 14529: 0.012797771780201975
Position 9134: 0.012465287856887556
Position 1341: 0.011829323577687498
Position 1672: 0.011353983626649222
Position 213: 0.011157954315197843
Position 3129: 0.009915230671263646
Position 140: 0.009529669739211334
Position 2401: 0.009033772904878523
Position 156: 0.008404054105147338
Position 11177: 0.008199825108265611
Position 1720: 0.007783044443089612
Position 1455: 0.00771374998078398
Position 16280: 0.007135309779843838
Position 1707: 0.0053378009315469
Position 8506: 0.003928867139617802
Position 488: 0.0032060994015647064
Position 249: 0.003190229513838991
Position 652: 0.0031704776665983725
Position 2273: 0.003153319832127895
Position 686: 0.0029755594863190116
Position 2098: 0.002900556595484897
Position 18557: 0.0024754692636892728
Position 18441: 0.002328096934794981
Position 1045: 0.0023069823560805717
Position 18561: 0.002302311288357439
Position 1373: 0.0017806811362533496
Position 1473: 0.0017165101017368196
Position 1772: 0.0013892408239522267
Position 267: 0.0012694975795459417
Position 25666: 0.0012548943501415112
Position 1258: 0.0011384290264885555
Position 2875: 0.0010392290401644976
Position 1382: 0.0010236780366036668
Position 2725: 0.0007559982422232898
Position 1431: 0.0007231352036629932
Position 16078: 0.00042433106193729136
Position 899: 0.0003965057597098596
Position 1390: 0.00039443994726590136
Position 684: 0.0003927228341317683
Position 16294: 0.00033815427795652706
Position 707: 0.00033454935630614004
Position 612: 0.00030491231117844256
Position 188: 0.0002787934329686993
Position 867: 0.00017072921377533982
Position 690: 0.00016165120317418086
Position 751: 0.00015502619581343895
Position 380: 0.00012419386771503305
Position 701: 0.00011346086107151926
Position 16454: 0.00010560384381293654
Position 562: 4.0452556956068055e-05
Position 1087: 3.9358262453216025e-05
Position 405: 3.831499241861604e-05
Position 1032: 3.7416135505575824e-05
Position 64: 3.538259380161919e-05
Position 1244: 1.3005074739987562e-05
Position 643: 9.175221768209361e-06
Position 699: 7.030311976811918e-06
Position 796: 5.202705717675488e-06
Position 629: 2.8541345706277308e-06
Position 337: 1.8261514422088138e-06
Position 1034: 1.7380043238353649e-06
Position 668: 1.6109726562378539e-06
Position 849: 1.3741268744448973e-06
Position 383: 8.859879455931402e-07
Position 794: 7.483603800232415e-07
Position 885: 5.737173068874253e-07
Position 11673: 3.4251454045224594e-07
Position 11711: 3.2306499121241827e-07
Position 11630: 1.968096650145208e-07
Position 775: 5.421457989956458e-08
Position 657: 5.088779435140709e-08
Position 23: 3.7407656037384933e-08
Position 581: 2.788185959937275e-08
Position 455: 2.4785407323160474e-08
Position 11: 1.075312268529128e-08
Position 36: 6.172965875412759e-09
Position 55: 3.159760723635385e-10
Position 450: 1.3717089162159179e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11504: 0.9999996344427411
Position 25439: 0.998580585069519
Position 27295: 0.9647910814519469
Position 14359: 0.8227426454247084
Position 3262: 0.781873387350857
Position 28996: 0.7398028321750632
Position 4346: 0.6352068157056133
Position 32921: 0.4998828866335068
Position 4018: 0.4593796470107532
Position 4654: 0.3650984353855707
Position 18915: 0.3649190351328405
Position 11110: 0.3181564781700761
Position 8249: 0.26136796742355967
Position 22511: 0.2597111358380877
Position 4194: 0.22937162914771084
Position 18093: 0.2186321194634592
Position 31153: 0.20087696867284419
Position 20657: 0.15853189110387386
Position 1213: 0.13879362365178166
Position 1982: 0.12223809784461549
Position 1237: 0.10801190444788017
Position 983: 0.10770443739570464
Position 2053: 0.07035760917015246
Position 27692: 0.0592311269973252
