Gene = RPS8
index = 1211
Annotated 5SS: [ 164  704 1338 2353 2693]
Annotated 3SS: [ 596 1237 2176 2562 3138]
SMsplice 5SS: [ 164  704 1338 2353 2693]
SMsplice 3SS: [ 596 1237 2176 2562 3138]
top_k =  500
Partition function (log Z): -2.081753384007775

Sorted 5' Splice Sites (High to Low Probability):
Position 2353: 0.769442178298856
Position 704: 0.7217659257744172
Position 164: 0.6833982928204574
Position 1338: 0.6610380645857894
Position 446: 0.5578497216481172
Position 2693: 0.5465040795149261
Position 2301: 0.1738667294802733
Position 1278: 0.17119592923037671
Position 37: 0.13020740668133252
Position 1303: 0.0316734403429395
Position 708: 0.03029259417142451
Position 2992: 0.027698745347185125
Position 2716: 0.023483660251958922
Position 1978: 0.017884965147359055
Position 1342: 0.014643276426560554
Position 85: 0.012542616914215307
Position 190: 0.011675077115431186
Position 861: 0.010041099430181244
Position 670: 0.008422148969715614
Position 430: 0.007615299681220764
Position 466: 0.007232567073213477
Position 1472: 0.007082230071231351
Position 787: 0.0040766081157889945
Position 737: 0.004053730541250835
Position 3048: 0.0038683124551798617
Position 473: 0.0038679506496450138
Position 2169: 0.0032758851500235037
Position 1604: 0.002081460268978902
Position 80: 0.002014616738613345
Position 2013: 0.0019353468904662336
Position 1362: 0.0019023775859930774
Position 2879: 0.001823766138291179
Position 2236: 0.0014348186028415259
Position 1358: 0.001347827551064546
Position 1914: 0.0013176698049896637
Position 200: 0.0011750977442619897
Position 2177: 0.0009355545281486211
Position 300: 0.0005978225154244688
Position 1055: 0.000416324585371144
Position 716: 0.00039952697906933194
Position 2254: 0.000397151655527453
Position 2370: 0.0003746572165639216
Position 768: 0.0003592140255371586
Position 120: 0.00033823137797054785
Position 502: 0.00033640115262067685
Position 1173: 0.00030225716450407383
Position 2289: 0.0002566559366424362
Position 133: 0.00023635533813505554
Position 784: 0.00019313512411706763
Position 1031: 0.00013951575011895452
Position 1310: 0.00013501583210317274
Position 3007: 0.00011700130396241404
Position 2852: 0.00010867987548843891
Position 428: 9.899386988531354e-05
Position 2498: 9.773291316085714e-05
Position 2489: 9.270068336021049e-05
Position 724: 8.111987070999683e-05
Position 351: 7.755494263674202e-05
Position 960: 5.778376904670409e-05
Position 41: 2.5086119433921012e-05
Position 935: 2.1566848370705785e-05
Position 524: 1.9556366090092184e-05
Position 289: 1.937552498208648e-05
Position 59: 1.261283473991079e-05
Position 168: 1.0172534839891392e-05
Position 170: 7.430365782547737e-06
Position 1060: 5.234818335779575e-06
Position 245: 2.9342689665330945e-06
Position 676: 2.559669981266735e-06
Position 820: 2.4953134514422446e-06
Position 933: 2.2779349760258113e-06
Position 318: 1.2079988431207548e-06
Position 286: 7.932074861908726e-07
Position 776: 5.061742639695558e-08
Position 56: 3.2647031375125e-08
Position 46: 2.7736956529993738e-08
Position 11: 6.994446907943005e-11
Position 103: 3.0689381146380694e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1237: 0.858902550790559
Position 2562: 0.8035567930334114
Position 596: 0.7517458296621266
Position 2176: 0.6010876111427248
Position 3138: 0.4088286775337382
Position 233: 0.2424180005665509
Position 2090: 0.1916937584875035
Position 2766: 0.15291867566609652
Position 2144: 0.10882602049299044
Position 270: 0.10224201267895033
Position 3046: 0.06623594504194993
Position 2247: 0.04935949572880784
Position 2782: 0.04255118279994005
Position 314: 0.0380310109046436
Position 2977: 0.030843378053741793
Position 3118: 0.030079294587092666
Position 146: 0.028528865762753677
Position 336: 0.021939149641962762
Position 1213: 0.018564726888664226
Position 2613: 0.013589353975730216
Position 1897: 0.012127765573632498
Position 2195: 0.00889857299375491
Position 2939: 0.008334193391080012
Position 1172: 0.008176659181739746
Position 2813: 0.007704135154943944
Position 1262: 0.007170497310714368
Position 2429: 0.006102917405604384
Position 849: 0.005575113996549699
Position 2282: 0.004567177252451292
Position 276: 0.004235441441608146
Position 2992: 0.0027380029450767944
Position 3063: 0.002248196409864249
Position 1715: 0.001971348239949665
Position 1815: 0.001688645335273782
Position 2616: 0.0015657861417940372
Position 2373: 0.001443236528118881
Position 823: 0.0012876078958235409
Position 1678: 0.0012225722654279636
Position 1870: 0.001222104954544495
Position 150: 0.0010744569475224712
Position 1818: 0.0009386817418648703
Position 3280: 0.0009352201278704926
Position 2958: 0.0008635398562057366
Position 1753: 0.0008407064660477089
Position 1007: 0.000829348577754537
Position 2062: 0.0008219385083776563
Position 409: 0.000754623898017222
Position 820: 0.0006799075334720967
Position 1959: 0.0006430108745485912
Position 2232: 0.0005749405032969716
Position 2443: 0.0005270029924008487
Position 2790: 0.0005159921415440047
Position 2928: 0.000501110290978749
Position 185: 0.0004825135127718893
Position 1658: 0.00047813168539906603
Position 3154: 0.0004774227445551351
Position 1390: 0.00045100432900065015
Position 2298: 0.00042087297239007187
Position 2859: 0.0003999336476461995
Position 379: 0.0003590875865083224
Position 758: 0.00020593292993749903
Position 784: 0.00019255301901724526
Position 562: 0.00018892829084018908
Position 622: 0.00013269080499566963
Position 1736: 0.000129367985667746
Position 242: 0.00012638547883014954
Position 245: 0.00011976408469877444
