Gene = HNRNPCL2
index = 660
Annotated 5SS: [62]
Annotated 3SS: [272]
SMsplice 5SS: [62]
SMsplice 3SS: [272]
top_k =  500
Partition function (log Z): -6.557018124536734

Sorted 5' Splice Sites (High to Low Probability):
Position 62: 0.97056798492274
Position 570: 0.018832565521076032
Position 79: 0.014438951356485517
Position 123: 0.011661052126171158
Position 503: 0.004600637114222348
Position 375: 0.003859779446631809
Position 29: 0.0026099595416459857
Position 765: 0.001698082296775068
Position 740: 0.0004953269345299487
Position 493: 0.00022755025042087536
Position 362: 0.00021912715670727596
Position 95: 0.0001204210395823874
Position 348: 8.3525274613638e-05
Position 105: 6.968353209494246e-05
Position 129: 2.9270419857999295e-05
Position 1090: 1.2101950085507251e-05
Position 113: 1.1467552319571606e-05
Position 66: 8.958079027791548e-06
Position 550: 6.810110361516365e-06
Position 507: 6.0290936786838365e-06
Position 688: 5.6329669445861956e-06
Position 161: 3.968285360644025e-06
Position 1096: 2.328621839913964e-06
Position 505: 9.981864275571769e-08
Position 595: 7.471569038357508e-08
Position 535: 2.5045630080177207e-08
Position 317: 1.1292012651900278e-08
Position 229: 9.674152645440952e-09
Position 295: 8.358495340638647e-09
Position 466: 4.899242787639275e-09
Position 822: 2.549032088288858e-09
Position 243: 2.2142257853252034e-09
Position 6: 9.146613187533094e-10
Position 532: 3.405236180497616e-10
Position 249: 2.7399819253073286e-10
Position 280: 2.416533148618089e-10
Position 246: 2.168263161124429e-10
Position 226: 1.0338280068808079e-10
Position 417: 8.813351361004823e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9740997606743373
Position 712: 0.020794525497501482
Position 874: 0.011715177047157877
Position 287: 0.006163636871817034
Position 658: 0.004527857307603669
Position 739: 0.0023545854529268997
Position 655: 0.0016231691323356575
Position 757: 0.0012651502234249264
Position 365: 0.0009752674596815992
Position 603: 0.0008366226497580651
Position 433: 0.0007938392499635332
Position 891: 0.0006809373448752013
Position 1266: 0.0004679424090754472
Position 540: 0.0003271055658485203
Position 1008: 0.0002968627234177098
Position 1234: 0.00029328872097650083
Position 477: 0.00023789389326786482
Position 901: 0.00019744814011996928
Position 461: 0.00018960385179691644
Position 942: 0.0001853842339347117
Position 996: 0.0001598473533125505
Position 687: 0.000145071606075243
Position 630: 0.00010620853819666732
Position 1239: 0.00010086862174226599
Position 1071: 8.589366771594802e-05
Position 342: 8.457204146030157e-05
Position 694: 8.418365596900056e-05
Position 683: 7.918706186891053e-05
Position 196: 6.689519916770459e-05
Position 966: 6.348212858423504e-05
Position 827: 5.7086268258989426e-05
Position 1029: 5.671754651887188e-05
Position 714: 5.566739935177926e-05
Position 1077: 4.473671481996921e-05
Position 633: 4.3009094329311e-05
Position 300: 3.576846316740757e-05
Position 1186: 3.564813598504062e-05
Position 570: 3.1707624346200967e-05
Position 1189: 2.804864568192997e-05
Position 348: 2.2897708381930952e-05
Position 917: 2.2338811130417623e-05
Position 1005: 1.8833662337120995e-05
Position 149: 1.8070921911015987e-05
Position 1251: 1.306921557313921e-05
Position 762: 1.2335477604810958e-05
Position 730: 1.2281320665718474e-05
Position 926: 1.2150921754905971e-05
Position 1020: 1.1229618223103407e-05
Position 302: 5.362346368850975e-06
Position 975: 4.604079137843008e-06
Position 378: 4.347315363111054e-06
Position 375: 4.2828222744756835e-06
Position 105: 4.072201691132185e-06
Position 555: 3.845869894131087e-06
Position 835: 3.729981176052369e-06
Position 308: 3.254756173554223e-06
Position 1343: 2.0788916253190275e-06
Position 129: 1.9220350825704165e-06
Position 721: 4.7253461819576676e-08
Position 352: 3.1332240670086775e-08
Position 387: 6.105950771812294e-09
Position 134: 2.8638585720501706e-09
Position 381: 3.4042383007576737e-10
Position 314: 1.4586127204387863e-10
Position 109: 2.825927577606421e-11
Position 118: 1.733850248732874e-11
Position 83: 2.1996147170173135e-14
