Gene = ZNF367
index = 1611
Annotated 5SS: [  717 20166 23507 25932]
Annotated 3SS: [20014 23386 25792 29869]
SMsplice 5SS: [  717 20166 23507 25932]
SMsplice 3SS: [20014 23386 25792 29869]
top_k =  500
Partition function (log Z): -13.858937792580212

Sorted 5' Splice Sites (High to Low Probability):
Position 20166: 0.9947009724947085
Position 23507: 0.988511889581954
Position 9023: 0.9389954591626042
Position 717: 0.9299920443225063
Position 25932: 0.5183715671540499
Position 9217: 0.4534545160716614
Position 231: 0.26768375373154013
Position 6000: 0.20171981273970097
Position 8670: 0.09649664280383721
Position 1521: 0.08567657884754225
Position 4098: 0.0804403888158502
Position 6035: 0.07952395019582717
Position 4839: 0.0776164476416383
Position 425: 0.04069537913902996
Position 670: 0.03510853168151771
Position 8764: 0.032491122559873784
Position 8704: 0.023457430111160426
Position 3488: 0.019624970992803317
Position 179: 0.01829347800785766
Position 8686: 0.01698441354345821
Position 1204: 0.011814333703681658
Position 8678: 0.011364718931460465
Position 500: 0.004219335473762257
Position 128: 0.003754218385233476
Position 392: 0.00296357482183702
Position 3030: 0.0019193059067875264
Position 246: 0.0018741997053455368
Position 384: 0.0016988402884418306
Position 5174: 0.0013087926151658725
Position 2011: 0.001191906157020201
Position 1594: 0.0010880719375840706
Position 498: 0.0010859716660211063
Position 5034: 0.0009055713686524966
Position 256: 0.0007672062682061439
Position 151: 0.0006889523189114733
Position 284: 0.0006796832837610596
Position 433: 0.0006655344480523723
Position 1510: 0.0005611279024685315
Position 2537: 0.0005155389639045892
Position 110: 0.0004508649344501608
Position 3816: 0.0004412975134342827
Position 146: 0.000403316007297327
Position 1320: 0.0003834383571693721
Position 4889: 0.00033995872731361646
Position 774: 0.0003333069694782217
Position 6117: 0.00031550971016166066
Position 390: 0.00028486311732313433
Position 941: 0.00027338899684987885
Position 396: 0.0002178852719632257
Position 3653: 0.0001616001529092312
Position 72: 0.00011160003613854696
Position 3902: 9.904767628269204e-05
Position 2043: 9.393401327392651e-05
Position 9071: 3.783639908802358e-05
Position 1250: 3.207249850614885e-05
Position 10784: 2.164236062072663e-05
Position 534: 8.314474803676228e-06
Position 133: 8.265419003699953e-06
Position 1252: 4.392128164351532e-06
Position 183: 3.37611203863826e-06
Position 2129: 2.9969048522259675e-06
Position 1440: 2.919899005764614e-06
Position 1434: 2.20492665647722e-06
Position 3062: 2.1948105882152633e-06
Position 2451: 2.192920145709906e-06
Position 985: 9.424213573999011e-07
Position 1641: 8.529836656484487e-07
Position 1473: 8.20834941557125e-07
Position 1207: 3.401038622747964e-07
Position 1190: 2.3434797183744178e-07
Position 807: 1.1092763539282182e-07
Position 749: 9.028839227174375e-08
Position 1029: 8.748058623354322e-08
Position 506: 5.227849560928302e-08
Position 946: 4.3433604323498224e-08
Position 900: 3.014476900441985e-08
Position 767: 2.8118667785676963e-08
Position 968: 2.6624126806809226e-08
Position 881: 1.5340143700682296e-08
Position 1022: 1.4837812012336709e-08
Position 15: 8.56300014233059e-11
Position 1064: 1.8108000788599792e-11
Position 354: 8.232500683473326e-27

Sorted 3' Splice Sites (High to Low Probability):
Position 20014: 0.9958928905884878
Position 23386: 0.9947009724947085
Position 25792: 0.6345463401630351
Position 8796: 0.4869449689134085
Position 29869: 0.4868220833599219
Position 8950: 0.46794521807283673
Position 9111: 0.3131719467690691
Position 588: 0.2920340658121205
Position 5884: 0.2815844194249947
Position 8576: 0.22521090668398108
Position 29910: 0.13151577826247118
Position 9119: 0.08085807549946655
Position 1351: 0.07096045835162763
Position 3983: 0.06993605821070895
Position 26259: 0.06702741805723532
Position 27452: 0.0650375703627823
Position 4664: 0.03412771804758474
Position 24525: 0.03369642845406534
Position 23982: 0.03078833552358428
Position 1121: 0.02259365693246828
Position 3430: 0.020058480534843392
Position 24302: 0.01834254113082222
Position 25675: 0.0167290933360098
Position 24500: 0.015660934765504175
Position 475: 0.01390669281431072
Position 4823: 0.012621741003368605
Position 4753: 0.010395648908181551
Position 4710: 0.010139804628347402
Position 4051: 0.008226939938411362
Position 4805: 0.007386180904103418
Position 23738: 0.0067169333205712705
Position 4480: 0.005169413873493672
Position 1143: 0.0029598080812788994
Position 380: 0.0027422646379833154
Position 3899: 0.002305690161180009
Position 1407: 0.0019397275631997562
Position 17683: 0.00173331019796339
Position 2928: 0.0017317903257127818
Position 594: 0.001534913121692411
Position 403: 0.0008675404619144056
Position 487: 0.0007212191173158913
Position 1294: 0.0006057719438534316
Position 2302: 0.0005161442413689526
Position 544: 0.000501991821746914
Position 14767: 0.00044100383780627876
Position 5032: 0.00037439518351711006
Position 1898: 0.0003629588460468164
Position 1881: 0.00034984836526305715
Position 1455: 0.00028786581095638483
Position 3587: 0.00026350938525357794
Position 9722: 0.00021363822542665726
Position 1937: 0.0002098436662367679
Position 1918: 0.00019239932470951478
Position 2939: 0.00018580328994365435
Position 10775: 0.00013727673838155358
Position 1506: 0.00013463712401916379
Position 1977: 0.00010957788392654654
Position 10375: 9.235514859891173e-05
Position 10901: 9.177577386457834e-05
Position 10879: 8.121392636880092e-05
Position 1866: 6.828241735253553e-05
Position 10772: 6.046960232529351e-05
Position 6770: 4.95817553482746e-05
Position 13021: 4.1652138071406644e-05
Position 10225: 4.038772868842877e-05
Position 12908: 3.6813966790375636e-05
Position 1356: 2.2752410793335348e-05
Position 1234: 2.26505163286132e-05
Position 1154: 1.975996030587996e-05
Position 7459: 1.8502955005711156e-05
Position 8383: 1.609249092711062e-05
Position 1373: 1.486182924856884e-05
Position 11703: 1.0225931651514598e-05
Position 7152: 9.50903441835523e-06
Position 9341: 7.054066113092957e-06
Position 6338: 6.614745239804581e-06
Position 2395: 5.278418439298085e-06
Position 7770: 5.218615853990284e-06
Position 2900: 5.164308529771419e-06
Position 3528: 4.772453070105577e-06
Position 6275: 4.623779787180494e-06
Position 6364: 4.573944869537144e-06
Position 3559: 4.538005672683598e-06
Position 1311: 4.2889834221356745e-06
Position 806: 4.11168898544033e-06
Position 9268: 3.225417686349043e-06
Position 314: 2.7994981808810216e-06
Position 7172: 1.706597090391892e-06
Position 7794: 1.6230132779808493e-06
Position 6579: 1.492162457622265e-06
Position 6950: 1.4396568294984433e-06
Position 841: 1.40487101606281e-06
Position 1249: 1.381818829453439e-06
Position 940: 1.3109035862995692e-06
Position 4278: 1.2900027493478706e-06
Position 7299: 1.1978220798086422e-06
Position 906: 7.848512922169439e-07
Position 5365: 7.248994098048499e-07
Position 4313: 5.003819582798679e-07
Position 4065: 3.5451168691569703e-07
Position 881: 3.5333952197109243e-07
Position 2564: 1.9983572968528127e-07
Position 793: 1.1216233231114738e-07
Position 669: 9.845834432201524e-08
Position 1932: 9.783172319458593e-08
Position 946: 9.429942573095886e-08
Position 419: 9.365386852467039e-08
Position 1738: 8.198993117122933e-08
Position 1545: 7.301772742886096e-08
Position 1083: 3.4168329646187626e-08
Position 1090: 3.113530965019024e-08
Position 329: 1.8803901227486708e-08
Position 443: 1.3264240218766542e-08
Position 674: 8.032895729826285e-09
Position 1029: 7.843829787612566e-09
Position 449: 6.551350254328339e-09
Position 277: 5.3978415453874065e-09
Position 438: 3.7220349892230134e-09
Position 757: 8.084740409244665e-10
Position 1783: 7.644433068102995e-10
Position 602: 3.8538594649850394e-10
Position 201: 3.648697114652309e-10
Position 683: 3.3899808430565805e-10
Position 146: 1.7796576890762726e-10
Position 521: 1.1956723445351656e-10
Position 225: 1.1871601182149794e-10
Position 687: 9.401690256596216e-11
Position 1548: 5.209915518006504e-11
Position 694: 4.088628103399254e-11
Position 716: 4.045079101334225e-11
Position 1520: 3.2077052579825994e-11
Position 165: 1.938462301593657e-12
Position 1101: 8.091676693529062e-13
Position 703: 1.1563736973282642e-13
Position 680: 4.0312900670586885e-14
Position 253: 3.275877681805876e-14
Position 150: 1.7448322857453655e-14
Position 241: 1.6208257842704574e-14
Position 691: 1.582845376842433e-14
Position 194: 4.921867831760241e-15
Position 256: 1.3547358301808672e-15
Position 222: 1.16555702392778e-15
Position 227: 7.592635976274812e-16
