Gene = FCGR2C
index = 550
Annotated 5SS: [  210  7103  8480 10059 10903 14251]
Annotated 3SS: [ 7081  8221  9803 10788 14212 18289]
SMsplice 5SS: [  210  2475  7103  8480 10059 10903]
SMsplice 3SS: [ 2380  7081  8221  9803 10788 14212]
top_k =  500
Partition function (log Z): -5.244258366132545

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9250917287846757
Position 2475: 0.8711196659394245
Position 8480: 0.827387549735166
Position 10903: 0.7252794823798596
Position 10059: 0.7096656998888036
Position 7103: 0.6294480458186343
Position 1193: 0.5338783450407291
Position 14045: 0.3365947171717256
Position 9533: 0.26696136019165273
Position 1854: 0.22263565210875663
Position 596: 0.17492556255945096
Position 15192: 0.1687829535313084
Position 7229: 0.10339085383332837
Position 787: 0.08956288926643617
Position 9899: 0.055784605929310505
Position 6831: 0.053232715127271395
Position 9325: 0.04939571300294957
Position 10378: 0.04181177700364012
Position 7957: 0.03889371456107533
Position 14049: 0.03870220697721423
Position 5547: 0.03797832549834084
Position 1869: 0.03711058599806881
Position 4001: 0.032601646837488674
Position 2880: 0.03141137380186997
Position 10366: 0.02508070986752463
Position 14460: 0.02477391392397473
Position 1845: 0.024633154028805452
Position 9311: 0.019075386990526473
Position 14918: 0.01623078855454771
Position 1818: 0.016136999364336744
Position 7304: 0.015302866832406746
Position 14102: 0.014053479578028997
Position 9865: 0.012165101154445468
Position 9298: 0.011789266354683137
Position 8388: 0.011390636657320721
Position 2649: 0.01087561614416823
Position 5640: 0.010841938599238782
Position 1683: 0.010046868988680655
Position 1303: 0.009281234215572262
Position 8879: 0.009250436087235884
Position 8549: 0.009049161742936828
Position 10675: 0.008287135699769134
Position 9105: 0.007748368592513585
Position 9987: 0.007446225297088771
Position 9733: 0.006598569523427354
Position 2221: 0.005612529277437339
Position 7175: 0.00477217143060961
Position 3158: 0.004336198934654506
Position 11510: 0.004053762255009666
Position 2537: 0.003488931846011136
Position 8593: 0.003198938163313453
Position 603: 0.00316954359731055
Position 3055: 0.0026568187041688166
Position 6196: 0.0026267748918888624
Position 7662: 0.0026079678680075717
Position 1546: 0.002271007366014276
Position 3139: 0.0020467469155774757
Position 1000: 0.001998687152280875
Position 7870: 0.0015596307352830898
Position 2976: 0.0014648798496507158
Position 3013: 0.0011091239621871083
Position 706: 0.000787373580628553
Position 1352: 0.0007393037036206323
Position 4394: 0.0007245163461727214
Position 7726: 0.0006775440367757767
Position 1562: 0.0006546887011859431
Position 7212: 0.0004975346489233349
Position 1833: 0.00032790680585289845
Position 489: 0.0003054929789183954
Position 2023: 0.0003013946965203231
Position 617: 0.00029709307383688844
Position 331: 0.00018270745680706608
Position 864: 0.00011975886775090335
Position 3105: 9.865130639438339e-05
Position 3364: 9.459395622236321e-05
Position 388: 7.93757611315151e-05
Position 27: 7.16749027752503e-05
Position 1096: 4.672755400328994e-05
Position 975: 3.501021985639733e-05
Position 1253: 3.3934450309150974e-05
Position 157: 1.569389963957529e-05
Position 138: 1.5433234298619795e-05
Position 299: 1.3919872497499921e-05
Position 370: 8.966043106155894e-06
Position 640: 7.437743379242541e-06
Position 395: 6.9390382935979e-06
Position 2765: 5.182183348813327e-06
Position 214: 4.7006238830460395e-06
Position 253: 3.7549087929377798e-06
Position 95: 3.3729540753676154e-06
Position 894: 3.3428679658571626e-06
Position 174: 2.09882845464509e-06
Position 197: 1.2986787800795413e-06
Position 380: 9.991127950893298e-07
Position 57: 5.940643425840815e-07
Position 484: 5.794934516810583e-07
Position 445: 4.689079646732034e-07
Position 283: 3.185491764746907e-07
Position 614: 2.755778635017245e-07
Position 584: 1.802143303766714e-07
Position 404: 5.7119126378991906e-08
Position 187: 5.2361276582980256e-08
Position 66: 3.195274402263414e-08
Position 109: 2.1201517460618292e-08
Position 122: 9.988130535663723e-09
Position 13: 9.896285681942574e-09
Position 746: 1.6786901270847945e-10
Position 526: 1.036049559880061e-11
Position 406: 9.817184800778508e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9803: 0.7991579611040974
Position 2380: 0.7574794981665182
Position 10788: 0.7442550815877429
Position 7081: 0.6724483301912625
Position 8221: 0.5759904554222276
Position 13946: 0.4589154010044806
Position 1069: 0.33917165683314326
Position 14212: 0.3229739466760256
Position 1749: 0.2351690826589378
Position 14141: 0.19549875860254018
Position 15046: 0.18684675063814252
Position 8376: 0.1864801089192724
Position 9368: 0.178521765436911
Position 466: 0.14025405075616823
Position 1165: 0.10661368907709226
Position 17131: 0.09713694737929855
Position 8224: 0.09171233660246879
Position 2348: 0.08967323846673486
Position 9391: 0.07306495694271192
Position 10292: 0.07064556574317095
Position 6982: 0.05821371766836076
Position 9172: 0.04913717762356252
Position 5503: 0.048504438041038274
Position 1761: 0.04590190810618054
Position 686: 0.04125126405972512
Position 13910: 0.04075481717288138
Position 1116: 0.037005645624627465
Position 6665: 0.03595519980300448
Position 15004: 0.034647327522759716
Position 16624: 0.031037807046781468
Position 16552: 0.0294765561232016
Position 3803: 0.02910018161881379
Position 9192: 0.026748543175620164
Position 16214: 0.02501376149318501
Position 7160: 0.023158340129704708
Position 1675: 0.017940688855534084
Position 9474: 0.017654764967814325
Position 2271: 0.016430823124327063
Position 849: 0.015766008341207945
Position 7775: 0.015316675157327677
Position 7707: 0.013941682751713135
Position 18318: 0.012678875015688366
Position 9696: 0.012472060661734702
Position 17476: 0.012362765004094391
Position 2591: 0.012297130515348585
Position 2929: 0.011520327152714907
Position 6728: 0.010591483753903673
Position 7526: 0.01014121988767837
Position 2245: 0.01006072397493703
Position 14087: 0.009558406753308001
Position 9841: 0.009540147617926228
Position 11417: 0.009521988248614367
Position 1091: 0.00891106094333354
Position 8740: 0.008900282845550016
Position 14787: 0.008716553981829167
Position 1040: 0.008689774616470244
Position 17080: 0.008381912176740614
Position 2854: 0.00784817104409886
Position 683: 0.0075837548901319515
Position 9030: 0.007549674051998715
Position 14772: 0.007514234572718541
Position 15287: 0.007453415503616182
Position 937: 0.007297354061818808
Position 1465: 0.006816721879226035
Position 1529: 0.006723301543213089
Position 15642: 0.006688454372514441
Position 6595: 0.006686031570363243
Position 2688: 0.006492887014054613
Position 723: 0.0063410562203917165
Position 16708: 0.005834589275853277
Position 2404: 0.0057059403124378235
Position 8977: 0.005549155281088672
Position 10568: 0.004884483035893027
Position 13780: 0.004852070524115182
Position 7587: 0.004376233831135708
Position 10412: 0.004336396088811999
Position 312: 0.0035959888667250945
Position 11050: 0.00358128691501784
Position 17059: 0.0034981168881468255
Position 2087: 0.0033464044214189252
Position 3834: 0.0031998166643763064
Position 13692: 0.0031832974096961553
Position 2728: 0.002955075570686481
Position 16677: 0.0028120222821510863
Position 1071: 0.002762013223934614
Position 710: 0.002684354186892589
Position 13327: 0.002674043341387282
Position 6029: 0.002626774891888863
Position 2139: 0.0025825541281695136
Position 2631: 0.0022940965710895344
Position 13396: 0.002211237732518753
Position 484: 0.00203823122835825
Position 13111: 0.0019269676186466854
Position 2823: 0.0018590910238521175
Position 12142: 0.0016818877087553929
Position 1035: 0.0016282181434348526
Position 2736: 0.0014898599502689677
Position 12085: 0.0013858446937386228
Position 11463: 0.001373797193880627
Position 12399: 0.001351798541597564
Position 1224: 0.0011594631656235547
Position 2676: 0.0011522582033811767
Position 435: 0.0011300131452841452
Position 2653: 0.0009855879498869438
Position 1545: 0.0008893993783285305
Position 10995: 0.0008561888496510789
Position 386: 0.0006909325527227288
Position 817: 0.0006275384524351739
Position 5427: 0.0005347683094716616
Position 1130: 0.00053130045356508
Position 559: 0.000527997443339777
Position 1020: 0.0005171678015821673
Position 1795: 0.0005035869048207277
Position 370: 0.0003996710542991202
Position 4274: 0.00039701630307916315
