Gene = TFB2M
index = 1395
Annotated 5SS: [  499  1979  8944  9752 15112 17780 21804]
Annotated 3SS: [ 1889  8789  9602 15021 17716 21642 25121]
SMsplice 5SS: [  499 17780 21804 25387]
SMsplice 3SS: [17716 21642 25121 25547]
top_k =  500
Partition function (log Z): -10.16550620643111

Sorted 5' Splice Sites (High to Low Probability):
Position 17780: 0.9967493861883231
Position 499: 0.9913209718948703
Position 21804: 0.968422086441931
Position 8944: 0.4137716660338469
Position 25387: 0.3574032059207266
Position 2000: 0.3202961041821305
Position 9752: 0.21895320253600656
Position 18038: 0.18023235498585757
Position 6600: 0.1643133952641082
Position 1979: 0.08937824178440214
Position 2026: 0.07129967048270003
Position 7798: 0.051307792186183546
Position 153: 0.045335805770481415
Position 1798: 0.022459569175996192
Position 6641: 0.021940501982793622
Position 5208: 0.01989281050788629
Position 3790: 0.01926192515683694
Position 15: 0.010045969614838023
Position 6376: 0.008852816203558636
Position 7870: 0.008788644647860153
Position 4117: 0.008637163411216921
Position 111: 0.00831913816218813
Position 6329: 0.007017255744680449
Position 3311: 0.006602797761992376
Position 5885: 0.005847094973837179
Position 8669: 0.004864933918819748
Position 4625: 0.00413826248093451
Position 7536: 0.00177544346703689
Position 137: 0.0016589962044153384
Position 130: 0.0015355180779530382
Position 247: 0.00123304954437397
Position 7565: 0.0011560394824478117
Position 266: 0.0008283828914074171
Position 125: 0.0005413928382005539
Position 1414: 0.0005322208578598523
Position 408: 0.00045891582333893393
Position 140: 0.0002493334549280295
Position 44: 0.00023808010211992037
Position 958: 0.0001862341652166335
Position 873: 0.0001750215171883612
Position 188: 0.0001412272754911897
Position 463: 0.00013338553790662042
Position 9421: 6.892775716429572e-05
Position 1446: 6.461779491083127e-05
Position 8988: 6.259009904681915e-05
Position 9313: 5.442383906062627e-05
Position 201: 5.3801189479181106e-05
Position 846: 4.7144891857438156e-05
Position 503: 3.794098250805618e-05
Position 66: 3.774876309845538e-05
Position 10105: 3.715441185994329e-05
Position 549: 2.847093186678259e-05
Position 1352: 2.831335055589949e-05
Position 690: 2.4545780469158824e-05
Position 810: 2.042458099523566e-05
Position 1254: 1.9006823309050788e-05
Position 980: 1.848726022450422e-05
Position 1569: 1.618740436642273e-05
Position 1312: 1.6115088389883924e-05
Position 949: 1.5502718157100592e-05
Position 104: 1.017183563136163e-05
Position 1612: 9.782624723338513e-06
Position 954: 9.309832674433514e-06
Position 1831: 8.236474933330062e-06
Position 64: 2.5181367082820974e-06
Position 198: 1.6003862733635409e-06
Position 6380: 1.2248004399238069e-06
Position 4195: 7.734362547280969e-07
Position 2300: 4.3685663649715246e-08
Position 2389: 2.787900187686726e-08
Position 310: 1.1866884898467305e-08
Position 530: 4.4088492646550595e-09
Position 567: 9.811109254789827e-10
Position 488: 2.0025056561017502e-10
Position 1198: 1.7869752311484667e-10
Position 338: 7.742518482906586e-11
Position 377: 2.4993623525776124e-11
Position 722: 4.083061262603118e-12
Position 403: 1.3301197679836207e-12
Position 683: 8.936948629545201e-13
Position 622: 1.0274769039939769e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 17716: 0.9977452282540951
Position 21642: 0.9927580944627903
Position 25121: 0.631840970248563
Position 25547: 0.5139802190385363
Position 1889: 0.4633915300459858
Position 8789: 0.39929591135238224
Position 9602: 0.21895320253600656
Position 6507: 0.18593369514353406
Position 17893: 0.18133049117205247
Position 24821: 0.13444518504339908
Position 264: 0.04017769689170145
Position 7735: 0.03007877533652288
Position 335: 0.025253492253377568
Position 7456: 0.01964085831804121
Position 22077: 0.016533461564010872
Position 6146: 0.015881732651960807
Position 21896: 0.01573141838022509
Position 8850: 0.015017621289476743
Position 7732: 0.013337903482077786
Position 5116: 0.012474142431746861
Position 1752: 0.010244618569504343
Position 1909: 0.010193776251615785
Position 3732: 0.0076611417642219615
Position 3709: 0.007223802487583682
Position 22583: 0.007071100024527648
Position 24710: 0.0062229380633945985
Position 4067: 0.005688093786817786
Position 5807: 0.00559073690604277
Position 3240: 0.005134256819203216
Position 8348: 0.004864933918819748
Position 3694: 0.004396019621517017
Position 1784: 0.003603158682638441
Position 4507: 0.0031417517824245487
Position 358: 0.003070211532531201
Position 1797: 0.003025963681212371
Position 19421: 0.002893155539338738
Position 5052: 0.0026858631698584287
Position 1708: 0.0024391961643774798
Position 1680: 0.0022060334833364755
Position 3964: 0.00203472419869068
Position 5070: 0.0018620041518185612
Position 5184: 0.0014993064317356535
Position 5094: 0.0013767522278022516
Position 10759: 0.0012200125436943772
Position 3273: 0.0011777792903368875
Position 1309: 0.0008994843442413424
Position 3961: 0.000756538864350491
Position 1659: 0.0006987051540957933
Position 4527: 0.000527816124679011
Position 4547: 0.0004843798029331121
Position 6512: 0.0004568490801536732
Position 5803: 0.0003360982307052121
Position 616: 0.000319658774856117
Position 3276: 0.000301594458057725
Position 1598: 0.0001853322656881252
Position 4015: 0.0001774118908990595
Position 1387: 0.0001481065905930889
Position 9126: 0.00014569079945418083
Position 1610: 0.00013645448422149265
Position 1311: 0.00012345051586629718
Position 1378: 0.00011717880152792935
Position 1922: 8.985145020846077e-05
Position 1650: 7.407278629742347e-05
Position 1685: 7.079488845118706e-05
Position 845: 6.0351352690480274e-05
Position 9880: 5.881491011029011e-05
Position 1513: 4.3971007255076303e-05
Position 9217: 4.3169581915742785e-05
Position 1239: 3.70202240873725e-05
Position 1194: 3.352511505497112e-05
Position 639: 3.145954621622549e-05
Position 1115: 2.73726477266104e-05
Position 1554: 2.71276165302784e-05
Position 10755: 2.6273732092686953e-05
Position 9835: 2.3336086484173462e-05
Position 9054: 2.2863916683130578e-05
Position 1755: 2.1509665307735404e-05
Position 1643: 1.7411803919549694e-05
Position 779: 1.4088645017043413e-05
Position 1315: 1.2249179378212819e-05
Position 1556: 1.2013976269079931e-05
Position 1757: 1.0034572516777095e-05
Position 1034: 9.302799653789472e-06
Position 1413: 7.861563945181414e-06
Position 2120: 7.581653733317604e-06
Position 10779: 7.475529545252458e-06
Position 622: 6.241877500252344e-06
Position 1052: 6.033640646547608e-06
Position 1562: 4.640035702537092e-06
Position 1826: 4.132567089667005e-06
Position 1481: 3.7532632974162094e-06
Position 1418: 3.2187040714078077e-06
Position 3172: 2.3761104907606484e-06
Position 287: 2.26305545722403e-06
Position 2369: 2.1619011230271956e-06
Position 578: 2.1364243967074673e-06
Position 1840: 2.0882207309436203e-06
Position 781: 2.0518794062913436e-06
Position 914: 1.7380342490966907e-06
Position 2747: 1.648091736315161e-06
Position 3183: 1.6289075901102284e-06
Position 2632: 1.6100564776944252e-06
Position 5661: 1.591279041756513e-06
Position 6433: 1.3061391677930566e-06
Position 198: 9.904428480825767e-07
Position 273: 8.85567353011153e-07
Position 5995: 7.413156843846589e-07
Position 1166: 6.038816229224914e-07
Position 1212: 5.980186552161715e-07
Position 140: 5.504270846992603e-07
Position 421: 4.995815167265574e-07
Position 4768: 4.7392793237825736e-07
Position 805: 4.586399715184266e-07
Position 894: 4.479024721330813e-07
Position 2084: 4.1339391320334495e-07
Position 2722: 3.0975025965519636e-07
Position 2557: 1.4867939566651663e-07
Position 2197: 1.2097571413432305e-07
Position 2277: 4.698656302796723e-09
Position 2253: 3.274312175783978e-09
Position 2191: 1.3352679830593252e-09
Position 1990: 8.082022353274503e-10
Position 1978: 2.0088161247948034e-10
Position 463: 1.5119252108453266e-10
Position 1934: 9.299818083615106e-11
Position 466: 6.000065731095649e-11
Position 401: 5.952529431440516e-11
Position 223: 5.497357720940509e-11
Position 301: 5.245820660391254e-11
Position 383: 5.219931702080944e-11
Position 143: 3.232433473288084e-11
Position 713: 3.215726497179925e-11
Position 98: 2.466859014618296e-11
Position 374: 2.4087313000816008e-11
Position 388: 1.921410734280274e-11
Position 488: 1.4074523756907068e-11
Position 370: 1.3241704475487723e-11
Position 152: 1.160020222101452e-11
Position 757: 8.71665425263671e-12
Position 393: 8.380502530014397e-12
Position 994: 4.8218994713673495e-12
Position 177: 3.913986850554016e-12
Position 182: 2.40497842067038e-12
Position 165: 1.487504307087784e-12
Position 431: 1.4803888835437552e-12
Position 175: 1.7047666164617011e-13
Position 922: 3.648487970781354e-14
Position 695: 3.388076982637772e-14
Position 868: 1.5752725832000077e-14
Position 725: 1.0517917972337914e-14
Position 498: 4.7529787938433325e-16
Position 651: 2.5020111813280193e-16
